Gene names,Alpha A30P_day_1, Alpha A53T_day_1, Control _day_1
Mtor,1.649655,0.392255,1.020955
l(3)03670,4.0304,3.44095,3.735675
Cpr64Ad,0.552655,0.71776,0.6352075
,1.14175,0.980655,1.0612025
,7.7813,#DIV/0!,#DIV/0!
,0.671505,0.551365,0.611435
Ptp69D,1.2796,0.66309,0.971345
,0.837805,0.96666,0.9022325
Rbp2,0.8365,0.880835,0.8586675
up,1.82885,1.7961,1.812475
,10.811,10.9,10.8555
,3.79255,2.9824,3.387475
,0.701085,0.67175,0.6864175
Cp190,0.4073,0.44361,0.425455
,0.413355,0.457945,0.43565
l(2)03709,1.5978,1.5445,1.57115
CG9297-RA,1.0911,1.117315,1.1042075
Ance,0.31344,0.356545,0.3349925
BcDNA.GH02384,1.8807,1.55795,1.719325
Zasp66,0.94325,0.80434,0.873795
04-Sep,0.41389,0.5863,0.500095
,0.5021,0.53626,0.51918
,0.81442,0.7813,0.79786
,1.48725,1.0858,1.286525
pain,0.32094,0.680885,0.5009125
Rpi,0.709155,0.707785,0.70847
Nmt,0.268885,0.293065,0.280975
Uch-L5,0.54756,0.572555,0.5600575
l(1)G0255,0.81227,0.77616,0.794215
anon-84Ea,0.929455,0.816805,0.87313
wdb,0.37719,0.338485,0.3578375
jdp,0.91499,1.1046,1.009795
trsn,1.1291,1.21485,1.171975
sls,0.208615,0.32648,0.2675475
B52,1.11875,1.2024,1.160575
CG18624-RB,2.9806,2.2252,2.6029
nec,2.18345,1.9748,2.079125
Adgf-D,0.9108,1.01415,0.962475
,2.43035,4.29635,3.36335
Obp99b,0.26332,0.21092,0.23712
,1.8524,1.3877,1.62005
se,0.618375,0.559895,0.589135
Pdsw,2.9342,2.28115,2.607675
eIF3-S6,0.199045,0.268225,0.233635
Idgf2,0.471845,0.4308,0.4513225
PRL-1,0.929135,0.944665,0.9369
Pcd,1.01845,1.12443,1.07144
Uba1,0.5359235,0.0696885,0.302806
Pep,0.29942,0.301945,0.3006825
sun,3.27865,3.22245,3.25055
Ubqn,1.9115,1.5844,1.74795
nonA,0.8619,0.822775,0.8423375
,0.85584,0.9731,0.91447
,0.8696,0.839815,0.8547075
awd,1.4229,1.3556,1.38925
,1.0185,1.10014,1.05932
Tim10,1.8014,1.5437,1.67255
Cpr64Aa,0.33699,0.146885,0.2419375
,1.106735,0.65356,0.8801475
Rpn9,0.420635,0.414925,0.41778
Scsalpha,0.99224,1.00207,0.997155
Vha16-1,1.36225,2.0354,1.698825
Got1,1.9618,2.24155,2.101675
Lsp1beta,0.50446,0.764985,0.6347225
REG,0.617625,0.932045,0.774835
Arr2,0.421005,0.605115,0.51306
Manf,1.1937,1.00715,1.100425
CG12264,0.817755,0.74476,0.7812575
Nplp2,0.99014,0.98574,0.98794
CSN8,0.91556,0.69119,0.803375
shot,0.150645,0.12223,0.1364375
Sucb,0.3892,0.345735,0.3674675
capt,0.39199,0.3594,0.375695
VhaAC39-1,0.497615,0.590195,0.543905
Hsc70-4,0.252945,0.2467,0.2498225
CG8386,1.0689,0.69281,0.880855
,2.6366,2.27325,2.454925
Pros26,0.727075,0.807655,0.767365
l(1)G0230,4.35975,3.27135,3.81555
tomosyn,0.34812,0.43921,0.393665
stnA,2.0747,2.2301,2.1524
,#DIV/0!,#DIV/0!,#DIV/0!
CG2263,0.99942,1.00579,1.002605
Cyt-b5,1.391,1.36305,1.377025
coro,0.220665,0.26939,0.2450275
yellow-c,1.42085,1.29395,1.3574
l(1)G0289,1.63125,2.76205,2.19665
Pros35,0.56878,0.58495,0.576865
CAP,0.56016,0.64274,0.60145
Letm1,1.989,1.887,1.938
Pros25,0.756045,0.75983,0.7579375
Dpt,#DIV/0!,#DIV/0!,#DIV/0!
CG10639-RA,0.589135,0.628395,0.608765
,0.76863,0.716685,0.7426575
Egm,0.3658,0.392585,0.3791925
CG33672-RA,1.06555,0.9448,1.005175
BcDNA.GH02220,1.2466,1.17503,1.210815
ref(2)P,1.32065,0.92229,1.12147
GckIII,0.4716,0.330045,0.4008225
,3.80875,3.6952,3.751975
TpnC25D,3.18825,3.3257,3.256975
ATPsyn-d,2.407,1.98,2.1935
AP-2mu,0.48129,0.530495,0.5058925
,1.52515,1.28225,1.4037
Cyp1,1.088105,0.97314,1.0306225
ergic53,0.75478,0.701295,0.7280375
exba,0.30994,0.29462,0.30228
Atox1,2.0201,2.575,2.29755
fau,1.53975,1.4053,1.472525
Prosalpha7,0.68409,0.708535,0.6963125
rgn,1.53715,1.1572,1.347175
CG3961-RD;CG3961-RA,0.18454,0.254725,0.2196325
sgg,0.357475,0.494325,0.4259
Rh50,0.68817,1.668275,1.1782225
Hel25E,0.367335,0.41803,0.3926825
CG1513-RA,0.568695,0.37743,0.4730625
,0.75261,1.3476,1.050105
Rho1,0.56735,0.66355,0.61545
janA,1.16015,1.2795,1.219825
,0.369915,15.817,8.0934575
CkIIalpha,0.76319,0.866525,0.8148575
und,0.205295,0.20773,0.2065125
Phm,1.39935,1.2307,1.315025
CG34327-RA,0.42773,0.34736,0.387545
,0.238335,0.25252,0.2454275
,1.90225,1.61385,1.75805
,1.36005,0.610075,0.9850625
Hrb98DE,1.4898,1.298,1.3939
Bsg,1.5499,1.5669,1.5584
,2.17265,2.28595,2.2293
mbf1,0.616125,0.51083,0.5634775
,0.58192,0.63431,0.608115
CG9603,3.433,3.6383,3.53565
CG6950-RC,0.71994,0.659315,0.6896275
,0.837505,0.904275,0.87089
Roe1,0.842395,0.72633,0.7843625
,0.43938,0.404745,0.4220625
Rpn5,0.120765,0.12991,0.1253375
Mlc1,1.3573,1.17425,1.265775
,0.788295,0.66331,0.7258025
Nrg,0.69702,0.731445,0.7142325
,1.98635,1.7905,1.888425
nop5,0.433815,0.503025,0.46842
CG3107,0.18859,0.2838,0.236195
CG16817,0.76704,0.728715,0.7478775
Pgk,0.942945,0.961715,0.95233
ben,1.1631,1.12267,1.142885
Lsd-2,0.486795,0.48503,0.4859125
mtacp1,3.7748,2.4877,3.13125
CG6972-RA,0.307005,0.271845,0.289425
nmd,0.43833,0.40226,0.420295
CG4692,3.81815,3.26685,3.5425
VhaSFD,0.42937,0.549365,0.4893675
CG5174-RA,1.59585,1.50105,1.54845
l(2)06225,2.07175,1.5758,1.823775
Pdh,0.961805,1.041,1.0014025
tau,1.53895,1.5217,1.530325
ps,0.48634,0.52976,0.50805
,0.62031,0.176845,0.3985775
,3.09645,2.48345,2.78995
wdp,2.93885,2.0158,2.477325
TER94,0.196225,0.20254,0.1993825
CG5412,0.82609,1.34434,1.085215
fau,0.53543,0.384445,0.4599375
Spase22-23,1.2867,1.1942,1.24045
Mdh2,1.2877,1.2132,1.25045
path,0.50113,0.72203,0.61158
Rad23,0.517295,0.51147,0.5143825
Spn27A,1.76985,1.72795,1.7489
Eno,1.1062,0.963905,1.0350525
blp,2.6887,1.93425,2.311475
Lasp,0.444545,0.42667,0.4356075
,1.38275,1.5965,1.489625
,1.4686,1.4998,1.4842
Pp2B-14D,0.529655,0.588925,0.55929
scu,1.2446,1.35655,1.300575
wupA,2.88585,2.86695,2.8764
,2.1446,3.30235,2.723475
Cpr76Bd,0.402265,0.195905,0.299085
,0.7735,0.81866,0.79608
Ucrh,3.0752,2.46125,2.768225
uex,0.43522,0.60269,0.518955
Caps,0.235445,0.256475,0.24596
,1.93685,1.6412,1.789025
5PtaseI,0.37109,0.41407,0.39258
Unc-115b;Unc-115a,0.21903,0.344925,0.2819775
,0.986125,1.33695,1.1615375
trp,0.31406,0.41813,0.366095
vps24,1.133,1.42205,1.277525
betaCop,0.283665,0.305955,0.29481
,3.28215,2.8913,3.086725
Vha36-3,2.88445,2.7201,2.802275
,0.63112,0.55472,0.59292
Pros29,0.51275,0.498635,0.5056925
CG3842-RA,0.352385,0.367025,0.359705
,0.31725,0.28789,0.30257
eIF3-S10,0.24904,0.24048,0.24476
Ugt86Da,2.79955,2.8486,2.824075
,1.28395,1.2524,1.268175
,2.95295,3.03355,2.99325
lost,0.427365,0.425475,0.42642
CG2145,0.826695,0.7762,0.8014475
CaBP1,0.51265,0.43211,0.47238
Tim13,2.8609,2.03415,2.447525
Hrs,0.56482,0.507795,0.5363075
Vinc,0.175385,0.163445,0.169415
NLaz,1.057015,1.1408,1.0989075
DppIII,0.28733,0.29438,0.290855
TSG101,0.593005,0.56592,0.5794625
Ncc69,0.39459,0.51951,0.45705
yip2,1.0379,1.02738,1.03264
Fatp,0.498575,0.498845,0.49871
zip,0.160365,0.164665,0.162515
Cyp12b2,1.008765,#DIV/0!,#DIV/0!
Vha68-1,0.775545,0.83183,0.8036875
Sar1,0.807305,0.780795,0.79405
Prx3,1.2249,1.37355,1.299225
,2.10705,1.8411,1.974075
Fech,0.609455,0.542375,0.575915
cpa,0.99885,0.851865,0.9253575
bcn92,3.2182,2.31815,2.768175
,1.3521,1.1747,1.2634
gho,0.144745,0.209805,0.177275
fabp,2.81465,2.8106,2.812625
Nop60B,0.642135,0.46085,0.5514925
Fas3,1.29485,1.4225,1.358675
Hsp83,0.25281,0.250895,0.2518525
ATPsyn-b,1.2041,1.06696,1.13553
Ubc-E2H,0.778995,0.588715,0.683855
Pros45,0.4094,0.365425,0.3874125
Lmpt,0.20355,0.270385,0.2369675
AnxB10,1.6627,1.72035,1.691525
endos,0.956665,0.839995,0.89833
eIF-4a,0.29741,0.322475,0.3099425
Vps4,0.691045,0.655605,0.673325
CG33090,0.30814,0.34357,0.325855
Hsp60,0.775735,0.701085,0.73841
,2.12955,1.888,2.008775
wupA,2.28835,2.2377,2.263025
RpL17,0.310795,0.26676,0.2887775
cindr,0.512045,0.734,0.6230225
CG17737,0.67238,0.67623,0.674305
BG:DS00180.3,1.013905,1.05195,1.0329275
EfTuM,0.52458,0.47114,0.49786
CSN7,0.64482,0.98585,0.815335
e,0.21113,0.29425,0.25269
,0.804945,1.6815,1.2432225
Cand1,0.29646,0.28783,0.292145
,0.93835,0.800735,0.8695425
,0.436825,0.47473,0.4557775
AP-2alpha,0.28226,0.27691,0.279585
pAbp,0.42429,0.413745,0.4190175
Ykt6,1.35345,1.45775,1.4056
CG10217-RA,0.51777,0.608805,0.5632875
Rpn11,0.35705,0.34807,0.35256
Pp2A-29B,0.248565,0.2214,0.2349825
HIP-R;HIP,0.372025,0.399095,0.38556
caz,1.25965,1.2489,1.254275
,0.715755,0.42954,0.5726475
eIF-2gamma,0.218355,0.205755,0.212055
CG13349;Rpn13,0.54005,0.50433,0.52219
Psa,0.182885,0.216555,0.19972
,0.78176,0.61463,0.698195
,1.2259,1.53435,1.380125
Gp210,0.393005,0.450035,0.42152
Cpr100A,1.03694,1.01385,1.025395
RpS8,0.566195,0.479665,0.52293
Lamp1,1.5177,1.42015,1.468925
Rpn7,0.309675,0.310105,0.30989
Etf-QO,0.483085,0.47737,0.4802275
Ssb-c31a,1.74315,1.3132,1.528175
,1.58945,1.50235,1.5459
,1.1109,1.045265,1.0780825
,0.64951,1.074505,0.8620075
Sip1,1.000875,0.747055,0.873965
Dms,2.98185,2.2792,2.630525
,2.44825,1.6251,2.036675
Pex19,1.6787,1.43305,1.555875
Syp,0.4009,0.370465,0.3856825
CG33228-RA,3.89065,3.3381,3.614375
Jafrac1,0.97687,1.1193,1.048085
CG32017-RB,2.0635,2.4696,2.26655
CG2915-RB,0.81646,0.785355,0.8009075
Aats-ala,0.118905,0.124915,0.12191
Hsp23,0.31188,0.261875,0.2868775
CG43078-RA;CG32352,0.683995,0.59387,0.6389325
Prosbeta2,0.48276,0.47739,0.480075
,0.91008,0.73571,0.822895
endoB,0.737495,0.797865,0.76768
l(2)efl,1.3919,1.0995,1.2457
PyK,0.796945,0.829005,0.812975
colt,0.855285,0.95689,0.9060875
Ptpa,0.62609,1.01339,0.81974
ATPCL,0.197545,0.23432,0.2159325
,0.862445,0.946205,0.904325
,1.1861,1.4879,1.337
Hop,0.392345,0.302995,0.34767
CG8728-RA,0.413735,0.422915,0.418325
CG7637,1.3395,1.1937,1.2666
Kap-alpha3,0.39064,0.43762,0.41413
Cyp9f2,0.56985,0.726835,0.6483425
Spase25,0.49782,0.4678,0.48281
,0.165155,0.194875,0.180015
Sap-r,1.69775,1.4186,1.558175
Flo-2,0.89598,0.781705,0.8388425
Pbprp2,8.6963,7.48375,8.090025
PHGPx,1.63585,1.6685,1.652175
CG32068,2.47215,1.9014,2.186775
Vha68-2,0.808855,0.811325,0.81009
,0.429555,0.429025,0.42929
Prosalpha1,0.385655,0.371065,0.37836
CG4747,0.516535,0.45598,0.4862575
DhpD,0.497425,0.468695,0.48306
HspB8,2.29595,2.172,2.233975
ND75,0.231425,0.211965,0.221695
CG12262,1.18295,1.17655,1.17975
CG6259,1.22705,1.20605,1.21655
,2.8369,2.4293,2.6331
CG3192-RA,2.3334,2.1373,2.23535
sea,1.4353,1.43345,1.434375
,1.56805,1.166705,1.3673775
Acsl,0.31245,0.276905,0.2946775
pont,0.576065,0.3883,0.4821825
VhaM8.9,1.256,1.011285,1.1336425
HspB8,1.958,1.9148,1.9364
Hsc70Cb,0.171835,0.14543,0.1586325
,0.708405,0.509665,0.609035
if,0.569125,0.62148,0.5953025
Jheh2,1.6439,1.4832,1.56355
Nipsnap,2.13665,1.91495,2.0258
Nlp,2.2524,2.02495,2.138675
Past1,0.901285,0.83784,0.8695625
RpS23,0.57533,0.465725,0.5205275
,1.05,1.2622,1.1561
RpL36,0.83001,0.837345,0.8336775
,0.984795,0.94394,0.9643675
,3.81375,#DIV/0!,#DIV/0!
Thiolase,1.16265,1.21805,1.19035
,1.16681,0.98409,1.07545
CG1354,0.293775,0.30245,0.2981125
Clc,1.2564,1.2375,1.24695
,1.15175,1.0934,1.122575
,1.1696,1.16805,1.168825
,0.571655,0.428125,0.49989
,5.66905,4.2194,4.944225
,0.161545,0.271215,0.21638
,0.67473,0.82542,0.750075
CG32549-RE;CG32549-RF;CG32549-RA;CG6247,1.048665,1.06856,1.0586125
,1.35855,1.1178,1.238175
CG8154,0.27652,0.287,0.28176
,5.69515,9.9958,7.845475
CG2640,1.9255,2.3371,2.1313
,1.11505,0.751355,0.9332025
Ppox,0.245835,0.233675,0.239755
,1.2869,1.03368,1.16029
Cyp12e1,1.4458,0.10932,0.77756
Pgm,0.920995,0.931435,0.926215
,2.60535,2.86085,2.7331
Gp150,0.85177,0.931845,0.8918075
wal,2.84265,2.6824,2.762525
CG31140-RB,1.472575,0.37078,0.9216775
Mtpalpha,0.7783,0.84556,0.81193
BG:DS00180.2,0.692225,0.6926,0.6924125
CG6812-RA,#DIV/0!,1.8445,#DIV/0!
,0.572445,0.748115,0.66028
RpS2,0.411255,0.465895,0.438575
Tpi,1.4945,1.33475,1.414625
Sec61gamma;SEC61G1,0.58606,0.52616,0.55611
alt,0.32922,0.327805,0.3285125
Dhc64C,0.18093,0.243005,0.2119675
Elongin-B,2.3287,1.9707,2.1497
eIF6,0.958125,0.87793,0.9180275
Indy,#DIV/0!,1.1056,#DIV/0!
RpS17,0.42305,0.50818,0.465615
RpS24,0.453735,0.437615,0.445675
,2.308,2.4451,2.37655
,0.465535,0.66542,0.5654775
elav,0.992765,1.023965,1.008365
Cyp9b2,1.17745,0.90541,1.04143
sqh,0.88509,0.837745,0.8614175
Nc73EF,0.27872,0.38584,0.33228
Ppn,0.19248,0.366285,0.2793825
cher,0.157745,0.13646,0.1471025
Trp1,0.963845,0.831605,0.897725
Men,1.02824,1.16916,1.0987
MSBP,1.348,1.38035,1.364175
,2.0511,1.2601,1.6556
Gnpda1,0.428345,0.3978,0.4130725
l(2)tid,0.55941,0.40003,0.47972
,1.69015,1.4412,1.565675
cv-d,0.334425,0.27987,0.3071475
Acer,0.200355,0.31634,0.2583475
Gyk,0.821335,0.912925,0.86713
Ost48,0.772825,0.74297,0.7578975
,0.916,0.77794,0.84697
Ugt35b,1.77485,1.9899,1.882375
Snx1,0.806415,0.790005,0.79821
Cp1,0.216555,0.2628,0.2396775
,0.889835,0.778315,0.834075
Dip-B,0.26815,0.246075,0.2571125
sws,#DIV/0!,1.2507,#DIV/0!
CG11899,2.43945,2.52255,2.481
,2.3391,1.5168,1.92795
GstO2,1.20175,1.54735,1.37455
zetaCOP;CG5946-RB,2.4963,2.727,2.61165
,0.35201,0.911885,0.6319475
CAH1,0.38897,0.477045,0.4330075
NTPase,0.85903,0.911925,0.8854775
,2.1773,1.5811,1.8792
grsm,0.17032,0.242725,0.2065225
,1.07265,1.1296,1.101125
CG34455-RC,1.78105,1.66595,1.7235
Ef1alpha100E,0.24781,0.274405,0.2611075
,1.6423,1.7333,1.6878
,1.017685,0.8771,0.9473925
,0.273925,0.217815,0.24587
Fit1,0.43864,0.471575,0.4551075
,1.44115,1.46875,1.45495
Pdi,0.85109,0.70846,0.779775
Cpr47Ea,1.9852,1.8491,1.91715
eIF4G,0.16844,0.154555,0.1614975
,1.14415,0.622725,0.8834375
,0.993225,0.977095,0.98516
RpL26,0.81399,0.779795,0.7968925
Moe,0.839755,0.854715,0.847235
OstStt3,0.712005,0.39427,0.5531375
Gasp,0.299245,0.26992,0.2845825
CG11779-RB,1.54845,1.24545,1.39695
Set,0.588755,0.55575,0.5722525
prtp,0.42936,0.4737,0.45153
sqd,1.1864,1.2564,1.2214
Fer2LCH,4.4531,2.43735,3.445225
Inos,1.0929,1.38605,1.239475
CG17896,1.3465,1.47705,1.411775
,1.54365,1.7977,1.670675
,1.4049,0.843265,1.1240825
CG17333,1.18394,1.20725,1.195595
Crc,0.73361,0.597795,0.6657025
RpS11,0.45222,0.466985,0.4596025
Lis-1,0.40042,0.36309,0.381755
Tret1-1,1.95765,2.6116,2.284625
Pgi,0.839765,0.88328,0.8615225
dl,0.34041,0.39118,0.365795
CG9471-RA,0.849535,0.94324,0.8963875
Mal-B2,7.4578,7.2751,7.36645
GstD9,1.9025,#DIV/0!,#DIV/0!
Top2,0.182865,0.369235,0.27605
eRF1,0.435555,0.451,0.4432775
,1.2211,1.2511,1.2361
CG15093,1.33005,1.32395,1.327
Mdr65,0.441065,0.516185,0.478625
RpS20,0.382425,0.41042,0.3964225
CG9231,2.17845,1.85785,2.01815
Anp32a;Mapmodulin,0.571035,0.5546,0.5628175
,1.2716,1.141,1.2063
CG7639,0.83469,4.82902,2.831855
tws,0.359985,0.362025,0.361005
CG1440-RC,0.27046,0.31335,0.291905
,0.759305,0.675615,0.71746
Cpr97Ea,0.48601,0.44481,0.46541
CG15117-RB,0.741075,0.653595,0.697335
aralar1,2.6492,2.8102,2.7297
alpha-Cat,0.28423,0.24201,0.26312
AGBE,2.19485,2.2345,2.214675
RpS6,0.3739,0.387285,0.3805925
,0.80425,0.99134,0.897795
Crk,0.78806,0.776895,0.7824775
,0.674285,0.73606,0.7051725
,1.0141,1.0083,1.0112
,0.77614,0.91896,0.84755
Sgt,0.81261,0.73626,0.774435
26-29-p,0.4254,0.383685,0.4045425
,0.90964,0.817695,0.8636675
Spn42Dd,1.7355,1.73885,1.737175
,1.75245,2.546,2.149225
ras,0.281565,0.25144,0.2665025
iPLA2-VIA,0.310745,0.44122,0.3759825
Spn42Da,0.838325,0.77401,0.8061675
,1.7659,1.4522,1.60905
Aldh,4.8946,4.69735,4.795975
RpS4,0.4863,0.484825,0.4855625
,0.608205,0.526795,0.5675
Arc42,0.74674,0.634035,0.6903875
mod,0.5462,0.507665,0.5269325
CG11722,1.42315,1.397,1.410075
UbcD10,1.08049,0.84853,0.96451
,0.63191,0.61735,0.62463
BcDNA.GH10614,1.7162,1.5795,1.64785
Hex-C,1.2779,1.4758,1.37685
,0.518295,0.494465,0.50638
RpL22,0.565235,0.4546,0.5099175
OstDelta,0.428555,0.423265,0.42591
Prosalpha5,0.46942,0.482055,0.4757375
Dat,0.680325,0.478745,0.579535
,3.21505,3.2697,3.242375
Pdk,0.61599,0.655485,0.6357375
yps,1.11865,0.90907,1.01386
Pkc53E,0.22439,0.18219,0.20329
BcDNA.GH04962,0.40996,0.378135,0.3940475
CDase,0.46113,#DIV/0!,#DIV/0!
RpL10,0.222415,0.21783,0.2201225
GstE12,1.3287,1.3879,1.3583
Rpt1,0.15279,0.195345,0.1740675
RpL18A,0.460195,0.49539,0.4777925
,0.49588,0.4418,0.46884
nemy,0.790425,0.371245,0.580835
SpdS,0.93685,0.80957,0.87321
,0.341815,0.440675,0.391245
Cyp28a5,0.98144,1.326475,1.1539575
,1.78045,1.9256,1.853025
Dhpr,1.0336,1.06515,1.049375
ERp60,0.53005,0.50569,0.51787
eEF1delta,0.78236,0.68797,0.735165
Nep2,1.25635,0.97821,1.11728
RpS18,0.517225,0.48391,0.5005675
scrib,0.342475,0.30561,0.3240425
,0.64098,0.661715,0.6513475
Rpt4,0.34332,0.33154,0.33743
,1.022655,0.96434,0.9934975
Ef2b,0.110015,0.11332,0.1116675
RpS28b,0.53829,0.479975,0.5091325
RpS16,0.411,0.394435,0.4027175
ple,0.49285,0.351305,0.4220775
skpA,0.533145,0.523165,0.528155
EndoGI,0.57704,0.58986,0.58345
RpL34b,0.368295,0.325735,0.347015
Cyp6g1,1.2078,1.3884,1.2981
Hrb87F,1.8532,1.55825,1.705725
Cpr66Cb,0.63146,0.78592,0.70869
Eip55E,0.685295,0.661985,0.67364
RpL13,0.3828,0.40802,0.39541
Msr-110,0.686535,0.633475,0.660005
Fkbp13,1.89045,1.54325,1.71685
,0.792355,0.780155,0.786255
Cyp12a4,1.7591,#DIV/0!,#DIV/0!
Ahcy13,0.45009,0.414285,0.4321875
CG6089,0.61375,0.595645,0.6046975
Aldh-III,0.34867,0.33915,0.34391
Rpn3,0.296655,0.374525,0.33559
Tps1,0.68455,0.790975,0.7377625
CG32795,0.84095,0.61865,0.7298
Cctgamma,0.136975,0.228465,0.18272
Saf-B,0.622415,0.60598,0.6141975
,1.2424,1.49735,1.369875
Got2,2.52825,2.78275,2.6555
ade3,0.50877,0.555715,0.5322425
Aats-cys,0.293705,0.210655,0.25218
Tig,0.840665,0.73329,0.7869775
,0.40502,0.56467,0.484845
Cdc37,0.29109,0.33991,0.3155
Npc2g,0.37085,0.34975,0.3603
CG13393,0.9393,0.77971,0.859505
Ef1beta,1.0312,0.87326,0.95223
Npc2a,0.876025,1.4571,1.1665625
Gclm,1.4481,1.4779,1.463
Bacc,1.11975,0.9475,1.033625
Phk-3,#DIV/0!,#DIV/0!,#DIV/0!
CHOp24,1.479,1.41595,1.447475
Tango7,0.304625,0.30591,0.3052675
GstE1,0.17491,0.22941,0.20216
Spn43Ab,0.788785,0.844425,0.816605
Rack1,0.33654,0.33067,0.333605
Adam,0.803555,0.71226,0.7579075
Sc2,0.62616,0.73055,0.678355
Elf,0.330945,0.308845,0.319895
,0.175745,0.33163,0.2536875
RpL5,0.4044,0.387015,0.3957075
mago,0.832555,0.78022,0.8063875
CaMKI,1.1168,0.94064,1.02872
,0.970085,0.886625,0.928355
RpL4,0.35839,0.35366,0.356025
CG9675,11.13975,29.026,20.082875
RpL14,0.448065,0.43482,0.4414425
Dlc90F,0.862725,0.733775,0.79825
RpL23A,0.759185,0.689605,0.724395
TfIIS,0.40354,0.49525,0.449395
Amy-d;Amy-p,1.2973,#DIV/0!,#DIV/0!
RpL8,0.60708,0.59672,0.6019
glo,1.6537,1.5132,1.58345
Asph,1.4201,1.19844,1.30927
Cpr49Ab,1.4356,2.0131,1.72435
RpL31,0.522,0.480115,0.5010575
lig,0.506365,0.520195,0.51328
SF2,0.832865,0.860165,0.846515
CG5642,0.150895,0.184475,0.167685
,0.364975,0.387315,0.376145
Glycogenin,0.21708,0.18804,0.20256
NAT1,0.24872,0.29052,0.26962
Pgd,0.4879,0.48776,0.48783
,2.07215,1.7053,1.888725
,1.9834,1.83675,1.910075
Fer1HCH,5.0769,2.4246,3.75075
TppII,0.20134,0.170635,0.1859875
yellow-e,1.47445,1.42595,1.4502
pr,0.39,0.411655,0.4008275
,1.52775,1.88195,1.70485
SPE,0.321335,0.389935,0.355635
Obp56d,1.99455,1.57965,1.7871
RpLP2,1.2069,0.91654,1.06172
,1.34435,1.3102,1.327275
,0.148405,0.3392,0.2438025
,1.54905,1.5928,1.570925
Eip71CD,0.64356,0.46146,0.55251
Trap1,0.36847,0.50041,0.43444
Mdh1,1.55015,1.62905,1.5896
AcCoAS,0.500605,0.578775,0.53969
Glt,2.4142,2.25355,2.333875
Idgf4,0.495315,0.49179,0.4935525
R,0.861105,1.4318,1.1464525
RpL24,0.489975,0.486455,0.488215
CG18003-RC,1.1348,1.31965,1.227225
p47,1.6462,1.6229,1.63455
,0.797015,0.639095,0.718055
rdhB,0.980365,1.1597,1.0700325
,0.85331,0.771425,0.8123675
Idh,0.881165,0.848665,0.864915
alien,0.305555,0.496435,0.400995
,0.96832,1.000365,0.9843425
VGlut,0.660075,0.631925,0.646
RpL12,0.283305,0.30155,0.2924275
UGP,1.97755,1.8991,1.938325
RpS15Aa;RpS15Ab,0.342415,0.317495,0.329955
cin-RB,2.51655,2.4226,2.469575
,0.670815,0.489795,0.580305
,0.50218,0.484615,0.4933975
Nup358,0.31681,0.269765,0.2932875
RpS3A,0.396455,0.400545,0.3985
RpS14a,0.5228,0.48773,0.505265
CG3590-RA,0.71369,0.59882,0.656255
,1.1403,1.11425,1.127275
,1.6098,1.2313,1.42055
Galk,0.80569,1.08949,0.94759
Cat,0.45625,0.44051,0.44838
Adk2,1.16735,1.069455,1.1184025
Cyt-c-p,4.96955,3.9322,4.450875
EG:87B1.3,3.406,3.708,3.557
eIF-2beta,0.510775,0.473275,0.492025
Ccp84Ab;Ccp84Aa,0.51816,0.495325,0.5067425
CG3760,0.69356,0.70111,0.697335
B52,1.015115,1.12805,1.0715825
BEST:CK01296,0.984605,1.1656,1.0751025
CG2649,1.1476,1.12655,1.137075
RpS19a,0.46743,0.444045,0.4557375
,1.00756,1.033315,1.0204375
sky,0.5495,#DIV/0!,#DIV/0!
Adh,3.01015,3.1311,3.070625
CG14752-RA,1.2886,1.0008,1.1447
,0.9832,0.87692,0.93006
Sec13,0.692525,0.782825,0.737675
Ef1alpha48D,0.38463,0.32878,0.356705
,0.273865,0.23811,0.2559875
RpS27,0.456625,0.411195,0.43391
RpS25,0.9205,0.86014,0.89032
RpS21,0.491585,0.45297,0.4722775
vig2;fdy,0.463715,0.444645,0.45418
eIF2B-delta,0.36715,0.34504,0.356095
TBCB,0.32615,0.344025,0.3350875
Dp1,0.127515,0.15193,0.1397225
,1.12765,1.09095,1.1093
LM408,1.000255,1.13225,1.0662525
Nak,0.49587,1.008595,0.7522325
Tctp,0.571845,0.481145,0.526495
,0.52056,0.96192,0.74124
128up,0.22409,0.215065,0.2195775
Atg8a,1.9281,2.1059,2.017
RpLP1,0.56913,0.42692,0.498025
CG4721-RA,0.96241,0.874435,0.9184225
CG6904,0.77012,0.850275,0.8101975
eIF3-S8,0.20348,0.195685,0.1995825
Nacalpha,1.052935,0.80015,0.9265425
CG13865,1.222,1.075015,1.1485075
sta,0.737565,0.596045,0.666805
,0.81023,1.457615,1.1339225
EG:152A3.7,1.66015,1.079625,1.3698875
mRpS31,0.697425,0.581335,0.63938
Sra-1,0.257025,0.673585,0.465305
eIF3-S9,0.556845,0.498915,0.52788
,0.329785,0.31099,0.3203875
,0.376455,0.41472,0.3955875
RpL27,0.807235,0.816845,0.81204
pdgy,0.235455,0.31287,0.2741625
RpL21,0.48895,0.479455,0.4842025
RpL13A,0.322635,0.359265,0.34095
Irp-1B,0.227055,0.202655,0.214855
CG5567-RA,0.612445,1.176375,0.89441
,0.569745,0.66822,0.6189825
eIF-5A,0.580215,0.49521,0.5377125
,2.54165,2.7575,2.649575
pyd3,0.44768,0.495765,0.4717225
GstE6,5.4144,4.9195,5.16695
Inx3,0.70259,0.727345,0.7149675
sni,1.78315,1.9695,1.876325
