Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha _day_1_1, Alpha _day_1_2
Syx1A,1.3187,1.3556,1.2962,1.3399,1.6814,1.8051,1.4886,1.4986
,2.1504,1.9255,1.2032,1.4125,1.7808,1.7448,2.1378,1.9579
,0.41384,0.50471,0.45851,0.40381,0.63742,NaN,0.55991,0.34872
,0.68659,0.70792,0.92875,1.0837,0.70135,0.58775,0.82702,0.74861
NUCB1,2.2489,1.8628,2.2955,2.7658,1.6431,1.3399,1.5866,1.7373
tsr,0.59755,0.47774,0.84241,0.91347,0.57853,0.59433,0.51129,0.55922
Fas2,1.0558,1.1302,1.7122,1.4661,1.2273,1.0976,1.5381,1.5036
mt:Cyt-b,1.9787,2.1288,1.596,1.447,1.4723,1.217,2.0184,1.9028
,0.63212,0.59889,0.89081,1.0185,0.64831,0.6061,0.86845,0.80892
Aac11,0.23422,0.30392,0.59,0.43397,0.31319,0.30299,0.38059,0.28362
l(3)neo18,3.5804,3.1827,1.9576,2.0279,3.5089,2.6599,3.2568,2.9733
CG32473-RB;CG32473-RC,0.96706,0.54038,0.70937,0.69542,0.57315,0.5557,0.50905,0.49841
,0.34879,0.44423,0.42953,0.43384,0.36732,0.33534,0.40004,0.35436
metro,0.66279,0.62503,0.632,0.59684,0.69992,0.64523,0.52795,0.61436
Syt1,1.1349,1.1671,0.9746,1.0106,1.391,1.0922,1.4374,1.4247
Gs1,0.89621,0.79905,0.67216,0.73054,0.94727,0.89349,0.71704,0.75365
ltd,1.0102,1.2838,1.1589,1.1144,1.5152,1.2048,1.4083,1.301
Zasp66,5.0602,3.9758,1.8554,1.5932,5.3928,4.5579,4.0545,4.7118
CG15881-RA,1.9002,1.1122,NaN,1.7625,1.1303,1.0634,1.2633,0.93746
Prx5,2.1148,1.7858,1.1034,1.2113,2.1112,1.8325,1.8026,2.0208
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.95776,0.93414,1.1025,1.1929,0.84592,0.6822,0.87622,0.82665
Tsp96F,1.0037,0.86091,1.36,0.99356,1.2797,0.83163,1.1622,1.2111
bnb,1.5655,1.1773,1.6203,1.7501,1.5324,1.3087,1.3651,1.3016
Nup98-96,0.69889,NaN,0.79842,0.84453,0.569,NaN,0.61477,0.43663
Pfk,0.20576,0.23866,0.16187,0.17196,0.20247,0.22409,0.23381,0.2413
Mlp60A,0.31727,0.29739,0.86533,0.85385,0.26575,0.22229,0.21098,0.26702
,0.61516,0.75031,0.78994,0.66832,0.89732,0.65366,0.77504,0.77621
trol,0.14978,0.19564,0.22495,0.15564,0.23019,0.19265,0.28899,0.15277
Lac,1.1911,1.2387,1.898,1.9726,1.4386,1.303,1.1985,1.2699
,1.0576,0.9702,0.73257,0.62342,0.95934,0.86692,1.1628,1.1282
SmE,NaN,NaN,2.4313,NaN,NaN,NaN,1.2451,NaN
,0.66448,0.80529,0.5636,0.44679,1.0424,0.35178,0.7256,0.73735
Cpr62Bc,1.0627,0.96516,1.7911,2.1933,1.1822,0.80092,0.99926,1.0715
Rtnl1,1.3639,1.4347,1.7907,1.717,1.6055,1.4272,1.536,1.4066
TpnC4,3.891,3.3502,1.6035,1.6543,2.5799,2.3731,3.6475,3.4174
LSm7,1.1261,NaN,0.56923,1.5484,NaN,0.73256,1.2461,0.85298
CRMP,0.28095,0.29402,0.45359,0.45834,0.33796,0.28959,0.30501,0.3051
Act79B,0.50257,0.55641,0.44731,0.43675,0.5928,0.43571,0.59083,0.5725
HmgZ,2.9467,2.8387,2.5862,2.7851,3.0266,2.3582,2.7571,3.1008
,2.0718,2.1732,1.1867,1.507,2.1916,1.3214,1.9742,2.0113
CG5721,0.25413,0.33947,NaN,0.48843,0.28587,0.23191,0.34739,0.27742
Sirup,1.7514,1.366,1.6543,1.5539,1.8825,1.0618,1.6019,1.5934
l(1)G0156,0.84306,0.88623,0.48964,0.51626,0.79979,0.78392,0.93705,0.98547
CG5377-RA,3.4501,3.0556,1.7759,1.7627,1.9509,2.1843,3.5563,3.0905
Ca-P60A,0.28502,0.31724,0.2559,0.24758,0.31974,0.30642,0.35081,0.36747
Chmp1,2.1357,1.6683,2.1646,2.2601,1.9893,1.7447,1.8105,1.8857
Bj1,0.73514,0.66323,0.79539,0.59667,0.66837,0.58186,0.83127,0.68418
,0.53694,0.48803,1.3131,1.1863,0.42535,0.37013,0.37652,0.3758
nrv3,1.2194,1.2348,0.98611,1.0223,1.515,1.2383,1.4235,1.3769
up,3.2831,3.405,1.7187,1.7313,3.7571,2.5589,4.2211,4.4125
,1.0712,1.0751,1.5707,1.6348,1.0469,0.68615,0.87298,0.96239
His3.3A;His3,0.96903,1.0431,1.4575,1.331,1.0625,0.97852,1.1357,1.186
CG42540,1.26,1.5257,1.5991,1.5777,1.3442,NaN,1.7507,1.3986
,2.1263,2.0685,1.1926,1.1485,1.6483,1.7906,2.2185,2.1087
Jupiter,0.96447,0.73797,1.2929,1.3931,0.73581,0.65711,0.66902,0.69408
Cpr72Ec,2.5817,1.9375,3.0454,2.8279,2.1571,1.7013,1.7687,2.1218
Syt7,0.47626,0.69329,0.6105,0.78848,0.89302,0.55339,0.71899,0.77951
,0.46768,0.5269,0.4191,0.43223,0.60308,0.34234,0.43415,0.44855
,0.23045,0.22149,0.3453,0.32989,0.21251,0.17164,0.19492,0.21935
,1.0398,1.2414,1.6374,1.8839,1.0639,0.79844,1.0061,0.82597
Gbeta13F,0.41486,0.4871,0.50526,0.48456,0.63382,0.54416,0.40705,0.48738
GstS1,2.5418,2.1747,1.1314,1.1699,1.8095,1.6706,2.1341,2.2197
Uch,0.64785,0.64082,1.0802,1.0917,0.70758,0.53117,0.68301,0.71397
CG9112,1.5774,1.265,2.1205,2.0291,1.3114,1.0576,1.3005,1.2333
CG6330-RB,0.7932,0.92984,0.98256,0.86619,1.0813,0.79604,1.1578,0.91269
,1.2412,1.2545,1.7561,1.9646,0.88262,0.95228,1.0526,1.1427
l(2)34Fc,0.363,0.33343,1.1105,1.4148,0.25221,0.27082,0.24692,0.31013
l(1)G0196,NaN,0.65582,0.21924,NaN,NaN,NaN,NaN,NaN
,0.89504,0.8647,0.9746,0.93748,NaN,0.78965,0.85633,0.88712
hoe1,NaN,NaN,NaN,1.3101,1.9609,2.0954,2.3662,2.0633
fln,4.9839,4.2586,1.8836,2.0598,3.2572,2.8188,3.8239,3.7955
Aats-gly,0.22106,0.29781,0.45656,0.27262,0.48977,0.20039,0.28381,0.42639
,0.62226,0.59337,0.80233,0.76681,0.56247,0.43697,0.59248,0.58079
Scp2,1.8815,1.5805,1.3903,1.4463,1.8347,1.5212,1.5588,1.6074
Chd64,0.77774,0.71504,0.88403,0.8553,0.73882,0.64632,0.6475,0.66345
shi,0.41386,0.51968,0.446,0.45704,0.61748,0.57186,0.58624,0.56322
Sap47,3.2601,2.9434,2.0765,2.2702,3.3067,2.9654,2.6866,2.5047
inaC,0.13799,0.18297,0.16759,0.11851,0.17224,0.17218,0.15978,0.16841
sn,0.30099,0.26425,0.48206,0.37194,0.32229,0.15572,0.26893,0.25452
,1.8339,1.5791,1.0673,1.1326,1.5085,1.3868,1.5452,1.6366
Cpr49Ae,1.6217,1.8361,2.1976,2.4862,1.7222,1.9613,1.4155,1.2231
Ho,0.97825,1.1033,1.2029,1.0444,1.4607,1.0097,1.1925,1.1615
GstD3,0.77684,0.73139,1.0165,1.1836,0.81993,0.64172,0.64251,0.69047
Cpr64Ac,0.75616,0.63507,2.4449,2.6038,0.32289,0.32341,0.39626,0.40158
Actn,0.21637,0.23698,0.30275,0.30813,0.22199,0.2124,0.25378,0.27882
Rtnl1,2.1447,2.5775,1.8721,2.1034,2.4394,1.6619,2.5769,2.9278
CG17273,0.43088,0.59968,0.69545,0.60259,0.48892,0.41102,0.58663,0.47429
Cyp305a1,NaN,NaN,0.39564,0.61259,NaN,NaN,NaN,NaN
fon,0.43594,0.27384,1.2139,1.2132,0.30383,0.22107,0.34668,0.4033
,0.56993,0.48603,0.35608,0.33867,0.61552,0.45748,0.57808,0.59345
Uev1A,0.69536,0.75176,0.85867,0.79467,0.71373,0.44284,0.61224,0.69001
AnnIX;AnxB9,0.57298,0.61226,0.94777,0.88336,0.63483,0.54946,0.54695,0.54902
CG17593-RA,0.39362,0.30698,0.77033,0.7323,1.2078,0.43945,0.44987,0.45577
P5CDh1,0.43008,0.46482,0.36904,0.34828,0.45013,0.45007,0.50143,0.4896
Updo,1.0446,4.2775,1.1868,0.97948,0.19248,0.4552,0.93428,0.88948
PMCA,0.21485,0.22343,0.24033,0.22188,0.2607,0.22604,0.24081,0.23814
CG31195-RA,0.53637,0.56379,0.83357,0.7368,0.53233,0.5251,0.52322,0.55526
Cpr67B,7.5358,6.6133,2.8096,2.8467,8.4438,6.8608,6.8348,6.8849
Aats-tyr,0.1889,0.22146,0.31865,0.37257,0.20455,0.16099,0.21423,0.14275
Tina-1,0.61065,0.63589,1.2249,NaN,NaN,0.61359,0.62939,0.61558
Dic1,2.7886,4.315,2.055,2.5449,4.5776,4.2198,4.806,4.0631
synj,0.20425,0.38019,0.18298,0.16581,0.28021,0.36315,0.19635,0.17458
,1.8097,1.432,1.9836,1.9191,1.8621,1.4823,1.6885,1.6014
Cbs,0.18861,0.3092,0.64473,NaN,0.1703,0.55017,0.17327,0.199
ens,1.5057,1.275,1.9224,2.0314,1.2827,1.0479,1.135,1.1593
Tm1,2.0521,1.729,1.7028,1.7478,1.4534,1.3355,1.382,1.4268
Pbgs,0.32407,0.35666,0.98366,0.3313,0.22613,NaN,0.3701,0.43438
Cpr49Aa,3.8434,2.6562,3.4001,2.8534,3.3617,2.5172,2.7195,3.2133
fray,0.61007,0.62879,0.57607,0.54249,0.53638,0.54589,0.68818,0.62786
Snap25,1.1811,1.0338,1.0686,0.96707,1.2769,1.1961,1.2361,1.4375
,1.5714,1.1662,1.5995,1.6628,1.2466,1.0308,1.2983,1.1759
Gli,0.84224,0.93694,NaN,1.1565,0.55235,1.0813,0.74155,0.65902
ogre,0.43187,0.70534,0.55333,0.39248,0.60372,2.2965,0.75043,0.70345
Ilk,0.26634,0.34184,0.43479,0.37782,0.40668,0.33549,0.34089,0.26854
rdgC,0.29185,0.32878,0.4683,0.34318,0.39591,0.38783,0.33842,0.27627
,0.54558,0.56859,0.92205,0.85419,0.44261,0.49447,0.60748,0.56035
CG6412,0.24162,0.19544,0.40584,0.37734,0.24105,0.18602,0.24865,0.35901
Mf,5.2905,3.9536,2.2166,2.3781,3.8093,3.3617,3.6571,4.0877
Lsp1gamma,1.2166,1.2543,3.8972,3.9434,1.8811,1.6984,0.73564,0.67809
Cpr62Bb,3.6537,2.7162,2.4747,2.534,3.1411,2.8168,3.8126,2.9416
Gbeta76C,0.87699,0.86513,0.53847,0.58185,0.89582,0.83905,0.88847,0.86272
CLIP-190,1.1568,0.94208,0.69208,0.45466,0.6282,0.9291,0.89969,0.96854
Tm2,1.5163,1.3649,1.3377,1.3451,1.1859,1.0473,0.99246,1.1429
Cka,0.48155,0.478,0.60428,0.66674,0.45919,0.49101,0.47721,0.34348
Syt1,NaN,1.0256,1.0418,1.0834,NaN,0.90798,NaN,0.88607
Strn-Mlck,0.29548,0.33215,0.20644,0.15544,0.25544,0.21024,0.32291,0.33193
lark,0.27169,0.24508,0.57363,0.42928,0.31154,0.37411,0.49984,0.3096
Pros28.1,0.53637,0.44858,1.0063,0.83098,0.60135,0.47819,0.44012,0.56799
,0.61908,0.876,1.1395,1.0357,0.83516,0.64861,0.7279,0.75548
Rab11,1.4583,1.8132,2.1005,2.4979,1.7403,1.8463,1.9943,1.9893
ND23,1.1082,1.1405,0.70621,0.74199,0.80862,0.82895,1.2048,1.0988
,0.80719,0.69442,1.3977,1.4064,0.63996,0.54342,0.67008,0.66974
Ras85D,0.80895,0.8776,1.1955,1.2752,0.9195,0.87609,0.92552,0.86148
GstE2,1.0846,1.2965,0.94242,0.93264,NaN,1.127,1.1502,1.2396
veli,3.0272,2.6202,2.2262,2.1327,3.3862,2.4719,2.6113,2.8589
,2.7062,2.6229,1.3405,1.5439,2.0512,2.0861,2.2537,2.8398
nrv1,1.234,1.3083,1.0629,1.2047,1.6831,1.3808,1.4468,1.5182
ico,0.33056,0.26872,0.32511,0.34634,0.21712,0.20553,0.28374,0.21405
Snap24,1.4821,1.3126,1.6336,1.6806,1.5928,1.6354,1.4216,1.5014
CG9132,1.2596,1.112,1.1064,1.3067,1.1679,1.0681,1.2481,1.1726
Cry,2.0934,1.5086,1.4731,1.7814,1.8872,1.2094,1.4502,1.6096
RhoGDI,2.1735,1.6351,1.9985,1.8804,1.8639,1.5261,1.493,1.6701
I-2,1.2483,1.1751,1.2654,1.2837,1.2643,1.0658,1.2945,1.1775
Men-b,0.47182,0.44739,0.43558,0.43591,0.50273,0.54158,0.56611,0.5093
,1.3347,1.3596,0.74338,0.75757,1.5189,1.2944,1.3553,1.4048
Nap1,0.85362,0.8083,1.0155,1.0243,0.81661,0.59851,0.73989,0.80131
,1.7152,1.1367,3.0023,3.305,1.4145,1.1267,1.0712,1.3424
CoIV,1.4595,1.3937,0.83995,0.86193,1.443,0.9975,1.4872,1.4103
,0.7043,0.87881,1.5736,1.5519,0.74753,0.78135,0.77926,0.83482
,1.0959,0.89815,1.2435,1.0686,1.1115,0.83032,0.87815,0.82736
cype,1.2847,1.4021,0.79119,0.81963,1.4105,1.3354,1.2577,1.5904
fau,0.71705,0.59924,1.1982,1.2259,0.70232,0.59069,0.57555,0.61875
,2.8553,2.5907,1.5016,1.7002,3.1276,2.2143,2.6344,2.6442
,0.33793,0.44012,1.2709,0.67174,0.31137,0.35845,0.38425,0.40562
Vap-33-1,0.56507,0.58342,0.76599,0.70132,0.74899,0.5825,0.61248,0.5739
,0.46483,0.44397,0.71096,0.69722,0.44475,0.40271,0.40773,0.37379
beta-Spec,0.20334,0.22322,0.27508,0.27796,0.26614,0.23573,0.22993,0.2391
GstE9,NaN,NaN,0.57266,1.3474,NaN,1.3899,NaN,NaN
cry,NaN,0.80281,0.55459,0.18178,NaN,NaN,0.47733,NaN
RFeSP,1.569,1.8166,1.0284,0.89325,1.717,1.5158,1.8749,1.818
,0.77687,0.75012,1.8166,1.8903,0.39248,0.34838,0.40307,0.4989
Pka-R2,1.2763,1.2397,1.2037,1.244,1.3846,1.2889,1.1875,1.1495
dod,1.1853,1.097,1.4956,1.4641,1.0916,0.93637,1.2034,1.1351
,0.74791,0.8172,1.3246,1.8101,0.78172,0.63434,0.80307,0.71629
lap,0.69418,0.75991,0.73021,0.68182,0.68462,0.81324,0.73289,0.78172
Gapdh1,1.7905,1.2779,0.97697,1.0196,1.2187,1.2478,1.504,1.6963
,0.83039,0.82794,0.77836,0.64025,0.83148,0.85392,0.79343,0.68366
Act5C,0.30876,0.26894,0.45176,0.49464,0.40704,0.2621,0.27022,0.30624
par-1,0.42636,0.38884,0.61402,0.77236,0.3217,0.40858,0.44121,0.49631
PGRP-SD,0.87252,0.78599,0.50031,0.54673,0.96256,0.62411,1.381,1.2328
babos,1.8365,1.4479,2.3406,NaN,1.3033,1.3658,1.7328,1.7397
nrm,1.0696,1.1045,1.2213,1.522,1.0475,0.95933,1.1061,0.95044
alpha-Spec,0.22721,0.2711,0.32192,0.28604,0.26081,0.26202,0.26181,0.2555
ATPsyn-Cf6,4.6159,3.6568,2.1197,2.2402,2.8671,2.585,3.5055,3.8185
Tm1,1.7765,1.5435,2.0859,1.8779,1.5509,1.235,1.4133,1.2694
,0.50532,0.53927,0.64935,0.6619,0.5161,0.40713,0.48328,0.49173
Tep4,0.26957,0.3126,0.14159,0.15203,0.29087,0.30312,0.15857,0.25119
Sod3,0.66463,0.58079,0.8841,1.0916,0.77128,0.45703,0.56696,0.5193
Hsc70-3,1.186,0.99487,1.6419,1.7181,1.0916,0.93022,0.92881,0.93473
,1.9311,2.1979,1.8483,1.4687,2.5144,2.1542,2.6792,2.5451
Klc,0.36555,0.3483,0.49244,0.52591,0.39214,0.30174,0.33358,0.39604
Cnx99A,0.90716,0.86407,1.3136,1.1836,0.89845,0.73875,0.82292,0.91475
bor,1.2697,1.3414,1.1266,1.0551,1.328,1.2241,1.3576,1.3162
,2.1848,1.9087,1.4217,1.2645,2.5203,2.01,2.1559,2.2156
Tom70,0.34974,0.32868,0.49792,0.37492,0.25679,0.38882,0.22517,0.28061
,1.9396,0.24515,2.3473,2.442,1.9841,1.5755,0.51207,1.8776
,0.84998,0.83868,1.2165,1.2629,1.0649,0.99218,1.1459,1.1801
Argk,1.1046,1.0507,0.98014,0.9846,1.1334,1.0493,1.0479,1.1472
Tim14,2.0241,2.233,1.7675,2.1079,1.2987,NaN,1.8356,1.8606
Cpr66D,1.4506,1.1522,3.4227,3.3187,1.1298,1.119,1.1075,1.1024
betaCop,0.12805,0.32426,0.21662,0.1993,0.28765,0.14659,0.26948,0.16991
,0.59458,0.58892,1.0762,1.0106,0.55008,0.66788,0.53724,0.6157
Nrx-IV,0.26416,0.36129,0.56728,0.57243,0.37408,0.36059,0.34015,0.39539
P32,1.7944,1.6345,1.3334,1.3667,1.5751,1.6063,1.4904,1.6279
CG10083,0.80024,0.65747,1.3194,1.1907,0.6882,0.48818,0.60383,0.62862
Pka-C1,0.60464,0.62719,0.7509,0.76257,0.85421,0.61459,0.70317,0.72287
02-Sep,0.60398,0.50125,0.80999,0.68958,0.76729,0.56193,0.50955,0.62457
CG6564,0.85074,0.77135,1.3286,1.2749,0.93038,0.76449,0.91572,0.96529
,0.98003,1.1163,1.2246,1.1453,1.3418,0.87557,1.2876,1.3259
Gad1,0.52674,0.59497,0.52421,0.51464,0.71115,0.67248,0.6793,0.65647
ran;Ran,1.0122,0.84711,1.191,1.3575,0.92465,0.99024,0.83083,0.84898
CoVIb,3.224,2.6268,1.6667,1.6647,2.9049,2.144,2.7523,2.7114
Sirt2,0.50429,0.61653,NaN,NaN,0.58339,NaN,NaN,0.5608
endoA,0.49471,0.49796,0.49297,0.46401,0.61772,0.45,0.49307,0.57268
,1.9817,1.7083,2.2307,2.3186,1.6469,1.2783,1.6347,1.6857
Rab3,0.9567,0.92065,0.86951,0.82059,1.4977,1.099,0.92261,1.1657
inaD,0.27381,0.28986,0.22852,0.22118,0.32938,0.32109,0.31985,0.2688
D1,1.4735,1.4965,2.1934,2.6284,1.9765,1.4327,1.5683,1.7131
bt,0.07867,0.094497,0.12518,0.11293,0.084809,0.073897,0.086879,0.08701
Rm62,0.40161,0.42404,0.80591,0.83783,0.57552,0.457,0.466,0.49626
Cpr97Eb,1.8654,1.3678,2.927,2.9399,1.8996,1.5761,1.6595,1.6653
Pur-alpha,1.5584,1.3766,1.5036,1.5043,1.9028,1.3882,1.4572,1.5109
,1.3861,1.2461,0.85237,0.86989,1.2098,1.2856,1.4052,1.2684
ctp,0.49404,0.6775,0.83691,0.68267,0.66555,0.84109,0.7556,NaN
desat1,0.82272,0.66099,0.61432,0.579,1.6958,NaN,NaN,NaN
Syb,1.7446,1.5636,2.8664,2.0568,2.0283,1.705,2.2879,2.0564
Zw,0.30411,0.22242,0.28172,0.26477,0.20557,0.33814,0.26886,0.28177
CalpA,0.48019,0.44705,0.36278,0.60862,0.53661,0.27779,0.53029,0.66545
rl,0.61946,0.6371,0.77483,0.66824,0.53633,0.63908,0.59812,18.55
alphaCop,0.14979,0.20422,0.2867,0.23685,0.25154,0.23159,0.20646,0.16676
Idgf3,0.99508,1.0489,1.501,1.4636,1.2342,0.83672,1.2492,1.1229
Plc21C,0.31586,0.31544,0.41725,0.4347,0.37877,0.2311,0.35337,0.179
Nc73EF,0.19243,0.22553,0.1566,0.14904,0.25465,0.23106,0.26532,0.24352
Rpn12,0.32919,0.34065,0.7831,0.82762,0.33565,0.35946,0.34314,0.36383
,1.1627,1.0262,1.072,1.1501,1.3888,1.1478,1.07,1.1125
sec63,0.28355,0.31874,0.36878,0.34458,0.35492,0.23372,0.33385,0.28249
Rbp6,0.7039,0.62872,1.3404,1.159,0.63524,0.49095,0.55571,0.59956
Amph,1.5397,1.3942,1.3921,1.4626,1.3356,1.2032,1.2875,1.2548
Cys,3.2142,2.9958,2.7312,3.4312,2.7238,2.3997,2.6752,3.7009
Snx3,1.3443,1.1933,1.2607,1.2246,0.856,NaN,0.90697,0.93243
Mlc-c,1.4352,1.3438,2.1064,2.0745,1.2213,1.038,1.0619,1.0808
Ccp84Ae,0.53636,0.49238,1.5593,1.3039,0.26735,0.29343,0.28177,0.50574
rdgB,0.34018,0.26191,0.59944,0.26717,0.32849,0.26735,0.51018,0.28714
CG12173,1.0779,0.89518,1.1274,1.0729,1.2853,0.84404,1.2023,1.3189
nst,0.41468,0.50417,0.764,0.69906,0.55263,0.39004,0.56187,0.43045
lwr,0.4981,0.45267,0.76839,0.82144,0.61882,0.46505,0.54376,0.4027
CG30022;CG30023,1.6476,1.6215,1.0229,0.89258,1.3842,0.95334,1.9414,1.2383
,0.78963,0.9622,0.64221,0.61792,0.83005,0.8442,1.0505,0.92569
TwdlT,1.6813,1.4743,3.7487,3.8698,1.6465,1.4738,1.2134,1.1824
,1.0845,1.1185,2.3019,2.0114,1.4729,0.94564,1.3048,1.2327
CG6719,1.2317,0.7896,1.5993,1.3977,0.72005,0.6095,0.89117,0.66254
blw,1.0877,1.1638,0.74034,0.74223,1.1877,1.0426,1.1521,1.2928
Patj,0.65056,0.6539,0.65058,0.44655,0.62453,NaN,0.58106,0.74079
kcc,0.56863,0.65957,0.72499,0.74929,0.86217,0.47769,0.46316,0.39337
,1.1359,1.4178,1.047,1.4271,1.1282,1.1842,0.97697,1.2448
Aats-lys,0.36678,0.35354,0.57115,0.46537,0.35022,0.24471,0.33109,0.28978
,1.8226,1.3916,1.0983,1.1861,1.8073,1.543,1.7379,1.8554
,1.0979,0.91016,1.0402,1.0244,1.2925,1.1354,1.1823,1.0324
Gapdh2,1.5845,1.4432,1.0687,1.0247,1.4008,1.2206,1.3223,1.5656
,0.86059,0.65246,1.0004,0.87438,0.70033,0.60579,0.70615,0.74
Vha100-2,0.34767,0.35524,0.34477,0.34923,0.37681,0.35073,0.32116,0.34265
Tm1,5.012,4.562,1.9033,1.7811,4.9094,3.3652,4.5434,4.4287
Trxr-1,0.47219,0.49722,0.53085,0.54951,0.51617,0.43356,0.48595,0.50125
Imp,0.30033,0.33308,0.47198,0.41598,0.3438,0.31108,0.3354,0.35993
Stam,0.71222,0.73479,1.1073,0.95489,0.7241,0.66948,0.73261,0.72311
sw;Sdic1;Sdic2;Sdic3,0.49149,0.53072,0.70665,0.69006,0.66246,0.52057,0.37843,0.50261
l(1)G0334,1.8387,1.6161,0.93854,0.94766,1.8957,1.5937,1.8174,1.7555
ATPsyn-gamma,1.4756,1.4504,0.86889,0.85993,1.4755,1.3118,1.4692,1.3835
Act88F,0.71413,0.8691,0.38605,0.41463,0.68472,0.57793,0.74228,0.72658
Rpt3,0.37358,0.36835,0.92689,0.90555,0.37319,0.31107,0.36246,0.33657
SdhB,1.343,1.2749,0.80634,0.83675,1.3703,1.0298,1.5346,1.4452
Ndg,0.3736,0.30959,0.49652,0.34,0.31204,0.26375,0.36092,0.34829
Ude,1.2825,1.4723,1.5338,1.861,1.265,1.8028,1.3504,1.5179
GstD1,0.7746,0.72881,0.8412,0.84838,0.77421,0.64477,0.69769,0.75448
TM4SF,1.3047,0.73615,0.66269,0.80642,0.64863,0.72377,0.61947,0.67519
,2.4875,2.0273,2.046,2.3609,NaN,NaN,3.2334,3.3077
sesB,0.80833,1.038,0.59538,0.62799,0.94015,0.99628,1.0713,1.2085
Pka-R1,0.56834,0.51071,0.92002,0.70485,0.67641,0.53482,0.54629,0.58322
t,3.6066,3.1019,1.7956,1.7156,3.4599,2.9183,3.1104,2.8754
Mpcp,1.1251,1.2467,0.73899,0.77991,1.4271,1.379,1.3658,1.3635
Rpn1,0.1307,0.1505,0.44103,0.35523,0.21568,0.17828,0.15524,0.15414
Dhod,1.872,1.8423,2.2112,1.9994,2.0789,1.7539,1.6232,1.876
,1.8211,1.832,1.0655,1.1749,2.0255,1.4528,1.9092,1.7899
,0.75419,0.95663,0.85127,0.78412,1.2748,0.93042,1.1228,1.0255
skap,1.2249,1.373,0.78082,0.75556,1.3645,1.2002,1.3879,1.3038
stv,1.019,1.1968,1.5639,1.4401,0.9326,0.72222,1.0033,0.92951
CG1458,0.92303,1.0814,0.79749,0.79656,0.93332,0.84362,1.0218,1.0293
norpA,0.1712,0.20918,0.20643,0.182,0.25952,0.23973,0.21241,0.23543
,0.38374,0.49524,0.5954,0.58498,0.40771,0.35087,0.32556,0.39976
ND42,0.87208,0.92399,0.63034,0.61975,0.88464,0.801,0.98243,1.0421
CG11073-RA,2.2537,2.0468,2.8746,2.8527,2.3694,NaN,1.5343,2.1345
alphaTub84D;alphaTub84B,0.27557,0.30537,0.43171,0.42417,0.28847,0.26281,0.33094,0.29402
CHKov2,0.97227,0.90835,0.96032,1.0882,NaN,0.85469,0.7104,0.82612
Hsc70-1,0.54258,0.45504,0.54799,0.56696,0.60367,0.34406,0.52712,0.4651
CG10688,NaN,1.0279,1.0625,0.83689,NaN,NaN,1.1015,1.6081
14-3-3epsilon,1.0922,0.99455,1.4032,1.4797,1.1336,0.99546,0.98466,1.052
Cortactin,1.3573,1.0542,1.9105,1.7388,1.1866,1.0021,1.024,1.1976
,0.78521,0.46159,0.82767,1.1255,NaN,0.64983,0.8494,0.88539
PpD3,0.21794,0.41211,0.37206,0.22978,0.31249,0.27584,0.26742,0.18372
c11.1,0.24533,0.26476,NaN,0.12254,NaN,0.20066,NaN,0.06845
papi,0.65334,0.36524,NaN,NaN,0.34019,NaN,0.27691,NaN
,0.43361,0.47077,0.45589,0.36601,0.54151,0.70472,0.44733,0.41989
Rbcn-3B,1.4201,2.4345,0.3405,1.0968,0.21906,1.6951,1.0834,0.29769
Rpt5,0.22533,0.24842,0.6533,0.59273,0.30498,0.30279,0.24124,0.27414
hts,0.80088,0.81604,1.0599,1.0369,0.90692,0.79791,0.79354,0.75882
CG9362,0.26655,0.68509,0.48309,0.64877,NaN,0.37892,0.39369,0.52598
Vha100-1,0.33292,0.41934,0.33116,0.32903,0.49182,0.40618,0.32537,0.3843
Gdh,0.6341,0.62547,0.48994,0.51362,0.74863,0.68203,0.65457,0.71964
Synd,0.55468,0.58428,0.71646,0.60193,0.64065,0.52735,0.49873,0.5735
,1.0166,0.97517,1.8929,1.7937,1.2056,0.94795,1.0151,1.0969
nwk,0.32992,0.30529,0.30857,0.29592,0.39213,0.28645,0.43692,0.36959
Gs2,0.41382,0.4698,0.42059,0.38622,0.51647,0.45287,0.50033,0.47601
RpL38,0.63659,NaN,0.935,0.98461,0.66293,0.49178,0.62656,0.55386
Esyt2,0.57824,0.42392,0.87602,0.7291,0.51489,0.54356,0.49117,0.57862
cpx,1.6054,1.3766,1.1797,1.1558,2.4522,1.445,1.7532,1.7052
fh,1.0954,NaN,1.0551,1.8578,NaN,NaN,1.0818,NaN
Rab6,1.1541,1.2963,2.0674,2.2322,1.4735,1.2408,1.5542,1.4104
,0.73796,0.69421,0.58435,0.70127,0.53253,0.71054,0.84617,0.67759
,1.8891,1.5781,1.2006,1.1821,2.0807,1.5861,1.7377,1.6556
Dsp1,1.1268,1.5676,1.667,2.0964,1.46,0.9829,1.4082,1.2477
boss,0.7245,0.89884,0.92101,0.86208,1.0819,0.83663,1.141,0.88625
Gk,1.2998,1.4729,0.53336,0.4449,1.5202,NaN,1.708,1.6108
CG8635,0.39102,0.656,0.8668,NaN,0.49118,0.43032,0.86974,0.36713
Mlc2,3.8895,3.007,1.9459,2.0293,2.4805,2.2441,2.184,2.4256
