Gene names,Alpha A30P_day_10, Alpha A53T_day_10, Control _day_10
Prosbeta3,0.978905,0.8752075,0.92705625
,1.3489,1.363575,1.3562375
pUf68,0.47558125,0.459171875,0.467376563
cib,0.680345,0.697825,0.689085
comt,0.53488625,0.520751875,0.527819063
Flo,1.2966,1.284925,1.2907625
,2.2505125,2.28144375,2.265978125
sun,3.742125,3.8507375,3.79643125
TotC,23.624,21.479,22.5515
hoip,0.6705475,0.68618125,0.678364375
,0.626865,0.6197825,0.62332375
RpS5a;RpS5b,0.24877625,0.247196875,0.247986563
eIF5,0.4255825,0.40976625,0.417674375
cpb,0.43853,0.4390425,0.43878625
,1.315025,1.3322875,1.32365625
Sod,1.601775,1.5898625,1.59581875
,0.23996125,0.228396875,0.234179063
Oscp,2.2117,2.243925,2.2278125
atl,0.40424625,0.405784375,0.405015313
Spn77Ba,2.1728,2.19975,2.186275
14-3-3zeta,1.0585625,1.05861875,1.058590625
Prosbeta4,1.1592125,1.17924375,1.169228125
ttm50,1.16035,1.200275,1.1803125
shg,1.4177125,1.36039375,1.389053125
c550,2.98795,3.05665,3.0223
,0.33729875,0.332278125,0.334788438
CanB2,#DIV/0!,#DIV/0!,#DIV/0!
CG1970-RA,0.83645,0.8437,0.840075
CG9090-RA,1.657625,1.6373875,1.64750625
up,4.3202,4.484125,4.4021625
ninaC,0.15246,0.1476875,0.15007375
mub,0.31052875,0.322918125,0.316723438
CG11594,2.703825,2.7475375,2.72568125
Eb1,0.35383125,0.349431875,0.351631563
Pabp2,0.68055,0.695155,0.6878525
cl,0.840585,0.8486475,0.84461625
chic,0.61425125,0.614259375,0.614255313
CoVb,2.7469,2.769675,2.7582875
wupA,0.16379,0.167895,0.1658425
Pegarn,#DIV/0!,#DIV/0!,#DIV/0!
cathD,0.98775625,1.002221875,0.994989063
,1.23332,1.13233,1.182825
CG8446-RD,2.52135,2.608,2.564675
HmgD,1.5724,1.587825,1.5801125
,2.7536125,2.79626875,2.774940625
,1.25805,1.272825,1.2654375
mfas,0.8474875,0.85940625,0.853446875
ced-6,0.67662125,0.675459375,0.676040313
,2.9404375,2.97423125,2.957334375
l(3)01239,0.9313475,0.95106875,0.941208125
,0.63587625,0.649116875,0.642496563
Tep2,0.67559,0.7046575,0.69012375
eIF-4E,0.62776875,0.628260625,0.628014688
cora,0.549875,0.548605,0.54924
Hsc70-5,0.36301875,0.367133125,0.365075938
,0.93286125,0.932356875,0.932609063
,3.7027125,3.69494375,3.698828125
Pglym78,1.7915375,1.82688125,1.809209375
Act87E,0.386105,0.38324,0.3846725
,1.487225,1.5340875,1.51065625
CD98hc,1.4881125,1.47441875,1.481265625
Dap160,1.1217775,1.10805625,1.114916875
Txl,0.28197375,0.285038125,0.283505938
Rab1,0.869785,0.86887,0.8693275
,0.64537625,0.652121875,0.648749063
FK506-bp2,1.01912,1.025405,1.0222625
,1.551775,1.5300625,1.54091875
EG:25E8.1,0.40063875,0.403618125,0.402128438
Rab18,0.8287425,0.85089625,0.839819375
Vha14-1,1.2652425,1.27489375,1.270068125
,0.89305,0.8994825,0.89626625
ATPsyn-beta,3.6349875,3.69373125,3.664359375
Gdi,0.5450575,0.54001375,0.542535625
14-3-3zeta,1.09084875,1.113190625,1.102019688
Cpr49Ah,1.330275,1.3591125,1.34469375
Ugt,0.405745,0.3860175,0.39588125
Vha55,0.57927625,0.570289375,0.574782813
VAChT,0.98023625,0.955039375,0.967637813
nrv2,1.390525,1.3489625,1.36974375
opa1-like,0.7804675,0.78491875,0.782693125
Cpr73D,1.702325,1.7382125,1.72026875
Rpn6,0.23883125,0.241394375,0.240112813
SdhA,0.86550375,0.871585625,0.868544688
Nrx-1,0.45677875,0.470058125,0.463418438
,1.36795,1.350225,1.3590875
sals,0.38471,0.3812725,0.38299125
sds22,0.7080025,0.68951375,0.698758125
Fim,0.28613125,0.285654375,0.285892813
Frq1,1.9848125,1.97769375,1.981253125
fne,0.45604375,0.446400625,0.451222188
,0.6746725,0.65410875,0.664390625
Mp20,0.2398075,0.25336625,0.246586875
CG5044-RB,1.03615375,1.065778125,1.050965938
Prp19,0.4256625,0.41244125,0.419051875
,1.4253875,1.43905625,1.432221875
EG:152A3.3,0.91278625,0.941846875,0.927316563
aay,0.66193125,0.672364375,0.667147813
Dak1,0.96124125,0.958441875,0.959841563
Ssadh,0.8540175,0.83589375,0.844955625
,#DIV/0!,#DIV/0!,#DIV/0!
Sh3beta,1.0782575,1.09570625,1.086981875
Obp56a,0.68357125,0.687791875,0.685681563
porin,2.7143125,2.77604375,2.745178125
Su(var)205,1.4371125,1.44196875,1.439540625
Mtch,0.6931975,0.68114625,0.687171875
His2Av,2.0038375,2.02485625,2.014346875
su(r),0.61012375,0.552095625,0.581109688
cer,1.3352375,1.37928125,1.357259375
,1.5378375,1.53843125,1.538134375
flr,0.4157825,0.41426875,0.415025625
GstO3,2.0912375,2.10583125,2.098534375
Tcp-1zeta,0.2655575,0.26688875,0.266223125
Inx2,0.6085275,0.60850375,0.608515625
Arf79F,0.9011625,0.89803375,0.899598125
ics,#DIV/0!,#DIV/0!,#DIV/0!
,0.55864375,0.568048125,0.563345938
,2.54,2.5894,2.5647
stmA,0.51616875,0.503438125,0.509803438
rhea,0.2234375,0.23003625,0.226736875
PMCA,0.2581525,0.26374875,0.260950625
Calx,0.74245625,0.737604375,0.740030313
Mov34,0.476675,0.47801,0.4773425
didum,0.31232875,0.299290625,0.305809688
snRNP-U1-70K,1.1292875,1.17128125,1.150284375
Acon,0.44854875,0.453608125,0.451078438
Ggamma30A,3.377675,3.4166875,3.39718125
Vha36-1,2.7654875,2.76720625,2.766346875
CG42353-RA,0.79618875,0.803780625,0.799984688
,0.82781375,0.824380625,0.826097188
Arp87C,0.5830525,0.56162125,0.572336875
Vha44,0.97407125,0.960159375,0.967115313
CHIP,0.8668425,0.81403625,0.840439375
,0.95181,1.02935,0.99058
,1.24435,1.257275,1.2508125
Ddc,0.22304375,0.223183125,0.223113438
,1.4116625,1.44034375,1.426003125
,0.9142875,0.90312625,0.908706875
Tg,0.63478125,0.631051875,0.632916563
Vha26,1.283175,1.2861125,1.28464375
PIP82,0.51391,0.569325,0.5416175
tutl,1.3381875,1.32395625,1.331071875
Rab5,1.5054125,1.49959375,1.502503125
CG6455,2.2136875,2.21320625,2.213446875
deltaCOP,0.68429,0.69429,0.68929
Tango5,0.72233875,0.673933125,0.698135938
Tim9a,2.71435,2.819225,2.7667875
Gp93,0.70634375,0.712788125,0.709565938
CG4042-RA,#DIV/0!,#DIV/0!,#DIV/0!
,1.06691,1.04153,1.05422
,3.18,3.13625,3.158125
Ald,1.1620625,1.17529375,1.168678125
l(2)35Di,1.208975,1.2026125,1.20579375
GS,0.34571375,0.349875625,0.347794688
Fib,0.94303,0.959625,0.9513275
CAH2,1.2002125,1.22589375,1.213053125
l(3)mbn,1.7138,1.710775,1.7122875
GstE13,0.459605,0.4624025,0.46100375
,0.64723625,0.643469375,0.645352813
Apf,0.66138125,0.677496875,0.669439063
,0.79605625,0.794491875,0.795274063
,2.0796375,2.12438125,2.102009375
Elongin-C,0.740885,0.7420575,0.74147125
CdsA,1.00836125,0.998759375,1.003560313
ninaE,0.01912175,0.019867875,0.019494813
CG4829-RA,1.5826375,1.62578125,1.604209375
,1.3682375,1.38290625,1.375571875
,0.843245,0.84187,0.8425575
Glycogenin,0.6306175,0.64653375,0.638575625
,0.4684725,0.46999625,0.469234375
shrb,1.7223125,1.76724375,1.744778125
PebIII,1.7735,1.802,1.78775
,0.534025,0.5413875,0.53770625
Hex-A,0.50210375,0.484288125,0.493195938
Vps26,1.09338,1.04402,1.0687
,0.2270275,0.22803625,0.227531875
sel,1.0619,1.08335,1.072625
Gpdh,0.79299125,0.785289375,0.789140313
Hrb27C,0.4741225,0.48253125,0.478326875
Rheb,1.1922625,1.20381875,1.198040625
Cpr65Au,10.00375,10.0616,10.032675
,0.4430175,0.42688875,0.434953125
Nup62,1.9262,1.986975,1.9565875
Rpn2,0.15463125,0.151026875,0.152829063
Lam,1.3347375,1.34558125,1.340159375
tmod,0.88363,0.885045,0.8843375
,2.6483375,2.69843125,2.673384375
,2.1321375,2.12778125,2.129959375
Rab7,1.26129125,1.218536875,1.239914063
CG10126-RB,1.5910375,1.61843125,1.604734375
CG3436,1.768225,1.7918125,1.78001875
Ref1,1.6238125,1.61041875,1.617115625
,0.4908075,0.48461625,0.487711875
l(2)37Cc,2.525325,2.5402625,2.53279375
Ipp,0.6224175,0.59185125,0.607134375
homer,1.0754525,1.06382875,1.069640625
Prm,0.9691375,0.98158625,0.975361875
Cpr92F,1.03913,1.05685,1.04799
ppl,3.98655,4.129425,4.0579875
,0.6340875,0.63307625,0.633581875
Reg-2,0.94425125,0.948954375,0.946602813
Vps35,0.18962125,0.187291875,0.188456563
BcDNA.GH11322,2.0622875,2.02690625,2.044596875
me31B,0.30067,0.3021225,0.30139625
CG16935,0.8869025,0.89706375,0.891983125
,1.16725625,1.147691875,1.157474063
,2.2109125,2.25734375,2.234128125
,4.0121,4.20375,4.107925
Gycbeta100B,0.090747,0.120255,0.105501
Tom40,0.80881,0.7980525,0.80343125
Clic,0.49115125,0.488984375,0.490067813
,2.4291125,2.45409375,2.441603125
CG5009,0.31905125,0.309069375,0.314060313
rtp,0.59285,0.5868075,0.58982875
CG4038,1.16141,1.1523025,1.15685625
eIF-3p40,1.01876125,0.889689375,0.954225313
CG11334,0.64031375,0.646815625,0.643564688
drk,1.279,1.294875,1.2869375
Rab14,1.3290375,1.33063125,1.329834375
Mipp1,1.5797875,1.58535625,1.582571875
Clect27,0.6115025,0.61703375,0.614268125
Gl,0.3969425,0.38758625,0.392264375
sm,0.3392,0.3480475,0.34362375
SrpRbeta,0.40237375,0.400713125,0.401543438
Mo25,0.7136725,0.71742375,0.715548125
,0.9497425,0.95248375,0.951113125
Tsp42Ea,1.5914875,1.58910625,1.590296875
CG7048,0.7248725,0.73531375,0.730093125
Slh,0.3744625,0.39686875,0.385665625
LanB2,0.1500675,0.14498125,0.147524375
snf,1.570175,1.5835375,1.57685625
Mtor,0.706605,0.86378,0.7851925
l(3)03670,3.5883125,3.66199375,3.625153125
Cpr64Ad,0.67648375,0.655845625,0.666164688
,1.02092875,1.041065625,1.030997188
,#DIV/0!,#DIV/0!,#DIV/0!
,0.5814,0.5964175,0.58890875
Ptp69D,0.8172175,0.89428125,0.855749375
,0.93444625,0.918339375,0.926392813
Rbp2,0.86975125,0.864209375,0.866980313
up,1.8042875,1.80838125,1.806334375
,10.87775,10.866625,10.8721875
,3.1849375,3.28620625,3.235571875
,0.67908375,0.682750625,0.680917188
Cp190,0.4345325,0.42999375,0.432263125
,0.4467975,0.44122375,0.444010625
l(2)03709,1.557825,1.5644875,1.56115625
CG9297-RA,1.11076125,1.107484375,1.109122813
Ance,0.34576875,0.340380625,0.343074688
BcDNA.GH02384,1.6386375,1.67898125,1.658809375
Zasp66,0.8390675,0.85643125,0.847749375
04-Sep,0.5431975,0.52164625,0.532421875
,0.52772,0.52345,0.525585
,0.78958,0.79372,0.79165
,1.1861625,1.23634375,1.211253125
pain,0.59089875,0.545905625,0.568402188
Rpi,0.7081275,0.70829875,0.708213125
Nmt,0.28702,0.2839975,0.28550875
Uch-L5,0.56630625,0.563181875,0.564744063
l(1)G0255,0.7851875,0.78970125,0.787444375
anon-84Ea,0.8449675,0.85904875,0.852008125
wdb,0.34816125,0.352999375,0.350580313
jdp,1.0571975,1.03349625,1.045346875
trsn,1.1934125,1.18269375,1.188053125
sls,0.29701375,0.282280625,0.289647188
B52,1.1814875,1.17103125,1.176259375
CG18624-RB,2.41405,2.508475,2.4612625
nec,2.0269625,2.05304375,2.040003125
Adgf-D,0.9883125,0.97539375,0.981853125
,3.82985,3.5966,3.713225
Obp99b,0.22402,0.23057,0.227295
,1.503875,1.5619625,1.53291875
se,0.574515,0.581825,0.57817
Pdsw,2.4444125,2.52604375,2.485228125
eIF3-S6,0.25093,0.2422825,0.24660625
Idgf2,0.44106125,0.446191875,0.443626563
PRL-1,0.9407825,0.93884125,0.939811875
Pcd,1.097935,1.0846875,1.09131125
Uba1,0.18624725,0.244526625,0.215386938
Pep,0.30131375,0.300998125,0.301155938
sun,3.2365,3.243525,3.2400125
Ubqn,1.666175,1.7070625,1.68661875
nonA,0.83255625,0.837446875,0.835001563
,0.943785,0.9291275,0.93645625
,0.84726125,0.850984375,0.849122813
awd,1.372425,1.3808375,1.37663125
,1.07973,1.069525,1.0746275
Tim10,1.608125,1.6403375,1.62423125
Cpr64Aa,0.19441125,0.218174375,0.206292813
,0.76685375,0.823500625,0.795177188
Rpn9,0.4163525,0.41706625,0.416709375
Scsalpha,0.9996125,0.99838375,0.998998125
Vha16-1,1.8671125,1.78296875,1.825040625
Got1,2.1716125,2.13664375,2.154128125
Lsp1beta,0.69985375,0.667288125,0.683570938
REG,0.85344,0.8141375,0.83378875
Arr2,0.5590875,0.53607375,0.547580625
Manf,1.0537875,1.07710625,1.065446875
CG12264,0.76300875,0.772133125,0.767570938
Nplp2,0.98684,0.98739,0.987115
CSN8,0.7472825,0.77532875,0.761305625
shot,0.12933375,0.132885625,0.131109688
Sucb,0.35660125,0.362034375,0.359317813
capt,0.3675475,0.37162125,0.369584375
VhaAC39-1,0.56705,0.5554775,0.56126375
Hsc70-4,0.24826125,0.249041875,0.248651563
CG8386,0.7868325,0.83384375,0.810338125
,2.3640875,2.40950625,2.386796875
Pros26,0.78751,0.7774375,0.78247375
l(1)G0230,3.54345,3.6795,3.611475
tomosyn,0.4164375,0.40505125,0.410744375
stnA,2.19125,2.171825,2.1815375
,#DIV/0!,#DIV/0!,#DIV/0!
CG2263,1.0041975,1.00340125,1.003799375
Cyt-b5,1.3700375,1.37353125,1.371784375
coro,0.25720875,0.251118125,0.254163438
yellow-c,1.325675,1.3415375,1.33360625
l(1)G0289,2.47935,2.338,2.408675
Pros35,0.5809075,0.57888625,0.579896875
CAP,0.622095,0.6117725,0.61693375
Letm1,1.9125,1.92525,1.918875
Pros25,0.75888375,0.758410625,0.758647188
Dpt,#DIV/0!,#DIV/0!,#DIV/0!
CG10639-RA,0.61858,0.6136725,0.61612625
,0.72967125,0.736164375,0.732917813
Egm,0.38588875,0.382540625,0.384214688
CG33672-RA,0.9749875,0.99008125,0.982534375
BcDNA.GH02220,1.1929225,1.20186875,1.197395625
ref(2)P,1.02188,1.071675,1.0467775
GckIII,0.36543375,0.383128125,0.374280938
,3.7235875,3.73778125,3.730684375
TpnC25D,3.2913375,3.27415625,3.282746875
ATPsyn-d,2.08675,2.140125,2.1134375
AP-2mu,0.51819375,0.512043125,0.515118438
,1.342975,1.3733375,1.35815625
Cyp1,1.00188125,1.016251875,1.009066563
ergic53,0.71466625,0.721351875,0.718009063
exba,0.29845,0.300365,0.2994075
Atox1,2.436275,2.3669125,2.40159375
fau,1.4389125,1.45571875,1.447315625
Prosalpha7,0.70242375,0.699368125,0.700895938
rgn,1.2521875,1.29968125,1.275934375
CG3961-RD;CG3961-RA,0.23717875,0.228405625,0.232792188
sgg,0.4601125,0.44300625,0.451559375
Rh50,1.42324875,1.300735625,1.361992188
Hel25E,0.40535625,0.399019375,0.402187813
CG1513-RA,0.42524625,0.449154375,0.437200313
,1.1988525,1.12447875,1.161665625
Rho1,0.6395,0.627475,0.6334875
janA,1.2496625,1.23474375,1.242203125
,11.95522875,10.02434313,10.98978594
CkIIalpha,0.84069125,0.827774375,0.834232813
und,0.20712125,0.206816875,0.206969063
Phm,1.2728625,1.29394375,1.283403125
CG34327-RA,0.3674525,0.37749875,0.372475625
,0.24897375,0.247200625,0.248087188
,1.68595,1.722,1.703975
,0.79756875,0.891315625,0.844442188
Hrb98DE,1.34595,1.369925,1.3579375
Bsg,1.56265,1.560525,1.5615875
,2.257625,2.2434625,2.25054375
mbf1,0.53715375,0.550315625,0.543734688
,0.6212125,0.61466375,0.617938125
CG9603,3.586975,3.5613125,3.57414375
CG6950-RC,0.67447125,0.682049375,0.678260313
,0.8875825,0.87923625,0.883409375
Roe1,0.75534625,0.769854375,0.762600313
,0.41340375,0.417733125,0.415568438
Rpn5,0.12762375,0.126480625,0.127052188
Mlc1,1.2200125,1.24289375,1.231453125
,0.69455625,0.710179375,0.702367813
Nrg,0.72283875,0.718535625,0.720687188
,1.8394625,1.86394375,1.851703125
nop5,0.4857225,0.47707125,0.481396875
CG3107,0.2599975,0.24809625,0.254046875
CG16817,0.73829625,0.743086875,0.740691563
Pgk,0.9570225,0.95467625,0.955849375
ben,1.1327775,1.13783125,1.135304375
Lsd-2,0.48547125,0.485691875,0.485581563
mtacp1,2.809475,2.9703625,2.88991875
CG6972-RA,0.280635,0.28503,0.2828325
nmd,0.4112775,0.41578625,0.413531875
CG4692,3.404675,3.4735875,3.43913125
VhaSFD,0.51936625,0.504366875,0.511866563
CG5174-RA,1.52475,1.5366,1.530675
l(2)06225,1.6997875,1.76178125,1.730784375
Pdh,1.02120125,1.011301875,1.016251563
tau,1.5260125,1.52816875,1.527090625
ps,0.518905,0.5134775,0.51619125
,0.28771125,0.343144375,0.315427813
,2.6367,2.713325,2.6750125
wdp,2.2465625,2.36194375,2.304253125
TER94,0.20096125,0.200171875,0.200566563
CG5412,1.2147775,1.14999625,1.182386875
fau,0.42219125,0.441064375,0.431627813
Spase22-23,1.217325,1.2288875,1.22310625
Mdh2,1.231825,1.2411375,1.23648125
path,0.666805,0.6391925,0.65299875
Rad23,0.51292625,0.513654375,0.513290313
Spn27A,1.738425,1.7436625,1.74104375
Eno,0.99947875,1.017265625,1.008372188
blp,2.1228625,2.21716875,2.170015625
Lasp,0.43113875,0.433373125,0.432255938
,1.5430625,1.51634375,1.529703125
,1.492,1.4881,1.49005
Pp2B-14D,0.5741075,0.56669875,0.570403125
scu,1.3285625,1.31456875,1.321565625
wupA,2.871675,2.8740375,2.87285625
,3.0129125,2.86819375,2.940553125
Cpr76Bd,0.247495,0.27329,0.2603925
,0.80737,0.801725,0.8045475
Ucrh,2.6147375,2.69148125,2.653109375
uex,0.5608225,0.53988875,0.550355625
Caps,0.2512175,0.24858875,0.249903125
,1.7151125,1.75206875,1.733590625
5PtaseI,0.403325,0.3979525,0.40063875
Unc-115b;Unc-115a,0.31345125,0.297714375,0.305582813
,1.24924375,1.205390625,1.227317188
trp,0.3921125,0.37910375,0.385608125
vps24,1.3497875,1.31365625,1.331721875
betaCop,0.3003825,0.29759625,0.298989375
,2.9890125,3.03786875,3.013440625
Vha36-3,2.7611875,2.78173125,2.771459375
,0.57382,0.58337,0.578595
Pros29,0.50216375,0.503928125,0.503045938
CG3842-RA,0.363365,0.361535,0.36245
,0.29523,0.2989,0.297065
eIF3-S10,0.24262,0.24369,0.243155
Ugt86Da,2.8363375,2.83020625,2.833271875
,1.2602875,1.26423125,1.262259375
,3.0134,3.003325,3.0083625
lost,0.4259475,0.42618375,0.426065625
CG2145,0.78882375,0.795135625,0.791979688
CaBP1,0.452245,0.4623125,0.45727875
Tim13,2.2408375,2.34418125,2.292509375
Hrs,0.52205125,0.529179375,0.525615313
Vinc,0.16643,0.1679225,0.16717625
NLaz,1.11985375,1.109380625,1.114617188
DppIII,0.2926175,0.29173625,0.292176875
TSG101,0.57269125,0.576076875,0.574384063
Ncc69,0.48828,0.472665,0.4804725
yip2,1.03001,1.031325,1.0306675
Fatp,0.4987775,0.49874375,0.498760625
zip,0.16359,0.1630525,0.16332125
Cyp12b2,#DIV/0!,#DIV/0!,#DIV/0!
Vha68-1,0.81775875,0.810723125,0.814240938
Sar1,0.7874225,0.79073625,0.789079375
Prx3,1.3363875,1.31780625,1.327096875
,1.9075875,1.94083125,1.924209375
Fech,0.559145,0.56753,0.5633375
cpa,0.88861125,0.906984375,0.897797813
bcn92,2.5431625,2.65566875,2.599415625
,1.21905,1.241225,1.2301375
gho,0.19354,0.1854075,0.18947375
fabp,2.8116125,2.81211875,2.811865625
Nop60B,0.50617125,0.528831875,0.517501563
Fas3,1.3905875,1.37463125,1.382609375
Hsp83,0.25137375,0.251613125,0.251493438
ATPsyn-b,1.101245,1.1183875,1.10981625
Ubc-E2H,0.636285,0.66007,0.6481775
Pros45,0.37641875,0.381915625,0.379167188
Lmpt,0.25367625,0.245321875,0.249499063
AnxB10,1.7059375,1.69873125,1.702334375
endos,0.8691625,0.88374625,0.876454375
eIF-4a,0.31620875,0.313075625,0.314642188
Vps4,0.664465,0.668895,0.66668
CG33090,0.3347125,0.33028375,0.332498125
Hsp60,0.7197475,0.72907875,0.724413125
,1.9483875,1.97858125,1.963484375
wupA,2.2503625,2.25669375,2.253528125
RpL17,0.27776875,0.283273125,0.280520938
cindr,0.67851125,0.650766875,0.664639063
CG17737,0.6752675,0.67478625,0.675026875
BG:DS00180.3,1.04243875,1.037683125,1.040060938
EfTuM,0.4845,0.49118,0.48784
CSN7,0.9005925,0.85796375,0.879278125
e,0.27347,0.26308,0.268275
,1.46236125,1.352791875,1.407576563
Cand1,0.2899875,0.29106625,0.290526875
,0.83513875,0.852340625,0.843739688
,0.46525375,0.460515625,0.462884688
AP-2alpha,0.2782475,0.27891625,0.278581875
pAbp,0.41638125,0.417699375,0.417040313
Ykt6,1.431675,1.4186375,1.42515625
CG10217-RA,0.58604625,0.574666875,0.580356563
Rpn11,0.350315,0.3514375,0.35087625
Pp2A-29B,0.22819125,0.231586875,0.229889063
HIP-R;HIP,0.3923275,0.38894375,0.390635625
caz,1.2515875,1.25293125,1.252259375
,0.50109375,0.536870625,0.518982188
eIF-2gamma,0.208905,0.21048,0.2096925
CG13349;Rpn13,0.51326,0.517725,0.5154925
Psa,0.2081375,0.20392875,0.206033125
,0.6564125,0.67730375,0.666858125
,1.4572375,1.41868125,1.437959375
Gp210,0.4357775,0.42864875,0.432213125
Cpr100A,1.0196225,1.02250875,1.021065625
RpS8,0.5012975,0.51211375,0.506705625
Lamp1,1.4445375,1.45673125,1.450634375
Rpn7,0.3099975,0.30994375,0.309970625
Etf-QO,0.47879875,0.479513125,0.479155938
Ssb-c31a,1.4206875,1.47443125,1.447559375
,1.524125,1.5350125,1.52956875
,1.06167375,1.069878125,1.065775938
,0.96825625,0.915131875,0.941694063
Sip1,0.81051,0.8422375,0.82637375
Dms,2.4548625,2.54269375,2.498778125
,1.8308875,1.93378125,1.882334375
Pex19,1.4944625,1.52516875,1.509815625
Syp,0.37807375,0.381878125,0.379975938
CG33228-RA,3.4762375,3.54530625,3.510771875
Jafrac1,1.0836925,1.06588875,1.074790625
CG32017-RB,2.368075,2.3173125,2.34269375
CG2915-RB,0.79313125,0.797019375,0.795075313
Aats-ala,0.1234125,0.12266125,0.123036875
Hsp23,0.27437625,0.280626875,0.277501563
CG43078-RA;CG32352,0.61640125,0.627666875,0.622034063
Prosbeta2,0.4787325,0.47940375,0.479068125
,0.7793025,0.80109875,0.790200625
endoB,0.7827725,0.77522625,0.778999375
l(2)efl,1.1726,1.20915,1.190875
PyK,0.82099,0.8169825,0.81898625
colt,0.93148875,0.918788125,0.925138438
Ptpa,0.916565,0.8681525,0.89235875
ATPCL,0.22512625,0.220529375,0.222827813
,0.925265,0.914795,0.92003
,1.41245,1.374725,1.3935875
Hop,0.3253325,0.33650125,0.330916875
CG8728-RA,0.42062,0.4194725,0.42004625
CG7637,1.23015,1.248375,1.2392625
Kap-alpha3,0.425875,0.4200025,0.42293875
Cyp9f2,0.68758875,0.667965625,0.677777188
Spase25,0.475305,0.4790575,0.47718125
,0.187445,0.18373,0.1855875
Sap-r,1.4883875,1.52328125,1.505834375
Flo-2,0.81027375,0.824558125,0.817415938
Pbprp2,7.7868875,7.93845625,7.862671875
PHGPx,1.6603375,1.65625625,1.658296875
CG32068,2.0440875,2.11543125,2.079759375
Vha68-2,0.8107075,0.81039875,0.810553125
,0.4291575,0.42922375,0.429190625
Prosalpha1,0.3747125,0.37653625,0.375624375
CG4747,0.47111875,0.478688125,0.474903438
DhpD,0.4758775,0.47946875,0.477673125
HspB8,2.2029875,2.21848125,2.210734375
ND75,0.21683,0.2192625,0.21804625
CG12262,1.17815,1.17895,1.17855
CG6259,1.2113,1.213925,1.2126125
,2.5312,2.58215,2.556675
CG3192-RA,2.186325,2.2108375,2.19858125
sea,1.4339125,1.43414375,1.434028125
,1.26704125,1.317209375,1.292125313
Acsl,0.28579125,0.290234375,0.288012813
pont,0.43524125,0.458711875,0.446976563
VhaM8.9,1.07246375,1.103053125,1.087758438
HspB8,1.9256,1.931,1.9283
Hsc70Cb,0.15203125,0.155331875,0.153681563
,0.55935,0.5841925,0.57177125
if,0.60839125,0.601846875,0.605119063
Jheh2,1.523375,1.5434625,1.53341875
Nipsnap,1.970375,1.9980875,1.98423125
Nlp,2.0818125,2.11024375,2.096028125
Past1,0.85370125,0.861631875,0.857666563
RpS23,0.49312625,0.506826875,0.499976563
,1.20915,1.182625,1.1958875
RpL36,0.83551125,0.834594375,0.835052813
,0.95415375,0.959260625,0.956707188
,#DIV/0!,#DIV/0!,#DIV/0!
Thiolase,1.2042,1.197275,1.2007375
,1.02977,1.05261,1.04119
CG1354,0.30028125,0.299196875,0.299739063
Clc,1.242225,1.2445875,1.24340625
,1.1079875,1.11528125,1.111634375
,1.1684375,1.16863125,1.168534375
,0.4640075,0.48194875,0.472978125
,4.5818125,4.76301875,4.672415625
,0.2437975,0.23008875,0.236943125
,0.7877475,0.76891125,0.778329375
CG32549-RE;CG32549-RF;CG32549-RA;CG6247,1.06358625,1.061099375,1.062342813
,1.1779875,1.20808125,1.193034375
CG8154,0.28438,0.28307,0.283725
,8.9206375,8.38305625,8.651846875
CG2640,2.2342,2.18275,2.208475
,0.84227875,0.887740625,0.865009688
Ppox,0.236715,0.238235,0.237475
,1.096985,1.1286375,1.11281125
Cyp12e1,0.44344,0.6105,0.52697
Pgm,0.928825,0.92752,0.9281725
,2.796975,2.7650375,2.78100625
Gp150,0.91182625,0.901816875,0.906821563
wal,2.7224625,2.74249375,2.732478125
CG31140-RB,0.64622875,0.783953125,0.715090938
Mtpalpha,0.828745,0.8203375,0.82454125
BG:DS00180.2,0.69250625,0.692459375,0.692482813
CG6812-RA,#DIV/0!,#DIV/0!,#DIV/0!
,0.7041975,0.68223875,0.693218125
RpS2,0.452235,0.445405,0.44882
Tpi,1.3746875,1.39465625,1.384671875
Sec61gamma;SEC61G1,0.541135,0.5486225,0.54487875
alt,0.32815875,0.328335625,0.328247188
Dhc64C,0.22748625,0.219726875,0.223606563
Elongin-B,2.0602,2.10495,2.082575
eIF6,0.89797875,0.908003125,0.902990938
Indy,#DIV/0!,#DIV/0!,#DIV/0!
RpS17,0.4868975,0.47625625,0.481576875
RpS24,0.441645,0.44366,0.4426525
,2.410825,2.3936875,2.40225625
,0.61544875,0.590463125,0.602955938
elav,1.016165,1.012265,1.014215
Cyp9b2,0.97342,1.007425,0.9904225
sqh,0.84958125,0.855499375,0.852540313
Nc73EF,0.35906,0.34567,0.352365
Ppn,0.32283375,0.301108125,0.311970938
cher,0.14178125,0.144441875,0.143111563
Trp1,0.864665,0.881195,0.87293
Men,1.13393,1.116315,1.1251225
MSBP,1.3722625,1.36821875,1.370240625
,1.45785,1.556725,1.5072875
Gnpda1,0.40543625,0.409254375,0.407345313
l(2)tid,0.439875,0.4597975,0.44983625
,1.5034375,1.53455625,1.518996875
cv-d,0.29350875,0.300328125,0.296918438
Acer,0.28734375,0.272845625,0.280094688
Gyk,0.8900275,0.87857875,0.884303125
Ost48,0.75043375,0.754165625,0.752299688
,0.812455,0.8297125,0.82108375
Ugt35b,1.9361375,1.90925625,1.922696875
Snx1,0.7941075,0.79615875,0.795133125
Cp1,0.25123875,0.245458125,0.248348438
,0.806195,0.820135,0.813165
Dip-B,0.25159375,0.254353125,0.252973438
