Gene names,Alpha A30P_day_1_1,Alpha A30P_day_1_2,Alpha A53T_day_1_1,Alpha A53T_day_1_2,Alpha _day_1_1,Alpha _day_1_2,
Lsp1gamma,1.2166,1.2543,1.8811,1.6984,0.73564,0.67809,
Cpr62Bb,3.6537,2.7162,3.1411,2.8168,3.8126,2.9416,
Gbeta76C,0.87699,0.86513,0.89582,0.83905,0.88847,0.86272,
CLIP-190,1.1568,0.94208,0.6282,0.9291,0.89969,0.96854,
Tm2,1.5163,1.3649,1.1859,1.0473,0.99246,1.1429,
Cka,0.48155,0.478,0.45919,0.49101,0.47721,0.34348,
Syt1,NaN,1.0256,NaN,0.90798,NaN,0.88607,
Strn-Mlck,0.29548,0.33215,0.25544,0.21024,0.32291,0.33193,
lark,0.27169,0.24508,0.31154,0.37411,0.49984,0.3096,
Pros28.1,0.53637,0.44858,0.60135,0.47819,0.44012,0.56799,
,0.61908,0.876,0.83516,0.64861,0.7279,0.75548,
Rab11,1.4583,1.8132,1.7403,1.8463,1.9943,1.9893,
ND23,1.1082,1.1405,0.80862,0.82895,1.2048,1.0988,
,0.80719,0.69442,0.63996,0.54342,0.67008,0.66974,
Ras85D,0.80895,0.8776,0.9195,0.87609,0.92552,0.86148,
GstE2,1.0846,1.2965,NaN,1.127,1.1502,1.2396,
veli,3.0272,2.6202,3.3862,2.4719,2.6113,2.8589,
,2.7062,2.6229,2.0512,2.0861,2.2537,2.8398,
nrv1,1.234,1.3083,1.6831,1.3808,1.4468,1.5182,
ico,0.33056,0.26872,0.21712,0.20553,0.28374,0.21405,
Snap24,1.4821,1.3126,1.5928,1.6354,1.4216,1.5014,
CG9132,1.2596,1.112,1.1679,1.0681,1.2481,1.1726,
Cry,2.0934,1.5086,1.8872,1.2094,1.4502,1.6096,
RhoGDI,2.1735,1.6351,1.8639,1.5261,1.493,1.6701,
I-2,1.2483,1.1751,1.2643,1.0658,1.2945,1.1775,
Men-b,0.47182,0.44739,0.50273,0.54158,0.56611,0.5093,
,1.3347,1.3596,1.5189,1.2944,1.3553,1.4048,
Nap1,0.85362,0.8083,0.81661,0.59851,0.73989,0.80131,
,1.7152,1.1367,1.4145,1.1267,1.0712,1.3424,
CoIV,1.4595,1.3937,1.443,0.9975,1.4872,1.4103,
,0.7043,0.87881,0.74753,0.78135,0.77926,0.83482,
,1.0959,0.89815,1.1115,0.83032,0.87815,0.82736,
cype,1.2847,1.4021,1.4105,1.3354,1.2577,1.5904,
fau,0.71705,0.59924,0.70232,0.59069,0.57555,0.61875,
,2.8553,2.5907,3.1276,2.2143,2.6344,2.6442,
,0.33793,0.44012,0.31137,0.35845,0.38425,0.40562,
Vap-33-1,0.56507,0.58342,0.74899,0.5825,0.61248,0.5739,
,0.46483,0.44397,0.44475,0.40271,0.40773,0.37379,
beta-Spec,0.20334,0.22322,0.26614,0.23573,0.22993,0.2391,
GstE9,NaN,NaN,NaN,1.3899,NaN,NaN,
cry,NaN,0.80281,NaN,NaN,0.47733,NaN,
RFeSP,1.569,1.8166,1.717,1.5158,1.8749,1.818,
,0.77687,0.75012,0.39248,0.34838,0.40307,0.4989,
Pka-R2,1.2763,1.2397,1.3846,1.2889,1.1875,1.1495,
dod,1.1853,1.097,1.0916,0.93637,1.2034,1.1351,
,0.74791,0.8172,0.78172,0.63434,0.80307,0.71629,
lap,0.69418,0.75991,0.68462,0.81324,0.73289,0.78172,
Gapdh1,1.7905,1.2779,1.2187,1.2478,1.504,1.6963,
,0.83039,0.82794,0.83148,0.85392,0.79343,0.68366,
Act5C,0.30876,0.26894,0.40704,0.2621,0.27022,0.30624,
par-1,0.42636,0.38884,0.3217,0.40858,0.44121,0.49631,
PGRP-SD,0.87252,0.78599,0.96256,0.62411,1.381,1.2328,
babos,1.8365,1.4479,1.3033,1.3658,1.7328,1.7397,
nrm,1.0696,1.1045,1.0475,0.95933,1.1061,0.95044,
alpha-Spec,0.22721,0.2711,0.26081,0.26202,0.26181,0.2555,
ATPsyn-Cf6,4.6159,3.6568,2.8671,2.585,3.5055,3.8185,
Tm1,1.7765,1.5435,1.5509,1.235,1.4133,1.2694,
,0.50532,0.53927,0.5161,0.40713,0.48328,0.49173,
Tep4,0.26957,0.3126,0.29087,0.30312,0.15857,0.25119,
Sod3,0.66463,0.58079,0.77128,0.45703,0.56696,0.5193,
Hsc70-3,1.186,0.99487,1.0916,0.93022,0.92881,0.93473,
,1.9311,2.1979,2.5144,2.1542,2.6792,2.5451,
Klc,0.36555,0.3483,0.39214,0.30174,0.33358,0.39604,
Cnx99A,0.90716,0.86407,0.89845,0.73875,0.82292,0.91475,
bor,1.2697,1.3414,1.328,1.2241,1.3576,1.3162,
,2.1848,1.9087,2.5203,2.01,2.1559,2.2156,
Tom70,0.34974,0.32868,0.25679,0.38882,0.22517,0.28061,
,1.9396,0.24515,1.9841,1.5755,0.51207,1.8776,
,0.84998,0.83868,1.0649,0.99218,1.1459,1.1801,
Argk,1.1046,1.0507,1.1334,1.0493,1.0479,1.1472,
Tim14,2.0241,2.233,1.2987,NaN,1.8356,1.8606,
Cpr66D,1.4506,1.1522,1.1298,1.119,1.1075,1.1024,
betaCop,0.12805,0.32426,0.28765,0.14659,0.26948,0.16991,
,0.59458,0.58892,0.55008,0.66788,0.53724,0.6157,
Nrx-IV,0.26416,0.36129,0.37408,0.36059,0.34015,0.39539,
P32,1.7944,1.6345,1.5751,1.6063,1.4904,1.6279,
CG10083,0.80024,0.65747,0.6882,0.48818,0.60383,0.62862,
Pka-C1,0.60464,0.62719,0.85421,0.61459,0.70317,0.72287,
02-Sep,0.60398,0.50125,0.76729,0.56193,0.50955,0.62457,
CG6564,0.85074,0.77135,0.93038,0.76449,0.91572,0.96529,
,0.98003,1.1163,1.3418,0.87557,1.2876,1.3259,
Gad1,0.52674,0.59497,0.71115,0.67248,0.6793,0.65647,
ran;Ran,1.0122,0.84711,0.92465,0.99024,0.83083,0.84898,
CoVIb,3.224,2.6268,2.9049,2.144,2.7523,2.7114,
Sirt2,0.50429,0.61653,0.58339,NaN,NaN,0.5608,
endoA,0.49471,0.49796,0.61772,0.45,0.49307,0.57268,
,1.9817,1.7083,1.6469,1.2783,1.6347,1.6857,
Rab3,0.9567,0.92065,1.4977,1.099,0.92261,1.1657,
inaD,0.27381,0.28986,0.32938,0.32109,0.31985,0.2688,
D1,1.4735,1.4965,1.9765,1.4327,1.5683,1.7131,
bt,0.07867,0.094497,0.084809,0.073897,0.086879,0.08701,
Rm62,0.40161,0.42404,0.57552,0.457,0.466,0.49626,
Cpr97Eb,1.8654,1.3678,1.8996,1.5761,1.6595,1.6653,
Pur-alpha,1.5584,1.3766,1.9028,1.3882,1.4572,1.5109,
,1.3861,1.2461,1.2098,1.2856,1.4052,1.2684,
ctp,0.49404,0.6775,0.66555,0.84109,0.7556,NaN,
desat1,0.82272,0.66099,1.6958,NaN,NaN,NaN,
Syb,1.7446,1.5636,2.0283,1.705,2.2879,2.0564,
Zw,0.30411,0.22242,0.20557,0.33814,0.26886,0.28177,
CalpA,0.48019,0.44705,0.53661,0.27779,0.53029,0.66545,
rl,0.61946,0.6371,0.53633,0.63908,0.59812,18.55,
alphaCop,0.14979,0.20422,0.25154,0.23159,0.20646,0.16676,
Idgf3,0.99508,1.0489,1.2342,0.83672,1.2492,1.1229,
Plc21C,0.31586,0.31544,0.37877,0.2311,0.35337,0.179,
Nc73EF,0.19243,0.22553,0.25465,0.23106,0.26532,0.24352,
Rpn12,0.32919,0.34065,0.33565,0.35946,0.34314,0.36383,
,1.1627,1.0262,1.3888,1.1478,1.07,1.1125,
sec63,0.28355,0.31874,0.35492,0.23372,0.33385,0.28249,
Rbp6,0.7039,0.62872,0.63524,0.49095,0.55571,0.59956,
Amph,1.5397,1.3942,1.3356,1.2032,1.2875,1.2548,
Cys,3.2142,2.9958,2.7238,2.3997,2.6752,3.7009,
Snx3,1.3443,1.1933,0.856,NaN,0.90697,0.93243,
Mlc-c,1.4352,1.3438,1.2213,1.038,1.0619,1.0808,
Ccp84Ae,0.53636,0.49238,0.26735,0.29343,0.28177,0.50574,
rdgB,0.34018,0.26191,0.32849,0.26735,0.51018,0.28714,
CG12173,1.0779,0.89518,1.2853,0.84404,1.2023,1.3189,
nst,0.41468,0.50417,0.55263,0.39004,0.56187,0.43045,
lwr,0.4981,0.45267,0.61882,0.46505,0.54376,0.4027,
CG30022;CG30023,1.6476,1.6215,1.3842,0.95334,1.9414,1.2383,
,0.78963,0.9622,0.83005,0.8442,1.0505,0.92569,
TwdlT,1.6813,1.4743,1.6465,1.4738,1.2134,1.1824,
,1.0845,1.1185,1.4729,0.94564,1.3048,1.2327,
CG6719,1.2317,0.7896,0.72005,0.6095,0.89117,0.66254,
blw,1.0877,1.1638,1.1877,1.0426,1.1521,1.2928,
Patj,0.65056,0.6539,0.62453,NaN,0.58106,0.74079,
kcc,0.56863,0.65957,0.86217,0.47769,0.46316,0.39337,
,1.1359,1.4178,1.1282,1.1842,0.97697,1.2448,
Aats-lys,0.36678,0.35354,0.35022,0.24471,0.33109,0.28978,
,1.8226,1.3916,1.8073,1.543,1.7379,1.8554,
,1.0979,0.91016,1.2925,1.1354,1.1823,1.0324,
Gapdh2,1.5845,1.4432,1.4008,1.2206,1.3223,1.5656,
,0.86059,0.65246,0.70033,0.60579,0.70615,0.74,
Vha100-2,0.34767,0.35524,0.37681,0.35073,0.32116,0.34265,
Tm1,5.012,4.562,4.9094,3.3652,4.5434,4.4287,
Trxr-1,0.47219,0.49722,0.51617,0.43356,0.48595,0.50125,
Imp,0.30033,0.33308,0.3438,0.31108,0.3354,0.35993,
Stam,0.71222,0.73479,0.7241,0.66948,0.73261,0.72311,
sw;Sdic1;Sdic2;Sdic3,0.49149,0.53072,0.66246,0.52057,0.37843,0.50261,
l(1)G0334,1.8387,1.6161,1.8957,1.5937,1.8174,1.7555,
ATPsyn-gamma,1.4756,1.4504,1.4755,1.3118,1.4692,1.3835,
Act88F,0.71413,0.8691,0.68472,0.57793,0.74228,0.72658,
Rpt3,0.37358,0.36835,0.37319,0.31107,0.36246,0.33657,
SdhB,1.343,1.2749,1.3703,1.0298,1.5346,1.4452,
Ndg,0.3736,0.30959,0.31204,0.26375,0.36092,0.34829,
Ude,1.2825,1.4723,1.265,1.8028,1.3504,1.5179,
GstD1,0.7746,0.72881,0.77421,0.64477,0.69769,0.75448,
TM4SF,1.3047,0.73615,0.64863,0.72377,0.61947,0.67519,
,2.4875,2.0273,NaN,NaN,3.2334,3.3077,
sesB,0.80833,1.038,0.94015,0.99628,1.0713,1.2085,
Pka-R1,0.56834,0.51071,0.67641,0.53482,0.54629,0.58322,
t,3.6066,3.1019,3.4599,2.9183,3.1104,2.8754,
Mpcp,1.1251,1.2467,1.4271,1.379,1.3658,1.3635,
Rpn1,0.1307,0.1505,0.21568,0.17828,0.15524,0.15414,
Dhod,1.872,1.8423,2.0789,1.7539,1.6232,1.876,
,1.8211,1.832,2.0255,1.4528,1.9092,1.7899,
,0.75419,0.95663,1.2748,0.93042,1.1228,1.0255,
skap,1.2249,1.373,1.3645,1.2002,1.3879,1.3038,
stv,1.019,1.1968,0.9326,0.72222,1.0033,0.92951,
CG1458,0.92303,1.0814,0.93332,0.84362,1.0218,1.0293,
norpA,0.1712,0.20918,0.25952,0.23973,0.21241,0.23543,
,0.38374,0.49524,0.40771,0.35087,0.32556,0.39976,
ND42,0.87208,0.92399,0.88464,0.801,0.98243,1.0421,
CG11073-RA,2.2537,2.0468,2.3694,NaN,1.5343,2.1345,
alphaTub84D;alphaTub84B,0.27557,0.30537,0.28847,0.26281,0.33094,0.29402,
CHKov2,0.97227,0.90835,NaN,0.85469,0.7104,0.82612,
Hsc70-1,0.54258,0.45504,0.60367,0.34406,0.52712,0.4651,
CG10688,NaN,1.0279,NaN,NaN,1.1015,1.6081,
14-3-3epsilon,1.0922,0.99455,1.1336,0.99546,0.98466,1.052,
Cortactin,1.3573,1.0542,1.1866,1.0021,1.024,1.1976,
,0.78521,0.46159,NaN,0.64983,0.8494,0.88539,
PpD3,0.21794,0.41211,0.31249,0.27584,0.26742,0.18372,
c11.1,0.24533,0.26476,NaN,0.20066,NaN,0.06845,
papi,0.65334,0.36524,0.34019,NaN,0.27691,NaN,
,0.43361,0.47077,0.54151,0.70472,0.44733,0.41989,
Rbcn-3B,1.4201,2.4345,0.21906,1.6951,1.0834,0.29769,
Rpt5,0.22533,0.24842,0.30498,0.30279,0.24124,0.27414,
hts,0.80088,0.81604,0.90692,0.79791,0.79354,0.75882,
CG9362,0.26655,0.68509,NaN,0.37892,0.39369,0.52598,
Vha100-1,0.33292,0.41934,0.49182,0.40618,0.32537,0.3843,
Gdh,0.6341,0.62547,0.74863,0.68203,0.65457,0.71964,
Synd,0.55468,0.58428,0.64065,0.52735,0.49873,0.5735,
,1.0166,0.97517,1.2056,0.94795,1.0151,1.0969,
nwk,0.32992,0.30529,0.39213,0.28645,0.43692,0.36959,
Gs2,0.41382,0.4698,0.51647,0.45287,0.50033,0.47601,
RpL38,0.63659,NaN,0.66293,0.49178,0.62656,0.55386,
Esyt2,0.57824,0.42392,0.51489,0.54356,0.49117,0.57862,
cpx,1.6054,1.3766,2.4522,1.445,1.7532,1.7052,
fh,1.0954,NaN,NaN,NaN,1.0818,NaN,
Rab6,1.1541,1.2963,1.4735,1.2408,1.5542,1.4104,
,0.73796,0.69421,0.53253,0.71054,0.84617,0.67759,
,1.8891,1.5781,2.0807,1.5861,1.7377,1.6556,
Dsp1,1.1268,1.5676,1.46,0.9829,1.4082,1.2477,
boss,0.7245,0.89884,1.0819,0.83663,1.141,0.88625,
Gk,1.2998,1.4729,1.5202,NaN,1.708,1.6108,
CG8635,0.39102,0.656,0.49118,0.43032,0.86974,0.36713,
Mlc2,3.8895,3.007,2.4805,2.2441,2.184,2.4256,
kdn,1.1649,1.2832,1.2483,1.1868,1.2886,1.3548,
nahoda,0.82057,0.7463,0.68029,0.46759,0.79551,0.7175,
Caf1,0.5186,0.46355,0.68755,0.58086,0.57436,0.48362,
Pros26.4,0.30823,0.35743,0.25465,0.2392,0.32591,0.29749,
Rac2,0.57588,0.60259,0.64592,NaN,0.56602,0.59222,
,0.26785,0.26893,0.18909,0.26267,0.25863,0.27866,
santa-maria,0.91111,0.8888,1.0592,0.82144,1.0206,0.92818,
SdhC,2.8301,2.5024,2.4966,2.0131,3.2976,2.9405,
,1.1735,1.0804,1.1628,0.99495,1.1654,1.2555,
GstT1,0.82638,0.88867,1.1062,0.89181,0.88732,0.86712,
,0.28157,0.20766,0.22636,0.31107,0.22875,0.28362,
,0.27233,0.21351,0.17326,0.35616,0.18859,0.19945,
Dmn,1.4676,1.1677,1.2239,1.2211,1.1723,1.2274,
CG5028-RC,1.38,1.4434,1.2315,1.1979,1.3603,1.4231,
Rab2,1.156,1.3212,1.8543,1.1983,1.7166,1.3766,
Drp1,0.19671,0.19864,0.29175,0.43738,0.22021,0.23782,
Cam,2.6229,1.9354,2.3398,1.9082,1.8335,2.2187,
,0.71003,0.7948,0.77933,0.75619,0.82261,0.8843,
,0.41324,NaN,NaN,NaN,NaN,NaN,
,3.4345,3.1119,3.2579,3.1724,3.3386,3.893,
Cbp53E,1.4619,1.2965,1.3823,1.3172,1.3581,1.252,
Nop56,0.50192,0.45129,13.034,1.3135,0.52024,0.59985,
,2.8918,2.4012,2.4714,1.7914,2.5418,2.0152,
Rac1,0.56521,0.86377,NaN,0.98664,0.62991,0.58642,
ninaA,0.37447,0.79334,NaN,0.59896,NaN,0.93191,
Df31,0.59789,0.46867,0.54783,0.37508,0.40036,0.35646,
,1.351,1.5472,1.2765,1.2165,1.5637,1.4016,
,1.6565,1.7105,1.8849,1.5732,1.6747,1.6041,
TFAM,2.34,2.2567,2.1356,1.5784,2.1313,2.4748,
La,1.9716,1.4643,1.7362,1.2251,1.5275,1.4758,
Wbp2,2.4257,1.9993,2.4641,1.7053,2.6132,2.2182,
Ote,1.5862,1.5203,1.9066,1.4996,1.5325,1.6085,
Syx13,NaN,0.92923,NaN,0.85989,0.85108,0.88596,
Vha13,3.1067,2.5708,2.8497,2.192,2.7537,2.9351,
Adk1,1.2152,1.3165,1.5286,1.2592,1.4668,1.3986,
,0.94933,0.81604,1.0777,0.79968,0.72677,0.87156,
,1.5146,1.5516,1.2906,1.2283,1.4856,1.1367,
Karybeta3,0.083216,0.12112,0.15731,0.15901,0.13667,0.11751,
Rala,0.65634,0.72053,0.69976,0.65606,0.5474,0.72388,
,0.89337,0.91456,1.1017,0.88215,0.91511,0.95534,
dlg1,0.71977,0.76707,0.87518,0.5881,0.74923,0.7719,
DNaseII,0.97608,0.5089,0.54777,0.58779,0.61473,0.57742,
,2.0952,1.8211,2.0089,2.067,1.9667,1.874,
Trx-2,1.0512,1.0408,0.79865,0.70839,0.71175,1.06,
koi,1.3134,1.3152,1.3589,1.182,1.4302,1.2713,
,0.60177,0.75691,0.55186,0.7122,0.61904,0.60945,
Sod2,1.2333,1.0761,1.2769,1.0757,1.2369,1.2345,
vib,0.66254,0.64314,0.80185,0.70954,0.67942,0.68377,
Cont,0.6527,0.68289,0.70297,0.65062,0.61973,0.5988,
baf,1.3572,1.1402,1.4314,1.0279,1.1205,1.0825,
,1.8602,1.9146,1.9968,1.6667,2.3272,2.4955,
Spn88Ea,0.35043,0.4944,0.55803,0.33079,0.53315,0.47431,
Ace,0.77311,1.0724,1.2631,0.99654,1.157,1.0767,
CG6045-RA,0.36922,0.41789,0.33421,0.40098,0.36633,0.35487,
Tsf2,0.63176,0.74767,0.61204,0.63786,0.64453,0.68841,
,0.85921,0.84846,1.0231,0.9218,0.95721,0.94623,
Prosbeta3,0.32912,0.38432,1.1863,NaN,NaN,0.39154,
,1.6093,1.2646,1.1619,1.4772,1.5471,1.6556,
pUf68,0.37909,0.37516,0.5385,0.4783,0.45216,0.45853,
cib,0.87588,0.69457,0.71467,0.5761,0.59149,0.62481,
comt,0.44216,0.458,0.57717,0.54914,0.55413,0.54313,
Flo,1.2612,1.1919,1.4223,1.2176,1.2956,1.3746,
,2.5677,2.3045,2.2782,2.0991,2.0849,2.465,
sun,5.0916,3.696,3.8568,3.193,4.0867,4.1526,
TotC,10.754,NaN,NaN,27.914,24.46,10.681,
hoip,0.81239,0.71631,0.71293,0.56563,0.68205,0.63798,
,0.61323,0.55551,0.65173,0.63033,0.59484,0.43444,
RpS5a;RpS5b,0.21205,0.26655,0.26437,0.2395,0.28586,0.20935,
eIF5,0.31981,0.34156,0.57178,0.34265,0.36505,0.47086,
cpb,0.40629,0.47692,0.45189,0.42312,0.37865,0.39717,
,1.6893,1.1479,1.2805,NaN,1.3275,1.6286,
Sod,1.5259,1.5347,1.8237,1.4275,1.4962,1.6899,
,0.16451,0.17664,0.32107,0.20511,0.2499,0.23817,
Oscp,2.4522,2.3579,2.2746,2.0199,2.1228,2.3351,
atl,0.40626,0.42069,0.41822,0.38412,0.42411,0.4351,
Spn77Ba,2.4685,2.2005,2.5155,1.7223,2.2257,2.0507,
14-3-3zeta,1.116,1.0018,1.0951,1.0218,1.0791,1.1438,
Prosbeta4,1.2805,1.2783,1.0795,1.1588,1.0993,1.0274,
ttm50,1.4829,1.3169,1.1005,1.0605,1.1271,1.2884,
shg,1.0993,1.0483,1.282,1.7827,1.1637,1.0664,
c550,3.8477,2.9526,3.1403,2.5608,3.6754,3.3381,
,0.21737,0.39698,0.34734,NaN,0.2931,0.40178,
CanB2,NaN,NaN,1.2176,1.3981,1.0435,1.1013,
CG1970-RA,0.85446,0.90544,0.91916,0.72474,1.0351,0.93443,
CG9090-RA,1.4177,1.6547,1.7825,1.6137,1.7382,1.8764,
up,5.0377,5.5698,3.8443,4.1404,3.6697,4.0888,
ninaC,0.11193,0.13572,0.18791,0.1361,0.15404,0.1508,
mub,0.46437,0.30536,0.29485,0.27665,0.68014,0.63749,
CG11594,3.7604,2.1718,2.6164,NaN,1.8998,NaN,
Eb1,0.32449,0.33038,0.3904,0.33486,0.32916,0.31565,
Pabp2,0.80241,0.73395,0.59387,0.70881,0.77962,0.7323,
cl,0.95028,0.82764,0.87367,0.77525,0.82429,0.87926,
chic,0.66269,0.56591,0.73281,0.49566,0.43128,0.68281,
CoVb,3.0656,2.7015,3.1625,2.2402,2.5538,2.3739,
wupA,0.19462,0.18222,0.14676,0.1644,0.11196,0.14341,
Pegarn,1.6608,0.97945,NaN,NaN,1.0433,0.85523,
cathD,1.1419,1.0072,1.108,0.80965,0.94079,0.92,
,0.59629,0.65847,1.4353,NaN,NaN,NaN,
CG8446-RD,3.6037,2.4788,2.0165,2.6796,2.4161,2.4687,
HmgD,1.7905,1.5394,1.503,1.5801,1.6737,1.3464,
,2.8369,3.1822,2.8341,2.5025,2.6424,2.4608,
,1.2696,1.4238,1.1704,1.2866,1.4968,1.4723,
mfas,0.8956,0.9424,0.94347,0.70383,0.87693,0.57809,
ced-6,0.61542,0.72388,0.64241,0.71548,0.58052,0.60744,
,3.5216,2.7648,3.2883,2.4574,2.9969,2.9588,
l(3)01239,1.1278,0.97155,1.0194,0.76441,0.97123,0.96273,
,0.63226,0.79838,0.65351,0.56528,0.79534,0.76801,
Tep2,0.88692,0.81307,0.62839,0.60652,0.97764,1.0661,
eIF-4E,0.66118,0.60026,0.71309,0.54048,0.55096,0.56238,
cora,0.52677,0.55774,0.57869,0.52614,0.54223,0.52394,
Hsc70-5,0.41076,0.36465,0.36589,0.34369,0.38066,0.37159,
,0.91262,0.94705,0.90348,0.96426,1.0788,1.0431,
,4.2859,3.0263,3.8742,3.5623,3.1312,3.6328,
Pglym78,2.2294,1.7778,1.9376,1.5041,2.0202,2.0813,
Act87E,0.36766,0.37017,0.38792,0.39575,0.36584,0.36719,
,1.9683,1.5685,1.3935,NaN,1.7759,1.5861,
CD98hc,1.4043,1.4076,1.7227,1.3083,1.4352,1.4255,
Dap160,1.0299,1.049,1.2991,0.99934,1.1092,1.1249,
Txl,0.31101,0.28971,0.30558,0.24611,0.27028,0.2119,
Rab1,0.79187,0.93672,0.94804,0.79519,0.84042,0.85696,
,0.76749,0.60421,0.71765,0.54612,0.58985,0.64133,
FK506-bp2,1.1267,0.98696,1.0093,1.0038,0.90295,0.98019,
,1.2056,1.6374,1.6214,1.569,NaN,1.2694,
EG:25E8.1,0.41372,0.42331,0.39255,0.39681,0.40012,0.37261,
Rab18,0.79733,1.126,0.92016,0.64871,0.79499,0.85952,
Vha14-1,1.4487,1.1976,1.5147,0.97718,1.2842,1.4372,
,1.0033,0.85999,0.93912,0.82125,0.93437,0.59947,
ATPsyn-beta,4.4479,3.527,3.6688,3.3662,3.4068,3.5063,
Gdi,0.50021,0.52938,0.60074,0.50955,0.48585,0.51391,
14-3-3zeta,1.2368,1.213,1.097,0.99533,1.1141,1.1344,
Cpr49Ah,1.6417,1.3649,1.2859,1.2593,1.3043,1.3168,
Ugt,0.29667,0.27809,0.41758,0.47282,0.39366,0.32259,
Vha55,0.52925,0.52146,0.66198,0.53252,0.53262,0.52105,
VAChT,0.70691,0.9512,1.1271,0.93416,0.94552,1.0067,
nrv2,1.0642,1.2181,1.7012,1.2461,1.5816,1.4146,
opa1-like,0.80404,0.81031,0.8325,0.71063,0.87747,0.84858,
Cpr73D,2.1254,1.7099,1.5641,1.697,1.6681,1.7033,
Rpn6,0.25988,0.24854,0.25952,0.20789,0.27674,0.24485,
SdhA,0.93689,0.8671,0.88684,0.81984,1.0387,0.99714,
Nrx-1,0.70934,0.36357,NaN,0.43022,0.59563,1.0848,
,1.263,1.2602,NaN,1.4034,1.7976,2.172,
sals,0.34635,0.38182,0.42539,0.35778,0.35788,0.39576,
sds22,0.55871,0.63543,0.80917,0.68079,0.40386,0.62504,
Fim,0.28258,0.28396,0.26258,0.31159,0.27738,0.26961,
Frq1,1.9804,1.9038,2.3746,1.6235,1.9311,2.0022,
fne,0.40477,0.3916,0.43788,0.51278,0.30751,0.5007,
,0.63328,0.4693,0.50051,0.93109,0.44725,0.42323,
Mp20,0.35633,0.28599,0.23876,0.18662,0.1954,0.21726,
CG5044-RB,1.267,1.1608,1.01,0.94381,1.0694,1.1573,
Prp19,0.34474,0.34793,0.40237,0.50184,0.36204,0.40941,
,1.5816,1.4332,1.3848,1.4113,1.2515,1.2331,
EG:152A3.3,1.1155,1.0588,0.9448,0.76453,0.89101,1.4126,
aay,0.777,0.67206,0.7023,0.57983,0.88975,0.92019,
Dak1,0.93712,0.95177,1.077,0.85668,1.021,0.90022,
Ssadh,0.72858,0.76197,0.98067,0.79986,0.86452,0.8378,
,0.52592,0.91585,NaN,NaN,0.7881,1.0077,
Sh3beta,1.2085,1.1574,1.1458,0.94092,0.98667,1.0547,
Obp56a,0.68114,0.73665,0.76786,0.5824,0.65624,0.86411,
porin,3.3826,2.7868,2.7619,2.4198,2.702,2.6459,
Su(var)205,1.6192,1.3133,1.5922,1.2626,1.3328,1.2703,
Mtch,0.59937,0.64241,0.746,0.6886,0.73583,0.80155,
His2Av,2.3531,1.9068,2.1221,1.8015,1.9918,2.5402,
su(r),0.25135,0.27256,0.49145,0.96091,0.25175,0.51724,
cer,1.576,1.623,1.4899,1.0044,1.2289,1.6898,
,1.6158,1.467,1.5436,1.5297,1.5549,1.693,
flr,0.40338,0.41002,0.39655,0.44107,0.39299,0.38439,
GstO3,1.8895,2.4681,2.0726,2.0515,2.1919,2.1504,
Tcp-1zeta,0.2621,0.28499,0.29449,0.2313,0.27699,0.26395,
Inx2,0.59347,0.6233,0.60417,0.61298,0.68154,0.63262,
Arf79F,0.71308,1.0517,1.0275,0.78734,0.92095,0.84639,
ics,NaN,NaN,NaN,NaN,NaN,NaN,
,0.62459,0.60555,0.43912,0.64055,0.57227,0.5926,
,3.1514,2.5214,2.6092,2.2732,2.6786,2.4746,
stmA,0.65507,0.2245,0.54163,NaN,0.31943,NaN,
rhea,0.25737,0.26869,0.2485,0.17198,0.15018,0.083719,
PMCA,0.27228,0.31118,0.29254,0.20138,0.3947,NaN,
Calx,0.58991,0.83678,0.77049,0.73383,0.60081,0.56831,
Mov34,0.43966,0.52971,0.47711,0.4709,0.52258,0.45384,
didum,0.25211,0.21609,0.39582,0.28099,0.68077,0.28171,
snRNP-U1-70K,1.458,1.3045,1.0874,1.0032,1.321,1.3126,
Acon,0.4843,0.47351,0.44348,0.43338,0.56018,0.59013,
Ggamma30A,3.8538,3.3697,3.5424,3.0569,2.9596,2.91,
Vha36-1,2.9025,2.6491,3.1378,2.3863,2.4995,2.3247,
CG42353-RA,0.7486,0.93488,0.66456,0.89745,0.79689,0.70842,
,0.8232,0.79123,0.94522,0.72414,0.68765,0.73897,
Arp87C,0.4102,0.49873,0.52395,0.72788,0.56644,0.52487,
Vha44,0.80006,0.98114,1.051,0.95279,1.0497,1.0208,
CHIP,0.43064,0.66937,0.65441,1.2905,0.74305,0.35015,
,1.3354,1.4987,NaN,0.79673,1.1007,1.1989,
,1.398,1.2458,1.3407,1.0963,1.1894,1.2286,
Ddc,0.15107,0.29669,0.24539,0.20014,0.42425,0.19328,
,1.6126,1.5549,NaN,1.3543,1.1085,1.3386,
,0.87784,0.8168,0.98159,0.89163,0.90261,0.83369,
Tg,0.61257,0.61224,0.68579,0.59869,0.70075,0.72524,
Vha26,1.329,1.2726,1.3536,1.201,1.3241,1.2439,
PIP82,1.0776,0.6152,0.40308,NaN,0.45439,0.56235,
tutl,1.1041,1.4015,1.4872,1.2461,1.257,1.0536,
Rab5,1.3507,1.5903,1.7805,1.2536,1.4255,1.4688,
CG6455,2.2025,2.2191,2.4375,1.9918,2.225,2.3158,
deltaCOP,0.71893,0.76965,0.69779,0.63079,0.67773,0.61561,
Tango5,0.3676,0.49621,0.91796,0.72034,0.61729,0.737,
