Gene names, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_30_1, Alpha _day_30_2,
Eno,0.7021,0.65132,0.68865,0.68765,
blp,2.6242,2.7248,2.573,3.5237,
Lasp,0.63954,0.66164,0.62703,0.67801,
,0.79947,0.74364,0.78355,0.82196,
,1.17,1.1258,1.1467,1.1704,
Pp2B-14D,0.48592,0.444,0.47619,0.5526,
scu,0.84033,0.87704,0.82307,0.86153,
wupA,1.8489,1.7328,1.8104,1.6514,
,1.0009,1.2166,0.97981,NaN,
Cpr76Bd,1.5935,1.4688,1.5591,1.4772,
,0.4865,0.46105,0.47597,0.46135,
Ucrh,1.7136,1.4092,1.6756,2.6012,
uex,0.49137,0.5458,0.48035,0.46494,
Caps,0.22909,0.21482,0.22366,0.29003,
,2.5954,2.7554,2.5338,3.2232,
5PtaseI,0.34078,0.27506,0.33259,0.37145,
Unc-115b;Unc-115a,0.19735,0.19664,0.1926,0.213,
,0.74763,0.83746,0.72951,0.71605,
trp,0.43785,0.3671,0.42722,0.41295,
vps24,1.4912,1.002,1.4546,0.91869,
betaCop,0.37106,0.36837,0.36172,0.43188,
,1.9808,1.823,1.9298,1.7133,
Vha36-3,1.9461,1.9827,1.8958,2.4267,
,0.84067,0.76121,0.81892,0.8037,
Pros29,1.1219,1.1361,1.0926,1.1303,
CG3842-RA,0.48249,0.53479,0.46967,0.39399,
,0.52351,0.61225,0.50959,0.55512,
eIF3-S10,0.56159,0.6618,0.54638,0.55196,
Ugt86Da,2.0614,2.3191,2.0055,1.9391,
,1.8148,1.967,1.7637,1.9263,
,1.2482,1.3236,1.2126,1.2606,
lost,0.85803,0.84592,0.83343,0.85911,
CG2145,1.1849,1.1538,1.1502,0.94764,
CaBP1,1.0247,0.97612,0.99461,1.0069,
Tim13,2.2507,2.0484,2.1843,2.1033,
Hrs,0.72519,0.62743,0.70336,0.70804,
Vinc,0.29268,0.30211,0.28381,0.33491,
NLaz,1.6884,1.6047,1.637,1.6929,
DppIII,0.48162,0.5027,0.46689,0.46419,
TSG101,0.51657,0.5555,0.50065,0.74229,
Ncc69,0.25999,0.21534,0.25189,0.257,
yip2,0.62618,0.60733,0.60658,0.54933,
Fatp,0.75133,0.71368,0.72771,0.72499,
zip,0.38884,0.40721,0.37632,0.36524,
Cyp12b2,0.67102,NaN,0.6494,NaN,
Vha68-1,0.68431,0.55082,0.66209,0.66395,
Sar1,1.1417,1.2017,1.1046,1.13,
Prx3,0.95877,1.0566,0.92761,0.98654,
,1.4739,1.5619,1.4259,1.6384,
Fech,0.40848,0.38764,0.39516,0.43871,
cpa,1.3461,1.3498,1.3022,1.8063,
bcn92,2.0094,1.7858,1.943,2.3561,
,0.77341,0.76076,0.74785,0.80949,
gho,0.23121,0.22422,0.22329,0.24622,
fabp,2.6407,2.5616,2.5496,2.6012,
Nop60B,1.1565,1.1946,1.1163,1.0026,
Fas3,2.5474,2.1788,2.453,2.9337,
Hsp83,0.66339,0.61905,0.63879,0.66194,
ATPsyn-b,0.78365,0.76454,0.75449,0.77672,
Ubc-E2H,1.5883,1.9095,1.529,1.5273,
Pros45,1.1796,1.0935,1.1352,1.0696,
Lmpt,0.38194,0.35397,0.36741,0.38115,
AnxB10,0.97816,0.892,0.94058,1.0269,
endos,1.0354,0.9776,0.99533,1.1991,
eIF-4a,0.63875,0.77922,0.61401,0.65638,
Vps4,0.56577,0.56757,0.54371,0.6199,
CG33090,1.0918,NaN,1.0487,NaN,
Hsp60,1.685,1.763,1.6173,1.7035,
,1.9805,2.0252,1.9008,2.2706,
wupA,2.5385,2.2916,2.4358,2.678,
RpL17,1.0027,0.82741,0.96205,0.86797,
cindr,0.50126,NaN,0.48087,NaN,
CG17737,1.0672,1.2715,1.0227,1.2408,
BG:DS00180.3,2.5184,2.3836,2.4132,2.2361,
EfTuM,0.49471,0.44541,0.47369,0.4687,
CSN7,1.1534,1.0817,1.1039,0.73891,
e,0.28152,0.19276,0.26923,0.28245,
,1.3176,1.1435,1.2599,0.58159,
Cand1,0.23065,0.26354,0.22054,0.20283,
,1.4527,1.6333,1.3889,1.2985,
,1.1771,1.2036,1.1254,0.98694,
AP-2alpha,0.20174,0.20624,0.19275,0.26069,
pAbp,0.8355,0.95722,0.79821,0.80224,
Ykt6,1.313,1.2287,1.2538,1.597,
CG10217-RA,0.72773,NaN,0.6946,0.88088,
Rpn11,1.0077,1.094,0.96095,1.0292,
Pp2A-29B,0.34461,0.32296,0.32818,0.36959,
HIP-R;HIP,0.98519,0.9162,0.93809,1.0146,
caz,2.1859,1.8466,2.0798,2.0831,
,0.35334,0.48562,0.33604,0.49583,
eIF-2gamma,0.43288,0.40379,0.41163,0.34797,
CG13349;Rpn13,1.4499,1.2819,1.3784,1.3393,
Psa,0.32104,0.32152,0.30517,0.28027,
,0.5837,0.66311,0.55475,0.69053,
,0.51888,0.48233,0.49302,0.48933,
Gp210,0.67623,0.51755,0.64214,0.46568,
Cpr100A,4.5373,4.6297,4.3084,4.8178,
RpS8,1.8007,1.5166,1.7096,1.8159,
Lamp1,1.3755,1.4407,1.3056,1.6311,
Rpn7,1.0507,1.0673,0.99714,0.9699,
Etf-QO,0.29441,0.26499,0.27916,0.26166,
Ssb-c31a,1.2577,1.3352,1.1925,1.2828,
,1.0183,1.1098,0.9654,0.96246,
,0.69444,0.6805,0.65833,0.72033,
,0.79323,0.69531,0.75187,0.54148,
Sip1,1.1949,1.3725,1.1324,1.1964,
Dms,0.57508,0.46615,0.54497,0.48294,
,2.3542,2.501,2.2304,2.4426,
Pex19,2.5499,2.3522,2.4157,2.3012,
Syp,0.83593,0.85799,0.79192,0.79616,
CG33228-RA,6.8921,18.299,6.527,7.8417,
Jafrac1,0.83247,0.8437,0.78779,0.84458,
CG32017-RB,1.2501,1.0349,1.1829,1.0712,
CG2915-RB,0.92036,1.2516,0.87026,0.95957,
Aats-ala,0.27287,0.3157,0.25801,0.28552,
Hsp23,2.0833,1.9483,1.9689,2.2018,
CG43078-RA;CG32352,0.47186,0.45043,0.44555,0.59791,
Prosbeta2,1.1258,1.0757,1.0615,1.1336,
,0.92009,0.92228,0.86702,0.90791,
endoB,0.42632,0.33686,0.40173,0.37306,
l(2)efl,2.1765,2.2202,2.05,2.1225,
PyK,0.58939,0.55181,0.55509,0.59466,
colt,0.61205,0.59655,0.57634,0.58794,
Ptpa,0.7037,1.0832,0.6624,0.72291,
ATPCL,0.11534,0.16756,0.10855,0.10947,
,0.86649,1.047,0.81516,0.85426,
,0.96744,0.99572,0.91002,0.87134,
Hop,0.73542,0.67233,0.69141,0.70637,
CG8728-RA,0.49874,0.55517,0.46888,0.42237,
CG7637,2.1075,NaN,1.9813,2.2273,
Kap-alpha3,0.45928,0.45614,0.43169,0.44984,
Cyp9f2,0.38313,0.3775,0.36007,0.36578,
Spase25,0.76911,0.73934,0.72281,1.0015,
,0.40297,0.3435,0.37854,0.36209,
Sap-r,1.5205,1.41,1.428,1.1054,
Flo-2,0.5838,0.53916,0.54818,0.56657,
Pbprp2,1.5371,1.4543,1.4433,1.2385,
PHGPx,1.121,1.0359,1.0522,1.1578,
CG32068,1.0735,0.92146,1.0068,0.98425,
Vha68-2,0.73012,0.77457,0.68471,0.742,
,0.71654,0.63091,0.67183,0.95471,
Prosalpha1,0.85456,0.82346,0.80019,0.90559,
CG4747,0.55158,0.46995,0.51647,0.50746,
DhpD,0.66049,0.57946,0.61821,0.5222,
HspB8,3.0364,2.5389,2.8377,2.7492,
ND75,0.19081,0.18105,0.17829,0.18768,
CG12262,0.70343,0.69415,0.65708,0.69368,
CG6259,1.1771,0.97278,1.0985,1.0835,
,1.6682,1.6974,1.5568,1.4917,
CG3192-RA,1.2838,1.3235,1.1979,1.466,
sea,0.89973,1.0215,0.83838,0.87829,
,0.72721,0.93677,0.67743,0.70372,
Acsl,0.23814,0.2587,0.22181,0.26562,
pont,0.97272,1.3963,0.90595,0.92897,
VhaM8.9,1.2824,1.3657,1.1942,NaN,
HspB8,3.0775,2.7493,2.8634,2.8666,
Hsc70Cb,0.24307,0.22578,0.22596,0.23441,
,0.40452,0.4757,0.37601,0.37118,
if,0.77601,0.75029,0.72119,0.75595,
Jheh2,1.3108,1.4269,1.2157,1.2117,
Nipsnap,0.91295,0.9761,0.84639,0.90423,
Nlp,4.1146,3.2588,3.8137,4.0999,
Past1,0.80272,0.79062,0.74391,0.76839,
RpS23,1.6042,1.3916,1.4858,1.6658,
,0.95573,0.70397,0.88502,1.1327,
RpL36,2.3754,2.1259,2.198,2.3321,
,1.0623,1.1378,0.98272,0.96439,
,1.0214,NaN,0.94478,NaN,
Thiolase,0.90475,0.8487,0.83682,0.8238,
,1.0313,0.95856,0.95296,1.2514,
CG1354,0.60125,0.61393,0.55541,0.564,
Clc,1.4036,1.4764,1.2953,1.315,
,0.97358,0.87402,0.89718,1.0436,
,1.0775,1.0069,0.99258,1.0173,
,0.3925,0.36038,0.36072,0.47293,
,2.6736,2.5397,2.4562,2.4034,
,0.24642,0.27417,0.22623,0.23659,
,0.58492,0.55166,0.53669,0.47665,
CG32549-RE;CG32549-RF;CG32549-RA;CG6247,0.55453,0.54837,0.50854,0.54943,
,1.5347,1.5102,1.4059,1.786,
CG8154,0.79482,0.91892,0.72711,0.68481,
,1.272,1.2737,1.1635,1.4142,
CG2640,0.62705,0.78928,0.57323,0.53338,
,1.3372,NaN,1.2223,1.4627,
Ppox,0.24173,0.14557,0.22094,0.148,
,1.9401,2.0488,1.7727,1.8331,
Cyp12e1,0.57057,NaN,0.52124,0.5266,
Pgm,0.66242,0.65226,0.60479,0.62972,
,1.2821,1.2284,1.1703,1.153,
Gp150,1.2482,1.5861,1.1392,0.99018,
wal,1.344,1.3339,1.2259,1.1707,
CG31140-RB,2.3061,0.41251,2.1033,0.28512,
Mtpalpha,0.61381,0.57099,0.55932,0.55955,
BG:DS00180.2,1.316,1.2449,1.1989,1.2554,
CG6812-RA,0.96637,1.0532,0.88027,NaN,
,0.26187,0.30363,0.23837,0.20083,
RpS2,1.2809,1.1481,1.1659,1.1601,
Tpi,1.2366,1.0307,1.1255,1.0055,
Sec61gamma;SEC61G1,1.1055,1.159,1.0048,0.99833,
alt,0.49557,0.69515,0.45034,0.53633,
Dhc64C,0.23127,0.1942,0.20998,0.31827,
Elongin-B,2.5361,2.606,2.302,2.2267,
eIF6,1.026,NaN,0.9311,NaN,
Indy,0.47658,0.58517,0.43234,NaN,
RpS17,1.3457,1.7057,1.22,1.3391,
RpS24,1.5178,1.321,1.3758,1.3323,
,1.5154,1.4749,1.3736,1.3589,
,0.37285,0.35677,0.33759,0.29959,
elav,1.658,1.6805,1.4994,2.1967,
Cyp9b2,0.70487,0.68113,0.63708,0.53346,
sqh,1.5337,1.8991,1.3851,1.6314,
Nc73EF,0.29005,NaN,0.26185,0.25762,
Ppn,0.19956,0.20903,0.18008,0.26383,
cher,0.46645,0.46703,0.42067,0.43148,
Trp1,1.1044,0.96856,0.99591,0.91124,
Men,0.54918,0.56231,0.49517,0.56662,
MSBP,1.2251,1.085,1.1031,1.0996,
,2.6875,2.3629,2.4186,3.8143,
Gnpda1,0.81732,0.93934,0.73453,0.83037,
l(2)tid,0.90565,1.0631,0.81385,0.9588,
,2.3502,2.1843,2.1114,2.0995,
cv-d,0.2747,0.2492,0.24678,0.2735,
Acer,0.20628,0.4678,0.18529,0.28658,
Gyk,0.43217,0.48523,0.38811,0.35742,
Ost48,1.5476,1.522,1.3877,1.3988,
,0.62428,0.78236,0.55956,0.67101,
Ugt35b,0.87498,0.85981,0.78317,0.70572,
Snx1,0.74622,0.764,0.66674,0.72811,
Cp1,0.44089,0.34961,0.39371,0.38491,
,0.56861,0.86305,0.50735,0.43389,
Dip-B,0.49138,0.37389,0.43819,0.47741,
sws,0.85821,NaN,0.76528,0.79428,
CG11899,1.0342,0.98272,0.92187,0.90773,
,2.1857,2.0678,1.9471,2.3336,
GstO2,0.97524,1.1997,0.86865,1.1183,
zetaCOP;CG5946-RB,1.2195,1.127,1.0852,1.1335,
,0.58635,0.53936,0.52164,0.48759,
CAH1,0.17596,0.15047,0.15646,0.19276,
NTPase,0.90568,0.93881,0.80524,0.83945,
,1.2942,1.4437,1.1504,1.5594,
grsm,0.20543,0.2588,0.18255,0.24098,
,0.77359,0.69205,0.6874,0.74028,
CG34455-RC,1.7892,1.9226,1.5893,1.5037,
Ef1alpha100E,0.80729,0.73713,0.71679,0.70439,
,1.6933,1.592,1.5028,1.3974,
,2.0319,2.2318,1.7997,2.0318,
,3.2552,3.4062,2.8828,4.0147,
Fit1,0.50716,0.51523,0.44914,0.39808,
,0.64141,0.6818,0.56793,0.60603,
Pdi,1.3055,1.2939,1.1556,1.1799,
Cpr47Ea,1.834,1.5757,1.6234,1.7683,
eIF4G,0.37332,0.27945,0.33038,0.26926,
,1.0856,0.42355,0.96068,0.94039,
,0.53962,0.55963,0.4774,0.53493,
RpL26,2.6234,2.0073,2.3205,2.1846,
Moe,1.272,1.2265,1.1243,1.2641,
OstStt3,0.93188,0.55959,0.82306,1.0113,
Gasp,4.1616,4.9187,3.6753,3.1815,
CG11779-RB,1.4122,1.4137,1.2466,1.3241,
Set,1.5059,1.743,1.3291,1.8786,
prtp,0.92897,0.9568,0.81921,0.35909,
sqd,2.0076,1.9088,1.7694,2.0246,
Fer2LCH,1.3941,1.2842,1.2281,1.1497,
Inos,0.64688,0.64674,0.56975,0.59752,
CG17896,0.80563,0.81108,0.70942,0.67184,
,1.2082,1.2779,1.0638,1.1711,
,1.2721,1.5128,1.12,1.1592,
CG17333,0.60741,0.82445,0.53478,0.55497,
Crc,1.354,1.335,1.1919,1.2909,
RpS11,1.2402,1.0432,1.0914,1.1524,
Lis-1,0.72374,0.59778,0.63689,0.72575,
Tret1-1,1.1751,1.1634,1.034,1.1265,
Pgi,0.64167,0.5993,0.5645,0.62412,
dl,0.5689,NaN,0.49975,0.39327,
CG9471-RA,0.76595,0.75619,0.67276,0.81808,
Mal-B2,1.4377,1.2249,1.2621,1.2243,
GstD9,0.40072,0.4953,0.35176,0.26476,
Top2,0.52693,0.29174,0.46193,0.29556,
eRF1,1.1105,1.2231,0.97335,1.0325,
,0.83108,0.8428,0.7283,0.68866,
CG15093,0.71779,0.84855,0.62836,0.65483,
Mdr65,0.45716,0.45505,0.40019,0.41377,
RpS20,1.2965,1.5015,1.134,1.1667,
CG9231,1.3521,1.1299,1.1824,1.3878,
Anp32a;Mapmodulin,1.4401,1.7198,1.2593,1.5847,
,0.61577,0.70832,0.53827,0.61524,
CG7639,0.74627,0.58665,0.65227,0.89454,
tws,0.45471,0.33817,0.39743,0.44031,
CG1440-RC,0.50307,0.47518,0.43964,0.55271,
,0.59828,0.58292,0.5222,0.61527,
Cpr97Ea,2.2161,5.3749,1.9338,1.811,
CG15117-RB,0.94241,0.92572,0.82093,0.77064,
aralar1,0.7864,0.84581,0.68473,0.74524,
alpha-Cat,0.32868,NaN,0.28594,0.34925,
AGBE,1.1296,1.4209,0.9827,1.1275,
RpS6,1.1874,1.0327,1.0329,1.0628,
,0.69277,0.72135,0.60248,0.68833,
Crk,0.83459,0.53864,0.72567,0.76386,
,0.57225,0.44983,0.49753,0.37288,
,0.67042,0.64857,0.58269,0.71442,
,0.63589,0.79357,0.55265,0.66834,
Sgt,1.2689,1.2686,1.1024,1.1424,
26-29-p,1.0174,1.3146,0.88389,0.89622,
,0.9488,1.1336,0.8238,1.1312,
Spn42Dd,1.3058,1.5982,1.1321,1.189,
,1.019,1.2626,0.88303,0.80661,
ras,1.6816,2.042,1.4564,1.374,
iPLA2-VIA,0.24235,0.18304,0.20978,0.27166,
Spn42Da,0.81499,0.73859,0.7046,0.66851,
,0.67037,0.70992,0.57897,0.60194,
Aldh,1.2911,1.2119,1.1139,1.0119,
RpS4,1.4245,1.3378,1.2288,1.1631,
,0.86394,0.99205,0.74452,0.77368,
Arc42,0.5272,0.50189,0.45428,0.48876,
mod,1.2258,1.03,1.056,1.146,
CG11722,1.5919,1.4972,1.3702,1.5106,
UbcD10,0.91335,0.77546,0.78582,0.64728,
,1.0067,1.2609,0.86575,0.70682,
BcDNA.GH10614,0.79562,0.76231,0.68379,0.80983,
Hex-C,0.64439,0.79981,0.55341,0.45068,
,0.5967,0.60022,0.51144,0.61138,
RpL22,1.5,1.4875,1.2853,1.6595,
OstDelta,0.82189,0.88839,0.70382,0.73935,
Prosalpha5,1.1552,1.1346,0.98807,1.1777,
Dat,0.54044,0.3903,0.46215,0.58989,
,2.2043,2.2206,1.8836,2.282,
Pdk,0.67648,0.63442,0.5774,0.49143,
yps,2.4228,1.7879,2.066,2.0716,
Pkc53E,0.25358,0.32058,0.21617,0.18364,
BcDNA.GH04962,0.9172,1.0023,0.7816,0.72598,
CDase,0.39923,0.48177,0.34006,0.33373,
RpL10,0.65288,0.65447,0.55585,0.52976,
GstE12,1.115,1.0308,0.94919,1.0251,
Rpt1,0.55169,0.55827,0.46963,0.57602,
RpL18A,1.5315,1.2908,1.3027,1.2663,
,0.22928,0.21156,0.19498,0.2471,
nemy,0.43365,0.2471,0.36877,0.37658,
SpdS,0.7858,0.82644,0.66776,0.83222,
,0.86288,0.69451,0.73293,0.86929,
Cyp28a5,0.61514,0.47922,0.5222,0.428,
,0.85399,0.96197,0.72487,0.83676,
Dhpr,1.0046,1.0312,0.85225,0.88178,
ERp60,0.91307,0.87136,0.77447,0.82377,
eEF1delta,1.8282,2.0278,1.5506,1.6764,
Nep2,1.3041,1.2621,1.1041,0.96324,
RpS18,1.4979,1.2396,1.2681,1.2502,
scrib,0.62158,0.55876,0.52604,0.77661,
,0.81915,0.71107,0.69314,0.65849,
Rpt4,1.0184,1.0624,0.86169,1.1048,
,0.75123,0.46613,0.63538,0.6993,
Ef2b,0.31081,0.27799,0.26254,0.26183,
RpS28b,1.5078,1.3223,1.2729,1.2299,
RpS16,1.1047,1.0504,0.93258,0.99578,
ple,0.40091,0.41361,0.33833,0.74058,
skpA,0.7398,0.88813,0.62396,0.63467,
EndoGI,0.90745,0.75376,0.76468,0.69193,
RpL34b,1.087,0.97988,0.9151,0.937,
Cyp6g1,0.45519,0.46439,0.38318,0.4579,
Hrb87F,2.5676,2.7122,2.1607,2.4488,
Cpr66Cb,1.2551,1.5336,1.0561,1.1616,
Eip55E,0.83618,0.80505,0.70244,0.69359,
RpL13,1.3021,1.1754,1.0938,1.24,
Msr-110,1.1688,1.134,0.98138,NaN,
Fkbp13,1.9859,2.1543,1.6669,1.6726,
,1.2229,1.4416,1.0264,1.6456,
Cyp12a4,1.0673,NaN,0.89505,NaN,
Ahcy13,0.36743,0.40855,0.30802,0.37154,
CG6089,1.2746,1.383,1.0682,1.0912,
Aldh-III,0.30363,0.2616,0.25443,0.28954,
Rpn3,1.0596,1.0859,0.88731,0.92818,
Tps1,0.37542,0.35986,0.31434,0.32583,
CG32795,0.57359,0.70927,0.47991,0.50018,
Cctgamma,0.33998,0.33989,0.28405,0.28794,
Saf-B,1.055,0.98794,0.881,1.4092,
,2.0724,1.9638,1.7298,1.4403,
Got2,1.0269,0.90212,0.85708,0.90413,
ade3,0.32284,0.28843,0.26938,0.27248,
Aats-cys,0.38685,0.32202,0.32277,0.28064,
Tig,0.89255,0.93804,0.74433,0.81955,
,0.21034,0.11064,0.17539,0.089929,
Cdc37,0.44028,0.54134,0.36702,0.32121,
Npc2g,0.57845,0.69545,0.48204,0.44268,
CG13393,1.318,1.6194,1.0975,NaN,
Ef1beta,2.3862,2.4323,1.9849,2.1241,
Npc2a,1.0751,NaN,0.89336,0.88711,
Gclm,0.87266,0.90654,0.72465,0.73796,
Bacc,1.7177,1.4275,1.4254,1.6702,
Phk-3,1.4477,2.3894,1.2007,NaN,
CHOp24,2.4116,2.4655,2.0001,2.3787,
Tango7,0.85209,0.78093,0.70576,0.68045,
GstE1,0.11499,0.1726,0.095216,0.097065,
Spn43Ab,1.0661,1.132,0.88268,0.92847,
Rack1,0.98912,1.0183,0.8187,0.83674,
Adam,1.1802,1.2995,0.97674,1.019,
Sc2,0.78926,0.9247,0.65292,0.82454,
Elf,0.73743,0.85048,0.60967,0.68054,
,0.32451,0.45752,0.26824,0.26696,
RpL5,1.3613,1.2449,1.1251,1.1579,
mago,1.2315,1.0503,1.0176,1.0004,
CaMKI,0.79315,0.90546,0.65515,0.70502,
,2.3234,2.0766,1.9184,2.3112,
RpL4,1.1934,1.111,0.98426,0.96491,
CG9675,2.1901,1.3572,1.806,2.292,
RpL14,1.4849,1.2027,1.2242,1.2617,
Dlc90F,0.90615,0.83817,0.74702,1.2065,
RpL23A,2.2866,1.9239,1.8837,2.0352,
TfIIS,0.83756,1.0132,0.6898,NaN,
Amy-d;Amy-p,0.34323,0.32007,0.28253,0.30212,
RpL8,1.9382,1.4322,1.5945,1.6922,
glo,2.9506,2.9371,2.4256,2.8985,
Asph,4.4775,2.9542,3.6807,3.1371,
Cpr49Ab,1.7576,1.9099,1.444,1.4303,
RpL31,1.4922,1.4299,1.2258,1.4261,
lig,1.2173,1.1657,0.99775,1.0368,
SF2,1.5426,1.5076,1.2643,1.4664,
CG5642,0.4824,0.47631,0.3952,0.36953,
,0.63182,0.41855,0.5173,0.54789,
Glycogenin,2.1263,1.8468,1.7393,1.7284,
NAT1,0.45081,0.56388,0.36855,0.37978,
Pgd,0.76881,0.79985,0.62843,0.58492,
,0.84558,0.82438,0.6898,0.70422,
,1.0105,1.2025,0.82421,1.178,
Fer1HCH,1.4457,1.3168,1.1782,1.1042,
TppII,0.39087,0.44429,0.31854,2.1666,
yellow-e,1.8941,2.0791,1.5417,1.8899,
pr,4.3143,5.1007,3.5109,6.0338,
,0.9675,1.0774,0.78713,0.97832,
SPE,0.5085,0.53051,0.41358,0.51908,
Obp56d,1.0641,1.3044,0.86498,0.84263,
RpLP2,2.4769,2.5738,2.0134,1.7546,
,3.2978,3.1671,2.6794,2.8962,
,0.12535,0.16454,0.10176,0.081301,
,1.5733,1.6452,1.2748,1.3832,
Eip71CD,0.60639,0.46992,0.49104,0.51597,
Trap1,0.66785,0.55788,0.54065,0.59075,
Mdh1,1.1773,1.0843,0.95288,1.0036,
AcCoAS,0.26402,0.28379,0.21347,0.22708,
Glt,2.1402,1.7942,1.7303,1.6606,
Idgf4,0.77496,0.67968,0.62505,0.60975,
R,0.89434,0.86771,0.72125,1.0756,
RpL24,1.6573,1.4874,1.3348,1.2539,
CG18003-RC,0.86289,0.65782,0.69451,0.90744,
p47,2.0088,2.1545,1.6163,1.8337,
,0.50796,0.46123,0.40865,0.51039,
rdhB,0.97429,0.98797,0.78346,1.004,
,1.0239,0.88992,0.82321,0.81576,
Idh,0.92644,0.93264,0.74469,0.79073,
alien,0.48585,0.46987,0.39038,0.39537,
,0.62054,0.60262,0.49846,0.51774,
VGlut,0.51796,0.48406,0.41581,0.72369,
RpL12,0.89247,0.86074,0.71644,0.72294,
UGP,0.88701,0.84137,0.71122,0.80989,
RpS15Aa;RpS15Ab,1.073,1.0025,0.86005,0.81107,
cin-RB,2.0935,1.7664,1.677,1.5673,
,1.1579,1.0038,0.92751,1.0659,
,0.47523,0.43249,0.38046,0.50105,
Nup358,0.31848,0.16719,0.25483,0.23938,
RpS3A,1.1602,0.97665,0.92723,0.9308,
RpS14a,1.5417,1.338,1.2315,1.3391,
CG3590-RA,0.56095,0.6172,0.44785,0.43682,
,1.3749,1.2228,1.0967,1.5263,
,1.7926,1.3379,1.4294,1.4247,
Galk,0.318,0.58315,0.25355,0.26148,
Cat,0.6363,0.64561,0.50669,0.52124,
Adk2,1.0975,1.0367,0.87394,0.9696,
Cyt-c-p,3.1389,3.0223,2.498,2.3595,
EG:87B1.3,1.0018,1.1199,0.79664,0.74227,
eIF-2beta,0.91348,0.77882,0.72617,1.0366,
Ccp84Ab;Ccp84Aa,1.3299,1.0285,1.0547,1.2315,
CG3760,1.9787,1.4317,1.5679,1.2827,
B52,1.9314,1.291,1.5261,1.7698,
BEST:CK01296,2.3164,2.629,1.8303,1.8915,
CG2649,1.1711,1.097,0.92496,1.0102,
RpS19a,1.42,1.4313,1.1215,1.1053,
,0.65684,0.57563,0.51825,0.47266,
sky,0.39238,0.25233,0.30922,0.27242,
Adh,1.0866,1.2045,0.85499,0.87776,
CG14752-RA,1.3352,1.4182,1.0506,1.3265,
,0.67945,0.77518,0.53454,0.70877,
Sec13,1.5165,NaN,1.1923,NaN,
Ef1alpha48D,0.92271,0.96268,0.72427,0.67763,
,0.68605,0.78294,0.5385,0.56673,
RpS27,1.4516,1.3597,1.1394,1.3521,
RpS25,2.9705,2.6569,2.3288,2.1475,
RpS21,1.2642,1.1949,0.99037,1.1113,
vig2;fdy,1.0528,NaN,0.82449,0.80993,
eIF2B-delta,0.96588,0.37815,0.75563,0.70246,
TBCB,0.83455,0.95432,0.65284,0.81538,
Dp1,0.32835,0.27872,0.25663,0.25439,
,1.76,1.8169,1.3734,1.4472,
LM408,0.94872,1.3882,0.74031,0.96624,
Nak,0.73165,0.64276,0.57075,0.60283,
Tctp,1.3859,1.3599,1.0809,1.1433,
,0.27689,0.32479,0.21585,0.22776,
128up,0.53507,NaN,0.41682,0.49062,
Atg8a,2.2226,2.5256,1.7311,2.307,
RpLP1,1.5205,1.6182,1.1835,1.2316,
CG4721-RA,0.90692,0.56814,0.70515,0.75106,
CG6904,0.57903,0.54687,0.45019,0.43318,
eIF3-S8,0.52396,0.68682,0.40706,0.4005,
Nacalpha,2.4035,2.4907,1.8654,1.8981,
CG13865,1.7955,1.8123,1.39,1.3858,
sta,1.7414,1.8214,1.3478,1.6435,
,1.6801,1.9119,1.3,1.7804,
EG:152A3.7,1.3103,1.0051,1.0126,1.0479,
mRpS31,2.148,2.0532,1.6594,1.9221,
Sra-1,0.35602,0.21006,0.27478,NaN,
eIF3-S9,1.2909,1.4645,0.99626,0.94713,
,0.6594,0.62205,0.50885,0.69272,
,0.37218,NaN,0.28697,0.44148,
RpL27,2.1993,1.8944,1.6939,1.883,
pdgy,0.32489,0.33533,0.24972,0.29597,
RpL21,1.6013,1.4122,1.23,1.2248,
RpL13A,1.0959,0.97756,0.84152,0.81606,
Irp-1B,0.31586,0.33523,0.24249,0.26337,
CG5567-RA,0.50967,0.5183,0.39122,0.45181,
,0.85854,0.97222,0.65892,0.84352,
eIF-5A,1.288,1.1339,0.98647,1.0277,
,2.0533,2.1178,1.5725,1.7017,
pyd3,0.43459,0.42651,0.33271,0.29621,
GstE6,1.9136,1.7294,1.4649,1.5264,
Inx3,0.65467,0.57503,0.50028,0.4853,
sni,0.94717,NaN,0.72313,0.91322,
RpL18,1.0024,0.82619,0.76363,0.75568,
RpL29,2.7135,2.208,2.0657,2.0999,
RpL10Ab,1.303,1.3469,0.99193,1.0312,
regucalcin,1.2148,1.23,0.92312,0.9046,
row,0.50399,0.35799,0.38269,NaN,
Ef1gamma,0.94576,0.91821,0.71813,0.71183,
RpL30,1.5334,1.4921,1.1634,1.084,
Sec23,0.35259,NaN,0.26718,0.318,
BEST:GH09393,0.54906,0.62811,0.41595,0.33302,
CG8306,0.93016,0.89749,0.70447,0.71692,
CG12375,0.64287,0.85869,0.48529,0.60039,
RpL9,1.2569,1.2475,0.94857,0.89106,
GlyP,0.89348,0.85318,0.67326,0.69613,
RpL3,0.73649,0.60226,0.55464,0.56513,
,2.617,2.4813,1.9704,2.2062,
Tal,1.1572,1.0703,0.87102,0.88458,
alpha-Est7,0.36599,0.3516,0.27542,0.26537,
,0.69015,0.69869,0.51927,NaN,
shep,0.71814,0.83895,0.5403,NaN,
IM10,2.6996,2.4227,2.0305,1.7202,
T-cp1,0.61989,0.46754,0.46616,0.499,
,1.4412,NaN,1.0829,1.1855,
RpS10b,2.9592,2.7155,2.2228,2.5051,
