Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha _day_1_1, Alpha _day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha _day_10_1, Alpha _day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_30_1, Alpha _day_30_2
,3.213,3.319,2.463,2.4116,2.497,2.9874,1.8083,2.0217,1.9278,1.6601,2.2035,2.3291,1.8443,1.6327,2.5249,2.3036
Tcp-1eta,0.10232,0.088554,0.082307,0.12105,0.090136,0.095148,0.23986,0.20028,0.31051,0.27461,0.2529,0.26349,0.2601,0.2967,0.3558,0.27037
Lsp2,0.20165,0.22753,0.20865,0.18137,0.22722,0.22976,1.1443,1.2366,2.0625,2.3376,4.2737,4.3272,3.5242,3.5792,4.8145,5.1701
wupA,1.5534,1.5068,1.2118,1.3248,1.4406,1.4877,1.2997,1.3511,1.3681,1.284,1.8616,1.7551,1.3526,1.3837,1.8472,1.6764
,0.47492,0.44288,0.60841,0.40593,0.46045,0.5475,0.76019,0.80223,0.7227,0.63957,0.59726,0.76878,0.60326,0.52419,0.82283,0.86178
,0.78172,0.90223,0.98701,0.64567,NaN,NaN,1.03,1.0471,0.92077,0.90439,0.95452,1.1041,0.7881,0.75797,1.0748,1.0356
CHMP2B,1.5424,1.4827,NaN,NaN,1.4202,1.6369,1.4782,1.2623,1.2905,1.1116,1.2314,1.4369,0.88347,0.98742,1.2048,1.2078
Apoltp,0.60736,0.33885,0.37031,0.25125,0.42776,0.37583,0.26754,0.4128,0.25378,0.57233,0.5532,0.42427,0.26205,0.3391,0.35714,0.31795
CG1814-RA;CG1814-RB,0.98741,1.0508,1.2156,0.99588,1.2856,1.3212,0.68531,0.68989,0.59004,0.65136,0.58506,0.61433,0.38128,0.38876,0.5194,0.57608
pzg,0.22538,0.18502,0.22327,0.14698,0.23606,0.20863,0.29674,0.23172,0.32609,0.23445,0.22143,0.23553,0.20911,0.25635,0.28432,0.22394
,0.21017,0.27378,0.18741,0.30916,0.15118,0.20102,0.3361,0.32218,NaN,0.34033,0.33767,0.3423,0.31955,NaN,0.43442,0.50066
Cpr49Ac,0.8451,0.73743,1.014,0.8764,0.75008,0.73194,2.0821,2.1218,1.7539,1.8561,1.4868,NaN,1.3288,1.6469,1.8055,2.2492
Pu,0.28956,0.22592,0.20928,0.24361,0.25434,0.28754,3.091,3.1623,2.8013,2.9069,4.4652,4.9514,4.667,4.1824,6.3183,7.0799
,0.1711,0.21992,0.15228,0.14009,0.17723,0.20532,0.14607,0.11182,0.13732,0.14363,0.11205,0.14071,0.094767,0.10579,0.12825,0.12617
brp,0.57079,0.56209,0.62902,0.51378,0.5932,0.60921,0.52849,0.49316,0.45737,0.47691,0.46208,0.48845,0.32066,0.31321,0.43327,0.40513
Map205,0.24763,0.19102,0.20037,0.23033,0.19931,0.24548,0.42114,0.56073,0.47734,0.72958,0.77884,0.89737,0.46516,0.48835,0.628,0.75051
,4.837,4.2288,5.2472,5.0194,5.8528,6.6741,0.53229,0.54567,0.48935,0.48765,0.56034,0.52602,0.37206,0.36894,0.50159,0.49879
l(2)01289,0.17285,0.20555,0.20347,0.16408,0.30813,0.17541,0.30841,0.20052,0.4167,0.24902,0.31967,0.34156,0.2786,0.29778,0.3752,0.30871
rump,0.45902,0.49601,0.5422,0.44647,0.47541,0.50788,0.86529,0.95616,0.81034,0.93423,0.67682,0.75205,0.67258,0.82354,0.90577,0.8334
ox,3.9587,2.4813,2.847,2.8018,2.9339,3.7723,1.8046,1.4699,1.7473,1.8948,1.9285,1.8256,1.3634,1.7086,1.8348,1.7527
CG32103-RB;CG4392,1.1124,1.0479,1.6029,1.0315,1.4097,1.298,0.90024,0.81696,0.8767,0.66538,0.98269,0.85671,0.55147,0.64228,0.74189,0.83689
BcDNA.GH02439;BcDNA:GH02439,0.74217,0.84985,1.06,0.83466,1.0044,0.9275,0.7092,0.74889,0.69184,0.70401,0.61437,0.63063,0.51297,0.51546,0.68974,0.59353
CG10737-RC,0.33034,0.38392,0.45464,0.42943,0.3639,0.38867,0.53959,0.63923,0.40703,0.60566,0.56612,0.52211,0.50747,0.6371,0.68229,0.6475
Unc-89,0.12882,0.15438,0.1126,0.12373,0.13509,0.12561,0.16975,0.1336,0.13574,0.14738,0.18567,0.19113,0.12427,0.14523,0.1668,0.169
CG8500-RA,1.108,1.4948,1.5162,1.1515,1.5153,1.3224,1.2115,1.4731,1.2512,1.2494,1.0425,1.227,0.82811,1.0233,1.1107,1.2291
Cdep,0.49136,NaN,0.91682,0.71557,NaN,NaN,0.37526,NaN,0.49623,NaN,1.3943,0.34179,0.35555,0.18452,0.47632,0.38532
Su(P),0.60517,0.66256,0.76397,0.54258,0.59703,0.71826,0.71434,0.61212,0.86261,0.70994,0.75736,0.74028,0.5821,0.77064,0.77922,0.83462
,0.81259,0.9374,0.99519,0.85028,0.98206,0.93597,0.70665,0.64331,0.7021,0.69204,0.64374,0.6778,0.48107,0.53809,0.64382,0.62261
vari,0.6492,0.74767,0.83785,0.53161,0.67768,0.72815,1.0832,1.0178,0.98661,1.0885,0.96976,0.99122,0.70831,0.86071,0.94723,0.8925
,0.54865,0.60111,0.86999,0.72989,0.78786,0.71842,0.5662,0.52797,0.55084,0.55714,0.54428,0.59979,0.37227,0.36331,0.49771,0.46541
rept,0.48773,0.40475,0.54615,0.46841,0.34929,0.26503,0.65753,0.54767,0.87744,0.70129,0.4197,0.46809,0.45422,0.47776,0.60723,0.49348
Mhc,0.2071,0.23664,0.1725,0.18776,0.19423,0.23594,0.19214,0.18275,0.18633,0.19125,0.21454,0.22421,0.17032,0.1645,0.22768,0.20496
CG6239,0.25722,0.32792,0.32674,0.33542,0.34686,0.38879,0.5085,0.27988,0.29352,0.40673,0.40676,0.33495,0.37705,0.41562,0.50368,0.42166
Arpc1,0.70496,0.72808,0.54304,NaN,0.58387,0.54421,0.94182,NaN,0.91286,0.953,NaN,0.67966,0.66916,0.78585,0.88995,0.88837
His2B,1.9645,1.8612,1.7561,1.8129,1.8816,2.0009,2.3197,2.2623,2.3057,2.4453,2.226,2.143,1.7578,1.4438,2.3374,2.5229
,3.5247,3.1681,3.0237,2.5614,2.9724,2.8954,1.5871,1.6844,1.757,1.6971,1.9675,1.9128,1.3848,1.5502,1.8408,1.867
pnut,0.48133,0.57479,0.60003,0.45588,0.48372,0.44957,0.71771,0.7133,0.63831,0.73625,0.75619,0.73625,0.49253,0.57111,0.65439,0.63061
fax,0.49168,0.51158,0.58226,0.53755,0.53889,0.57574,1.0886,1.0284,0.97578,1.0085,1.0799,1.1175,0.80334,0.84176,1.0652,1.0766
Swim,0.653,0.70286,1.1512,0.70035,1.0727,1.1322,0.64087,0.56666,0.55316,0.59374,0.65638,0.71032,0.28873,0.35283,0.38225,0.3906
Galpha49B,0.56558,0.65896,0.80669,0.61581,0.64056,0.72215,0.51068,0.52506,0.50996,0.48272,0.53459,0.48331,0.36294,0.42681,0.48024,0.45699
,0.7539,0.57493,0.97523,0.72776,0.75218,0.6606,0.77396,0.724,0.61837,0.71918,0.67874,0.63968,0.42908,0.43795,0.56719,0.58798
His4,1.9142,1.7667,2.1221,1.6877,1.7767,1.8936,2.0516,2.1753,2.0475,2.0828,1.9761,1.9427,1.6576,1.4205,2.1902,2.3169
,1.8296,1.9642,1.6213,1.461,1.8402,1.8889,1.1204,1.1621,1.1129,1.1099,1.5445,1.4526,1.059,1.1409,1.3983,1.4167
Obp44a,1.1233,0.79266,0.89664,0.6687,0.85122,0.94142,2.4756,2.6817,2.4038,2.3139,2.5406,2.6046,3.2501,3.1532,4.2892,4.9296
His2A:CG33856;His2A,1.9258,2.03,1.9283,1.6922,1.9466,1.9894,2.1223,2.4804,2.3551,2.3226,2.3047,2.0842,1.4717,1.3319,1.9415,2.0229
betaTub56D,0.25563,0.28608,0.28582,0.28325,0.29031,0.27236,0.37683,0.3827,0.39538,0.37721,0.38083,0.38047,0.27027,0.26762,0.35637,0.3322
NP15.6,2.8582,2.8829,2.9082,1.7113,2.3,3.0206,2.0474,2.1262,2.2624,1.7376,1.8972,2.6627,2.2671,1.4176,2.9883,2.0485
,1.365,1.3679,1.7011,1.442,1.3373,1.2785,1.2152,1.0824,0.9643,1.1269,1.1002,1.1376,0.78478,0.77977,1.0344,1.1221
Dek,1.0093,1.0502,1.3317,1.0997,1.2577,1.1508,1.2773,1.2659,1.1991,1.3429,1.3799,1.3182,1.0471,1.0024,1.3801,1.2554
,0.8924,0.80692,1.0068,0.78362,0.65288,0.84388,0.85711,0.72801,0.73812,0.85802,0.82571,1.0325,0.43685,0.66632,0.57528,0.63141
,1.3326,1.3325,1.0346,0.92989,1.1992,1.4174,1.8325,1.5838,1.6951,1.5964,1.4461,1.4791,1.443,1.6297,1.8994,2.1396
P58IPK,3.3679,1.4041,1.9757,1.0026,1.4318,1.5018,1.3633,1.2328,1.5586,1.2342,1.5978,1.5716,1.0691,1.3699,1.4064,1.3315
,2.4101,2.0044,1.7392,2.0632,2.3809,2.1765,0.85778,0.81156,0.73423,0.78907,0.73465,0.75755,0.47449,0.49714,0.62407,0.59398
,1.8805,1.5288,1.4008,1.0577,1.1449,1.3303,2.2335,2.4316,2.1201,2.1011,2.5186,2.3416,1.7631,1.6355,2.318,2.3184
SmD3,1.4054,1.2894,1.2154,0.98295,1.5176,1.3112,2.1126,2.2267,2.0533,2.45,2.1926,2.2351,1.7804,1.7758,2.3399,2.2879
CG8399,0.6922,0.79068,0.97073,0.60096,0.93182,0.78656,1.0332,1.1499,1.1119,1.3384,1.0796,1.0747,0.88823,0.96084,1.1668,1.1214
Tm1,2.1119,2.6672,1.9339,1.7021,2.3478,2.2061,1.4678,1.269,1.5954,1.3925,2.3485,2.4471,1.7774,1.6636,2.3331,2.2774
Zn72D,0.27498,0.21902,0.60079,0.68009,0.24719,0.21585,NaN,0.45309,0.32289,NaN,0.32343,0.14469,0.23775,NaN,0.31125,NaN
betaTub97EF,0.43833,0.43011,0.50032,0.43434,0.49431,0.48311,0.50455,0.488,0.53268,0.44094,0.50273,0.41417,0.41734,0.39552,0.54626,0.54666
Chc,2.2902,0.12354,0.093205,0.16888,0.077467,0.077992,0.099229,0.098647,0.15886,0.11803,0.12802,0.11986,0.080958,0.088373,0.10596,0.11174
Pcmt,1.703,1.6226,1.2731,1.6165,1.6086,1.4819,1.019,1.2263,1.2155,1.266,1.1126,1.2188,0.94144,0.85073,1.232,1.0347
Rab39,0.79457,0.84003,NaN,0.74899,1.101,1.7903,1.1136,1.0441,1.0469,NaN,1.1213,1.0127,0.94138,1.2086,1.2315,1.1702
Hsp68,0.25825,0.25081,0.39171,0.31762,0.22355,0.17876,0.30375,0.40279,0.33751,0.39689,0.32853,0.49143,0.26568,0.42582,0.34754,0.37017
AP-2sigma,0.97502,1.1869,1.248,1.2106,1.3028,1.2701,1.0007,1.1616,1.0518,1.3724,1.1997,0.72878,0.88472,1.0354,1.1571,1.1403
flw,0.25979,0.29432,0.38424,NaN,0.39001,0.31305,NaN,0.19353,0.27685,NaN,0.17483,0.24348,0.14443,NaN,0.18886,0.20303
CG8891,1.1191,0.78686,0.81597,0.50039,0.79428,0.94766,1.1798,0.79317,0.7857,1.0666,0.91817,0.7645,0.67543,0.84607,0.88311,1.2985
LamC,0.95838,0.99583,0.89333,0.75753,0.87636,0.91291,1.3939,1.2953,1.13,1.3062,1.3473,1.2977,0.96848,1.0343,1.2661,1.3336
,1.2653,1.3471,1.5636,1.4193,1.5379,1.4932,1.2916,1.2246,1.0542,1.1483,1.1117,1.1967,0.79991,0.96768,1.0454,0.96705
,1.4216,1.8686,2.042,1.3974,1.3431,2.053,1.3557,1.0229,0.7247,0.75021,0.90199,0.82008,0.77875,0.79717,1.0169,1.073
Nca,1.1809,1.673,2.0028,1.3843,1.3738,1.3967,1.355,1.511,1.2616,0.97419,1.2976,1.1824,0.88914,0.99479,1.1595,1.1765
slgA,0.4402,0.54987,0.64315,0.56403,0.64692,0.67265,0.43801,0.40599,0.3971,0.44159,0.41648,0.41628,0.28166,0.25476,0.36701,0.37049
Snap,0.84393,0.77617,0.94862,0.76073,0.81104,0.77726,0.73822,0.66719,0.67579,0.67324,0.64658,0.64246,0.42864,0.41779,0.55819,0.58774
CG34439-RA,4.4351,4.1299,3.6176,NaN,3.0819,3.1733,2.4391,2.157,2.1156,1.886,2.4557,2.3419,1.913,1.8281,2.4909,2.0368
Arc1;CR10102,0.85743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.45778,NaN,NaN,0.218,0.12454,0.2838,0.23305
kcc,0.63126,0.72424,1.0114,0.88126,0.81078,0.85735,0.74605,0.65401,0.65509,0.67655,0.64718,0.58169,0.4574,0.46245,0.59484,0.51565
TotA,3.0919,2.366,3.5784,2.7352,3.6492,4.4896,3.7396,3.6508,4.1354,3.529,6.2959,6.806,1.0823,1.1472,1.4052,1.229
Vps13,0.2801,0.29692,0.27132,0.21935,0.30205,0.22173,0.45293,0.26612,0.83743,0.39018,1.9351,1.4719,0.22063,0.23584,0.28627,0.28473
Scox,1.0078,0.84274,0.78307,0.68771,0.5561,0.64427,0.71506,0.73991,0.6406,0.71608,0.62508,0.52924,0.43033,0.44939,0.55834,0.61951
Strn-Mlck,0.26163,0.29596,0.25915,0.23624,0.35994,0.32443,0.17444,0.158,0.17328,0.19452,0.28669,0.28423,0.19072,0.16419,0.24742,0.23988
l(2)k09913,0.93213,0.99966,1.1087,1.006,0.9793,1.0617,1.1456,1.1631,0.99951,1.1427,1.3261,1.1581,1.1512,1.2236,1.4927,1.424
Eps-15,0.71373,0.80007,0.79975,0.75475,0.87668,0.82545,0.77819,0.68478,0.70747,0.75405,0.67154,0.63374,0.45068,0.44781,0.58433,0.66849
,1.452,1.5366,1.5284,1.3674,1.5683,1.6107,0.9615,0.82884,0.9708,0.85293,1.0298,0.94372,0.70721,0.73944,0.91549,0.91959
Prosbeta5,0.67463,0.50908,0.66127,0.50054,0.70287,0.55957,1.1742,1.0355,1.104,1.2651,1.219,1.221,0.96432,1.2331,1.2479,1.2828
prc,2.0697,1.6965,NaN,NaN,1.5777,1.3453,2.4696,NaN,1.6887,NaN,NaN,NaN,1.6584,1.5669,2.1435,1.9015
igl,1.6101,1.2777,1.4189,1.5151,1.5758,1.3802,1.2859,1.4114,1.3693,1.3143,1.278,1.1324,0.92272,0.91903,1.1917,1.1643
ste24a,0.61105,0.76401,0.74868,0.75143,0.86557,0.85834,0.79855,0.94261,0.73311,2.1848,1.4284,1.189,0.77276,0.82108,0.99798,0.63483
mtd,0.33925,0.41539,0.47299,0.46175,0.41187,0.43866,0.46955,0.3758,0.34949,0.32983,0.36075,0.36536,0.23075,0.26001,0.29763,0.30355
CG6327-RA,0.58228,0.76653,0.50149,NaN,0.82746,0.5247,0.74583,0.41856,0.44296,0.53094,0.5598,0.58389,0.3661,0.43004,0.47204,0.45455
Fas1,1.0428,1.1083,1.5109,1.2117,1.2039,1.2432,0.91534,0.88059,0.87093,0.91581,0.80188,0.81447,0.59004,0.61213,0.76033,0.74367
Pax,0.25302,0.26848,0.27041,0.19879,0.33305,0.22347,0.29966,0.38431,0.33372,0.32104,0.34676,0.39524,0.27446,0.33594,0.35346,0.30986
,0.2933,0.17044,0.22322,0.13847,0.19526,0.22581,0.19382,0.23883,0.14946,0.15025,0.19183,0.16538,0.20884,0.27324,0.26876,0.23897
gammaSnap,0.70308,0.66268,0.78357,0.73104,0.74751,0.61195,0.69901,0.61236,0.61941,0.68404,0.67258,0.63869,0.48255,0.50759,0.62037,0.57331
CG31345-RA,4.9056,3.8708,4.065,3.7225,4.1861,4.1135,1.9523,1.9954,1.6509,1.903,1.8519,1.7762,1.3146,1.2703,1.6886,1.6978
CG5758-RC,3.3697,2.5213,2.151,1.5676,2.4319,2.4364,1.9892,1.927,1.7619,1.3486,1.6079,1.6034,1.2215,1.4342,1.5687,1.6186
,1.0502,1.2333,1.0789,1.3685,1.1594,1.557,0.87111,1.0111,0.83241,0.98772,0.95841,0.96115,0.70594,0.69147,0.90604,0.85361
LanA,0.17967,0.21644,0.18244,0.21351,0.21486,0.21732,0.28003,0.27058,0.21949,0.26595,0.28558,0.19617,0.18103,0.25219,0.23221,0.22621
vps2,1.8383,1.587,3.4669,1.6082,1.4116,1.5217,2.0451,1.9878,1.8747,1.6113,2.4639,2.2071,1.2488,1.6601,1.6007,1.4129
,0.97781,0.82283,1.0017,0.73342,0.90507,1.0298,1.1398,1.1632,0.94186,1.0184,1.0771,0.99204,0.84331,0.93664,1.0809,1.2538
CG11005,0.69077,0.73937,0.72788,0.63819,0.65667,0.71124,0.77601,0.69685,0.69088,0.83234,0.66601,0.77221,0.55972,0.68241,0.71726,0.59952
Atpalpha,0.22026,0.2583,0.31447,0.27845,0.276,0.31899,0.24083,0.21563,0.21107,0.22499,0.21908,0.21583,0.15362,0.14056,0.19681,0.18441
p38b,0.59179,0.54514,0.6454,0.55081,0.5915,0.52892,0.66541,0.66528,0.58928,0.65673,0.45955,0.57817,0.69779,0.62281,0.89375,0.62298
,0.84165,0.68186,0.64102,0.6459,0.58701,0.53133,4.2516,3.5981,5.7703,6.0136,7.1669,7.2005,8.4379,8.0441,10.804,11.133
,0.42158,0.41982,0.41925,0.3758,0.37588,0.48436,0.85191,0.91239,0.86119,0.87972,0.71051,0.77619,0.66166,0.67205,0.84689,0.8237
Ggamma1,0.97559,1.4894,1.4468,1.4187,1.1738,1.2189,1.2078,1.3551,1.1453,1.2253,1.211,NaN,0.93017,0.93661,1.1902,1.118
Tapdelta,0.73331,0.62453,0.69285,0.65608,0.64961,0.6901,0.95986,1.312,1.1959,1.2406,1.2443,1.3772,1.613,1.7114,2.0636,1.3116
sls,0.13464,0.19218,0.11022,0.24124,0.19408,0.14577,0.2113,0.16789,0.20451,0.23269,0.25471,0.17347,0.1376,0.18101,0.17592,0.23244
BcDNA.GH05536,3.5573,2.885,2.035,2.4165,2.882,4.0838,2.0326,1.7639,1.7715,1.8329,2.362,2.6935,1.9179,1.8707,2.4514,2.5294
Arr1,0.32386,0.4371,0.48722,0.44699,0.4772,0.49377,0.28961,0.26893,0.29552,0.29016,0.2487,0.28558,0.20928,0.23469,0.26734,0.23481
stnB,0.37585,0.39727,0.46233,0.44961,0.49279,0.50145,0.38033,0.32329,0.37472,0.38199,0.33581,0.29219,0.25077,0.25226,0.31961,0.25941
IA-2,0.71451,0.64988,1.0715,0.72984,0.76433,0.68556,0.69315,0.7116,0.46689,0.51027,0.52307,0.52327,0.44146,0.37012,0.5626,0.55725
,1.3704,1.4833,1.8481,1.4732,1.6005,1.7307,1.7469,1.7513,1.8924,1.778,1.8961,1.9924,1.3538,1.3329,1.7252,1.536
mRpL30,0.48224,0.53336,0.5314,0.46141,0.48904,0.50646,1.15,1.1888,1.0087,1.6059,NaN,1.5966,1.4688,1.8039,1.8669,NaN
Tm2,2.6785,2.503,2.2389,1.9709,2.3514,2.7398,1.363,1.359,2.069,1.3929,1.8125,1.933,1.3577,1.1695,1.7244,1.621
,0.28872,0.25231,0.27308,0.24269,0.26779,0.26023,0.55803,0.55894,0.6675,0.71314,0.64835,0.65065,0.5268,0.64948,0.66873,0.74491
Khc,0.14108,0.17161,0.16436,0.12621,0.14969,0.11646,0.25244,0.25417,0.33196,0.23263,0.27128,0.23642,0.18572,0.20641,0.23561,0.22754
dj-1beta,1.2089,1.1212,1.156,0.97117,1.1275,1.1295,0.79067,0.75349,0.87516,0.79739,0.76124,0.77555,0.69043,0.68859,0.87557,0.79755
ImpL3,0.48438,0.49645,0.55383,0.35031,0.47409,0.41366,0.65536,0.63881,0.6253,0.74489,0.65526,0.65224,0.60375,0.89153,0.76564,0.74798
n-syb,2.6073,2.5881,3.4211,2.0622,2.0987,2.5946,1.7776,2.0866,2.0095,1.8677,1.4761,1.4987,1.2619,1.364,1.5998,1.2402
chp,0.16035,0.1976,0.22934,0.19285,0.21369,0.21438,0.18351,0.18837,0.19447,0.20065,0.18361,0.18204,0.15232,0.14938,0.19308,0.20494
scf,0.94295,0.78199,0.86773,0.70952,0.7236,0.7405,1.4763,1.5128,1.351,1.5081,1.528,1.6208,1.0259,1.2595,1.3001,1.4439
Rab10,0.43668,0.62236,0.56257,0.56473,0.65071,0.43735,0.83588,0.60784,0.57228,0.68332,0.61723,0.5599,0.48904,0.55777,0.61929,0.49992
Droj2,0.23466,0.27288,0.23666,0.26173,0.26152,0.25259,0.43029,0.41384,0.39313,0.42032,0.38163,0.39411,0.34387,0.34514,0.43542,0.38466
smt3,1.2476,1.5016,1.2509,1.1389,0.69067,1.1463,1.751,2.0834,2.0929,1.8641,2.0453,1.7952,1.5618,1.6666,1.9773,1.5556
robl,1.9434,1.4258,1.7012,1.2536,1.6615,1.5511,2.0975,2.1683,1.9885,1.5519,1.8035,2.2687,1.6999,2.1545,2.152,2.3757
Snx6,0.53874,0.55632,0.60342,0.45684,0.627,0.61975,0.81194,0.81848,0.69018,0.71417,0.66895,0.66735,0.49958,0.57711,0.63224,0.55165
uzip,1.707,1.9443,2.0986,1.7569,1.9879,2.1342,2.096,2.5193,2.4026,2.4562,2.3409,1.9547,1.7995,2.0184,2.2766,2.3964
mt:ND5,0.65503,0.63818,0.87525,0.63759,0.79046,0.82387,0.52397,0.50973,0.62276,0.54224,0.57881,0.49236,0.48237,0.46393,0.6101,0.52995
Ank2,0.50842,0.54756,0.55812,0.6214,0.4841,0.58165,0.60565,0.64792,0.5395,0.58975,0.53266,0.42632,0.36932,0.45676,0.46677,0.47031
fbl,NaN,NaN,NaN,1.0921,0.44906,NaN,2.963,NaN,1.516,0.52992,NaN,2.3996,1.1571,0.88152,1.4624,1.4143
Tm1,2.2253,1.6371,1.623,1.407,1.335,1.398,1.5917,1.5381,1.5554,1.4901,1.7827,1.8031,1.5346,1.4839,1.9388,1.8461
prom,0.57322,0.62941,0.90197,0.60218,0.77207,0.73541,0.70618,0.74592,0.67665,0.71958,0.57479,0.70249,0.51097,0.49442,0.64454,0.67125
Syx1A,1.3187,1.3556,1.6814,1.8051,1.4886,1.4986,1.2962,1.3399,1.2174,1.2231,1.2281,1.1781,0.89999,0.88148,1.1351,1.1504
,2.1504,1.9255,1.7808,1.7448,2.1378,1.9579,1.2032,1.4125,1.2547,1.2396,1.7338,1.597,1.2263,1.2496,1.5462,1.607
,0.41384,0.50471,0.63742,NaN,0.55991,0.34872,0.45851,0.40381,0.41812,0.48797,0.27781,1.6299,0.36565,0.41298,0.46102,0.46453
,0.68659,0.70792,0.70135,0.58775,0.82702,0.74861,0.92875,1.0837,1.0244,0.94951,1.0448,0.76416,0.88066,NaN,1.1099,1.0155
NUCB1,2.2489,1.8628,1.6431,1.3399,1.5866,1.7373,2.2955,2.7658,2.2447,2.7845,2.6634,2.544,1.9856,2.1209,2.5024,2.6674
tsr,0.59755,0.47774,0.57853,0.59433,0.51129,0.55922,0.84241,0.91347,0.92363,0.87576,0.93895,0.87403,0.77543,0.85015,0.97696,0.93458
Fas2,1.0558,1.1302,1.2273,1.0976,1.5381,1.5036,1.7122,1.4661,1.4029,1.5556,1.3879,1.4604,1.1856,1.3388,1.4921,1.4331
mt:Cyt-b,1.9787,2.1288,1.4723,1.217,2.0184,1.9028,1.596,1.447,1.1495,1.0502,1.3251,1.2118,1.4213,1.5587,1.7878,1.7203
,0.63212,0.59889,0.64831,0.6061,0.86845,0.80892,0.89081,1.0185,0.85884,0.99102,0.94835,1.0177,0.81507,0.97874,1.0249,1.1438
Aac11,0.23422,0.30392,0.31319,0.30299,0.38059,0.28362,0.59,0.43397,0.71489,0.48361,0.48835,0.48394,0.39684,NaN,0.49873,0.44299
l(3)neo18,3.5804,3.1827,3.5089,2.6599,3.2568,2.9733,1.9576,2.0279,1.8593,1.9777,2.255,2.2423,1.7993,1.8097,2.2605,2.1484
CG32473-RB;CG32473-RC,0.96706,0.54038,0.57315,0.5557,0.50905,0.49841,0.70937,0.69542,0.41037,0.73289,0.63118,0.62611,0.63434,0.59086,0.79633,0.7991
,0.34879,0.44423,0.36732,0.33534,0.40004,0.35436,0.42953,0.43384,0.31538,0.45733,0.40547,0.37115,0.2827,0.28589,0.35488,0.37877
metro,0.66279,0.62503,0.69992,0.64523,0.52795,0.61436,0.632,0.59684,0.56381,0.66526,0.72559,0.50451,0.51033,0.50762,0.64008,0.65782
Syt1,1.1349,1.1671,1.391,1.0922,1.4374,1.4247,0.9746,1.0106,1.0349,1.0302,0.97774,0.93115,0.73148,0.67727,0.91634,0.88899
Gs1,0.89621,0.79905,0.94727,0.89349,0.71704,0.75365,0.67216,0.73054,0.59098,0.60126,0.60809,0.59954,0.37253,0.40056,0.46643,0.42403
ltd,1.0102,1.2838,1.5152,1.2048,1.4083,1.301,1.1589,1.1144,1.0603,1.0714,0.91956,0.97123,0.7525,0.69531,0.94184,1.0013
Zasp66,5.0602,3.9758,5.3928,4.5579,4.0545,4.7118,1.8554,1.5932,2.026,1.8052,2.2698,2.2585,1.7202,1.7934,2.1504,2.0353
CG15881-RA,1.9002,1.1122,1.1303,1.0634,1.2633,0.93746,NaN,1.7625,1.4284,1.8699,NaN,1.9855,1.8455,2.3043,2.3069,1.4355
Prx5,2.1148,1.7858,2.1112,1.8325,1.8026,2.0208,1.1034,1.2113,1.0728,1.1553,1.0328,1.148,0.89973,0.89869,1.1246,1.0722
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,0.95776,0.93414,0.84592,0.6822,0.87622,0.82665,1.1025,1.1929,1.2602,1.1836,1.3215,1.3755,1.0139,1.0967,1.267,1.2774
Tsp96F,1.0037,0.86091,1.2797,0.83163,1.1622,1.2111,1.36,0.99356,1.1194,1.4253,1.3479,1.0633,0.8786,1.2278,1.097,1.0264
bnb,1.5655,1.1773,1.5324,1.3087,1.3651,1.3016,1.6203,1.7501,1.6984,1.5395,1.3444,1.3327,1.0409,1.0887,1.2984,1.4001
Nup98-96,0.69889,NaN,0.569,NaN,0.61477,0.43663,0.79842,0.84453,NaN,0.15502,0.73328,0.54701,0.44038,0.70797,0.54922,0.67892
Pfk,0.20576,0.23866,0.20247,0.22409,0.23381,0.2413,0.16187,0.17196,0.15847,0.15952,0.20959,0.20309,0.15832,0.17377,0.1974,0.18903
Mlp60A,0.31727,0.29739,0.26575,0.22229,0.21098,0.26702,0.86533,0.85385,0.79261,0.79779,0.81187,0.88531,0.69411,0.55839,0.86505,0.79939
,0.61516,0.75031,0.89732,0.65366,0.77504,0.77621,0.78994,0.66832,0.77291,0.78944,0.67373,0.74138,0.51715,0.71624,0.64431,0.52363
trol,0.14978,0.19564,0.23019,0.19265,0.28899,0.15277,0.22495,0.15564,0.21979,0.1406,0.26013,0.1812,0.12662,0.18311,0.15769,0.20398
Lac,1.1911,1.2387,1.4386,1.303,1.1985,1.2699,1.898,1.9726,1.9431,2.0022,1.8561,2.016,1.4312,1.5909,1.7823,1.408
,1.0576,0.9702,0.95934,0.86692,1.1628,1.1282,0.73257,0.62342,0.63953,0.66555,0.76951,0.78203,0.53173,0.53213,0.66205,0.71779
SmE,NaN,NaN,NaN,NaN,1.2451,NaN,2.4313,NaN,2.517,2.6086,NaN,1.7361,2.2271,2.778,2.7716,NaN
,0.66448,0.80529,1.0424,0.35178,0.7256,0.73735,0.5636,0.44679,0.5744,0.63348,0.54208,0.55122,0.42074,0.4832,0.52346,0.47382
Cpr62Bc,1.0627,0.96516,1.1822,0.80092,0.99926,1.0715,1.7911,2.1933,1.7921,1.9378,1.5235,1.7697,1.6839,1.5461,2.095,1.8766
