Gene names, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha _day_10_1, Alpha _day_10_2
Vap-33-1,0.76599,0.70132,0.72592,0.75737,0.69794,0.75046
,0.71096,0.69722,0.71254,0.71508,0.69084,0.72981
beta-Spec,0.27508,0.27796,0.25052,0.26627,0.26367,0.24344
GstE9,0.57266,1.3474,0.45321,0.51304,0.55236,0.5657
cry,0.55459,0.18178,0.24253,0.2143,0.34169,0.58771
RFeSP,1.0284,0.89325,1.107,0.9646,1.1825,1.2511
,1.8166,1.8903,1.8102,1.7269,1.8798,1.7732
Pka-R2,1.2037,1.244,1.2035,1.2302,1.1856,1.1897
dod,1.4956,1.4641,1.4445,1.3472,1.4482,1.4002
,1.3246,1.8101,1.899,2.1157,2.1994,1.7568
lap,0.73021,0.68182,0.61627,0.69362,0.6166,0.75574
Gapdh1,0.97697,1.0196,1.1101,1.0061,1.2925,1.2743
,0.77836,0.64025,0.55377,0.60284,0.72599,0.7011
Act5C,0.45176,0.49464,0.47349,0.49591,0.42836,0.44615
par-1,0.61402,0.77236,0.57032,0.57374,0.65805,0.546
PGRP-SD,0.50031,0.54673,0.46381,0.53123,0.37048,NaN
babos,2.3406,NaN,2.2981,2.8048,2.2263,2.8335
nrm,1.2213,1.522,1.4095,1.4305,1.2741,1.2578
alpha-Spec,0.32192,0.28604,0.28241,0.3039,0.27086,0.27505
ATPsyn-Cf6,2.1197,2.2402,2.3346,2.2307,2.115,2.5652
Tm1,2.0859,1.8779,2.0692,1.9051,1.9539,2.0762
,0.64935,0.6619,0.56372,0.5676,0.64778,0.70912
Tep4,0.14159,0.15203,0.17255,0.18694,0.19117,0.20497
Sod3,0.8841,1.0916,1.8659,1.1284,1.0783,1.6735
Hsc70-3,1.6419,1.7181,1.6049,1.5835,1.5821,1.5659
,1.8483,1.4687,3.0347,1.9273,2.371,1.9378
Klc,0.49244,0.52591,0.61329,0.52276,0.57752,0.571
Cnx99A,1.3136,1.1836,1.082,1.1391,1.1316,1.0489
bor,1.1266,1.0551,0.99737,1.0783,1.1633,1.136
,1.4217,1.2645,1.3718,1.5202,1.4167,1.5623
Tom70,0.49792,0.37492,0.45333,0.41675,0.36978,0.38919
,2.3473,2.442,2.2443,2.0517,2.0389,2.3748
,1.2165,1.2629,1.0702,1.2189,1.077,1.0365
Argk,0.98014,0.9846,0.97373,0.98168,1.0345,1.0542
Tim14,1.7675,2.1079,1.5412,2.1049,1.9609,2.1909
Cpr66D,3.4227,3.3187,3.2906,2.8084,3.0132,3.247
betaCop,0.21662,0.1993,0.26501,0.26348,0.36052,0.2998
,1.0762,1.0106,0.90189,1.0272,1.0352,1.0391
Nrx-IV,0.56728,0.57243,0.45746,0.51717,0.44666,0.43187
P32,1.3334,1.3667,1.3482,1.3084,1.4766,1.3959
CG10083,1.3194,1.1907,1.2516,1.2179,1.132,1.2185
Pka-C1,0.7509,0.76257,0.68261,0.74808,0.65995,0.68454
02-Sep,0.80999,0.68958,0.70898,0.73645,0.87624,0.81069
CG6564,1.3286,1.2749,1.12,1.2871,1.3884,1.3502
,1.2246,1.1453,1.1065,1.078,1.4141,1.8913
Gad1,0.52421,0.51464,0.53719,0.4967,0.46868,0.47586
ran;Ran,1.191,1.3575,1.2354,1.2593,1.2027,1.1995
CoVIb,1.6667,1.6647,1.6278,1.4856,1.8199,1.7097
Sirt2,NaN,NaN,0.44255,0.42466,0.44402,0.34988
endoA,0.49297,0.46401,0.39866,0.49294,0.43189,0.43616
,2.2307,2.3186,2.3018,2.0843,2.3045,2.454
Rab3,0.86951,0.82059,0.72515,1.0198,0.88362,0.67269
inaD,0.22852,0.22118,0.23836,0.23157,0.24319,0.21467
D1,2.1934,2.6284,2.0244,2.2827,2.4771,2.2257
bt,0.12518,0.11293,0.11435,0.1175,0.13058,0.14262
Rm62,0.80591,0.83783,0.86415,0.76606,0.86333,0.80447
Cpr97Eb,2.927,2.9399,3.1326,3.0782,3.015,3.0555
Pur-alpha,1.5036,1.5043,1.4062,1.4136,1.3578,1.4887
,0.85237,0.86989,0.96614,0.92251,1.1054,1.0492
ctp,0.83691,0.68267,0.68287,0.818,0.79297,0.79761
desat1,0.61432,0.579,0.39862,0.4467,0.4896,0.40382
Syb,2.8664,2.0568,2.1133,2.46,1.9131,2.1923
Zw,0.28172,0.26477,0.26398,0.30712,0.28295,0.22821
CalpA,0.36278,0.60862,0.73172,0.64399,0.67284,2.3776
rl,0.77483,0.66824,0.64043,1.5543,0.73719,0.66654
alphaCop,0.2867,0.23685,0.1951,0.20193,0.24771,0.25401
Idgf3,1.501,1.4636,1.4494,1.4546,1.6169,1.6756
Plc21C,0.41725,0.4347,0.34678,0.26842,0.21885,0.42297
Nc73EF,0.1566,0.14904,0.15725,0.15297,0.17983,0.18373
Rpn12,0.7831,0.82762,0.81124,0.76487,0.80784,0.91178
,1.072,1.1501,0.98632,0.96563,1.0777,0.96148
sec63,0.36878,0.34458,0.33302,0.28845,0.47031,0.35838
Rbp6,1.3404,1.159,1.3527,1.0294,1.2462,1.2479
Amph,1.3921,1.4626,1.4451,1.4776,1.5489,1.6253
Cys,2.7312,3.4312,2.4204,2.2406,2.551,2.3786
Snx3,1.2607,1.2246,NaN,1.2824,1.3217,1.3091
Mlc-c,2.1064,2.0745,2.1824,1.9784,2.1137,2.254
Ccp84Ae,1.5593,1.3039,2.729,1.9899,1.0227,1.3415
rdgB,0.59944,0.26717,2.1358,0.32788,0.41536,0.25673
CG12173,1.1274,1.0729,1.083,1.0256,1.2206,1.1108
nst,0.764,0.69906,0.7861,0.75909,0.86762,0.82559
lwr,0.76839,0.82144,0.82342,0.75919,0.91106,0.83911
CG30022;CG30023,1.0229,0.89258,0.826,1.0084,0.98013,0.84958
,0.64221,0.61792,0.68118,0.64746,0.86487,0.86517
TwdlT,3.7487,3.8698,3.3244,3.4062,2.7701,3.1818
,2.3019,2.0114,1.7108,2.2067,1.8998,2.0288
CG6719,1.5993,1.3977,1.6766,1.8016,1.8362,1.8551
blw,0.74034,0.74223,0.76691,0.78086,0.82574,0.83107
Patj,0.65058,0.44655,0.5531,0.49878,0.47098,0.48955
kcc,0.72499,0.74929,0.76704,0.71578,0.73276,0.79169
,1.047,1.4271,1.3085,1.1207,1.0535,1.1089
Aats-lys,0.57115,0.46537,0.4165,0.46612,0.55438,0.47055
,1.0983,1.1861,1.2847,1.214,1.5166,1.4711
,1.0402,1.0244,0.99925,1.071,0.82986,0.99247
Gapdh2,1.0687,1.0247,1.0194,1.0159,1.1625,1.1561
,1.0004,0.87438,0.9895,0.9067,1.1953,1.1231
Vha100-2,0.34477,0.34923,0.34477,0.39648,0.34877,0.35868
Tm1,1.9033,1.7811,1.879,1.8685,2.7535,2.4971
Trxr-1,0.53085,0.54951,0.56813,0.59258,0.57841,0.62345
Imp,0.47198,0.41598,0.62607,NaN,0.64736,0.51021
Stam,1.1073,0.95489,1.0954,0.91206,1.1493,1.0261
sw;Sdic1;Sdic2;Sdic3,0.70665,0.69006,0.70973,0.71328,0.94451,0.91567
l(1)G0334,0.93854,0.94766,1.0102,0.93448,1.0293,1.057
ATPsyn-gamma,0.86889,0.85993,0.93142,0.88515,0.91398,0.90003
Act88F,0.38605,0.41463,0.4557,0.46074,0.66142,0.6598
Rpt3,0.92689,0.90555,0.83965,0.95534,1.0302,1.0027
SdhB,0.80634,0.83675,0.76762,0.76895,1.0517,1.027
Ndg,0.49652,0.34,0.46202,0.46934,0.48179,0.60312
Ude,1.5338,1.861,1.6812,1.7045,1.5381,1.6206
GstD1,0.8412,0.84838,0.77553,0.75998,0.80698,0.80546
TM4SF,0.66269,0.80642,0.73234,0.81555,0.64745,0.69749
,2.046,2.3609,2.2404,2.3343,2.8278,2.023
sesB,0.59538,0.62799,0.62134,0.62507,0.74022,0.73292
Pka-R1,0.92002,0.70485,0.99624,0.87094,0.81039,0.68655
t,1.7956,1.7156,1.661,1.6035,1.5891,1.418
Mpcp,0.73899,0.77991,0.79198,0.77096,0.6066,0.7088
Rpn1,0.44103,0.35523,0.37079,0.46787,0.38551,0.45994
Dhod,2.2112,1.9994,2.0523,1.9121,1.9147,1.838
,1.0655,1.1749,1.2304,1.158,1.4249,1.4122
,0.85127,0.78412,0.75838,0.79259,0.70465,0.73906
skap,0.78082,0.75556,0.73424,0.73304,0.77676,0.82931
stv,1.5639,1.4401,NaN,NaN,NaN,0.92097
CG1458,0.79749,0.79656,0.68948,0.74501,0.76835,0.75984
norpA,0.20643,0.182,0.21188,0.18903,0.22426,0.16669
,0.5954,0.58498,0.57941,0.62253,0.54632,0.35597
ND42,0.63034,0.61975,0.63717,0.66317,0.80161,0.8177
CG11073-RA,2.8746,2.8527,2.7316,2.827,2.2017,2.5606
alphaTub84D;alphaTub84B,0.43171,0.42417,0.4507,0.43712,0.44131,0.46058
CHKov2,0.96032,1.0882,0.8001,0.45533,NaN,NaN
Hsc70-1,0.54799,0.56696,0.54645,0.55073,0.8807,0.71277
CG10688,1.0625,0.83689,0.74861,0.73961,0.65002,0.59688
14-3-3epsilon,1.4032,1.4797,1.3152,1.3017,1.2447,1.163
Cortactin,1.9105,1.7388,1.9031,1.8881,1.7162,1.6376
,0.82767,1.1255,0.74417,NaN,0.71007,0.77879
PpD3,0.37206,0.22978,0.21642,0.39565,0.31509,0.40943
c11.1,NaN,0.12254,0.30775,NaN,0.30175,0.33395
papi,NaN,NaN,NaN,NaN,NaN,0.81139
,0.45589,0.36601,0.27215,0.32992,0.38348,0.36932
Rbcn-3B,0.3405,1.0968,0.23494,0.21148,0.17477,0.2116
Rpt5,0.6533,0.59273,0.6581,0.69737,0.74809,0.74105
hts,1.0599,1.0369,1.0576,1.0155,0.92705,1.0401
CG9362,0.48309,0.64877,0.46408,0.3053,0.34437,0.32479
Vha100-1,0.33116,0.32903,0.33756,0.37633,0.3568,0.32071
Gdh,0.48994,0.51362,0.50153,0.51849,0.49082,0.48878
Synd,0.71646,0.60193,0.67,0.66368,0.5877,0.62494
,1.8929,1.7937,1.6429,1.8659,1.8014,1.8367
nwk,0.30857,0.29592,0.27897,0.32413,0.28775,0.26212
Gs2,0.42059,0.38622,0.40235,0.36635,0.31665,0.39794
RpL38,0.935,0.98461,1.059,1.1155,1.0963,1.6137
Esyt2,0.87602,0.7291,0.5779,0.74253,0.57181,0.54043
cpx,1.1797,1.1558,1.2803,1.3458,1.1861,1.1237
fh,1.0551,1.8578,NaN,NaN,NaN,1.2181
Rab6,2.0674,2.2322,2.0049,1.8413,2.3512,1.9569
,0.58435,0.70127,0.75644,0.6627,0.62201,0.70846
,1.2006,1.1821,0.97604,0.93266,1.0214,0.89335
Dsp1,1.667,2.0964,1.2818,1.6312,1.6414,1.318
boss,0.92101,0.86208,0.95224,0.89872,0.8475,0.96082
Gk,0.53336,0.4449,0.35399,0.55219,0.33618,0.50928
CG8635,0.8668,NaN,0.68943,0.62441,0.77191,0.7239
Mlc2,1.9459,2.0293,1.9815,1.7699,2.2921,2.5281
kdn,0.71313,0.70743,0.73496,0.77906,0.88695,0.87032
nahoda,1.4639,1.3158,1.2195,1.3206,1.0681,1.2693
Caf1,NaN,0.84151,0.90518,1.0718,0.97489,0.93213
Pros26.4,0.74756,0.70088,0.78889,0.78058,0.85062,0.84114
Rac2,0.69453,0.73292,0.69859,0.78996,0.73189,0.49363
,0.7028,0.68151,0.71756,0.7794,0.69301,0.69008
santa-maria,0.91687,1.0063,0.71881,0.66452,0.93407,0.94015
SdhC,1.665,1.7795,1.8009,1.817,2.1399,2.1976
,0.75203,0.74645,0.67563,0.72155,0.94517,0.96122
GstT1,0.94067,1.0082,0.82154,0.87747,0.94661,0.91788
,0.38759,0.32069,0.36333,1.3056,0.3831,0.34775
,0.36492,0.44035,0.43336,0.45659,0.55448,0.5339
Dmn,1.4347,1.3991,1.4398,1.4617,1.5953,1.3515
CG5028-RC,0.82865,0.76223,0.81141,0.77448,0.88085,0.90345
Rab2,1.4475,1.4763,1.5356,1.7206,1.475,1.5592
Drp1,0.31005,0.32076,0.24725,0.22964,0.45479,0.23013
Cam,2.2119,2.2191,2.1221,1.955,2.1186,2.1639
,0.47118,0.49379,0.54034,0.5159,0.57242,0.59341
,NaN,NaN,NaN,NaN,NaN,NaN
,1.7472,1.8654,1.8561,1.8202,1.9143,2.1263
Cbp53E,1.2695,1.2471,1.2934,1.2298,1.086,1.032
Nop56,0.7992,NaN,0.86894,1.7314,0.62913,0.81052
,1.6599,1.7429,1.6648,1.7746,1.5668,1.7785
Rac1,0.93497,0.9021,0.67925,0.81533,0.80337,0.90058
ninaA,0.40532,0.47142,0.49108,0.56213,0.50754,0.74418
Df31,1.3737,1.596,2.3436,2.1528,2.0017,1.7695
,0.95934,1.1462,0.93541,1.1133,1.3642,1.0622
,1.111,0.97462,0.84647,0.91118,1.0196,0.87642
TFAM,2.0408,2.0705,1.8581,1.9715,1.8399,1.8331
La,2.3886,2.6165,2.5198,2.3768,2.5002,2.0453
Wbp2,2.6199,2.2728,2.1313,2.0404,2.251,2.2723
Ote,3.0461,3.2765,3.0712,2.8938,3.081,2.65
Syx13,0.84065,2.0386,1.097,1.638,1.3227,NaN
Vha13,2.2976,2.2834,2.3697,2.2537,2.1409,2.0216
Adk1,1.0387,1.024,1.0619,1.028,1.0316,1.1321
,0.89088,0.81905,0.84166,0.76934,0.78155,0.73785
,1.0723,1.0487,0.95279,1.0063,1.0623,1.019
Karybeta3,0.17339,0.1711,0.21451,0.17206,0.17324,0.16077
Rala,0.8767,0.84389,0.69359,0.81723,0.83118,0.72518
,0.68616,0.67417,0.57666,0.59343,0.55574,0.62206
dlg1,0.84862,0.81589,0.78113,0.79778,0.8318,0.85322
DNaseII,0.78734,1.1816,0.81748,1.1214,0.70163,1.1312
,1.5378,1.2885,1.5914,1.4509,1.4105,1.3184
Trx-2,1.057,1.137,1.0233,0.94085,1.0698,0.97346
koi,2.1159,2.0469,1.8553,2.2101,2.1367,2.0063
,0.48412,0.40243,0.36045,0.47919,0.34719,0.35313
Sod2,0.81567,0.9422,0.82259,0.83671,0.80369,0.78978
vib,0.63926,0.60137,0.52943,0.62523,0.66847,0.63285
Cont,1.1611,1.0441,0.97558,1.1201,1.1419,0.89576
baf,1.5334,1.6683,1.4621,1.4965,1.6549,1.7499
,1.9223,1.812,1.6007,1.8821,2.0076,1.5556
Spn88Ea,0.74193,0.75699,0.83539,0.76731,0.76605,0.98067
Ace,0.97951,0.94396,0.9322,1.0663,0.92494,0.90378
CG6045-RA,0.43582,0.40225,0.37516,0.4071,0.35089,0.3177
Tsf2,0.96228,0.89132,0.81812,0.87801,0.83023,0.67266
,0.57364,0.57566,0.53379,0.53612,0.53875,0.54156
Prosbeta3,NaN,1.4572,1.0071,0.95251,NaN,NaN
,1.1135,1.169,1.05,1.0746,1.3495,1.3183
pUf68,0.68211,0.6784,0.57238,0.69442,0.69862,0.64148
cib,2.2876,2.4133,2.4975,2.3184,2.6961,2.7035
comt,0.38823,0.36132,0.34095,0.3576,0.36029,0.33534
Flo,1.3954,1.3009,1.1557,1.1751,1.2168,1.1256
,1.5612,1.5717,1.3995,1.4845,1.7658,1.7695
sun,2.0521,2.1369,1.9779,2.0588,2.2833,2.5809
TotC,4.3431,3.8473,4.8757,4.0824,6.2896,6.319
hoip,0.9183,0.96969,0.81192,1.0788,0.85052,1.0027
,1.2963,1.0938,1.145,1.2988,1.1535,1.1184
RpS5a;RpS5b,0.52653,0.61521,0.59909,0.64187,0.54543,0.60359
eIF5,0.61092,0.7707,0.58874,0.67643,0.69602,0.75918
cpb,0.77643,0.66509,0.68786,0.7218,0.72173,0.931
,2.1991,1.7039,1.6199,1.5814,1.5467,1.716
Sod,1.0787,1.228,1.1126,1.1091,1.044,1.0451
,0.35085,0.34388,0.30338,0.41622,0.2714,0.3141
Oscp,1.3273,1.4073,1.408,1.2727,1.4757,1.4615
atl,0.4782,0.42333,0.43327,0.67655,0.60577,0.50763
Spn77Ba,2.4712,2.3364,2.4376,2.2506,2.1914,2.2905
14-3-3zeta,1.279,1.2466,1.3092,1.2879,1.2075,1.3111
Prosbeta4,2.2484,2.1998,2.3402,2.3755,2.4708,2.2578
ttm50,1.5064,1.4981,1.4958,1.6857,1.6908,1.7601
shg,1.4442,1.3464,1.2945,1.2447,1.3565,1.5919
c550,2.0594,2.2681,2.0259,2.1215,2.4462,2.4989
,0.55265,NaN,0.30215,0.20162,0.35747,0.2713
CanB2,1.2174,1.0633,1.2889,1.2799,1.2555,1.4056
CG1970-RA,0.68915,0.66418,0.63546,0.70341,0.84698,0.80016
CG9090-RA,0.74349,0.77326,0.82639,0.84308,0.90162,0.96832
up,2.7401,2.7508,2.7438,2.5711,2.6458,2.7597
ninaC,0.13742,0.12862,0.12412,0.13477,0.13822,0.12569
mub,0.51968,0.59005,0.51597,0.41602,0.50265,0.47534
CG11594,0.45637,0.71585,1.0538,0.67972,0.47444,0.36484
Eb1,0.59363,0.52128,0.54596,0.57678,0.48436,0.67931
Pabp2,1.1886,1.3097,1.068,1.0486,1.1657,1.0979
cl,1.352,1.3786,1.1595,1.188,1.2077,1.2327
chic,1.1864,1.1426,1.1851,1.07,1.0801,1.1412
CoVb,1.3233,1.5221,1.4129,1.3602,1.399,1.4576
wupA,0.81268,1.0761,1.1065,1.288,1.1321,1.2318
Pegarn,1.274,1.2043,1.0888,1.4653,1.1995,1.1153
cathD,1.6321,1.657,1.4274,1.4344,1.6615,1.6334
,0.99843,0.85023,0.81972,0.84168,NaN,0.94229
CG8446-RD,1.3415,1.6491,2.1081,1.5379,1.6165,1.7191
HmgD,2.7601,3.2087,2.8779,2.451,2.7387,2.4526
,1.5269,1.6078,1.6784,1.7003,2.1257,1.9945
,1.4871,1.4172,1.4996,1.3296,1.3347,1.1441
mfas,0.71364,0.65988,0.61626,0.65596,0.60831,0.76724
ced-6,0.86151,0.81623,0.82264,0.72486,1.0077,0.90595
,1.982,2.0043,1.8666,1.7467,1.8006,1.8389
l(3)01239,1.8972,1.7834,2.1947,1.6933,2.1364,2.3413
,0.60403,0.52761,0.56379,0.62911,0.66054,0.59903
Tep2,1.2108,1.2532,0.78953,0.88638,1.0314,1.0212
eIF-4E,1.218,1.188,1.2099,1.3885,1.2105,1.2656
cora,0.86765,0.87152,0.81775,0.82196,0.80223,0.76211
Hsc70-5,0.60886,0.63854,0.65202,0.66553,0.69304,0.64924
,0.63723,0.61345,0.62469,0.63717,0.7437,0.78869
,2.129,2.1341,2.1986,2.0747,2.4783,2.2323
Pglym78,1.1148,1.1134,1.1584,1.0771,1.135,1.2024
Act87E,0.48769,0.45669,0.50606,0.4865,0.52813,0.54144
,1.5093,1.5241,1.2464,1.3272,NaN,1.5048
CD98hc,1.5966,1.4266,1.4228,1.4725,1.4024,1.4475
Dap160,0.99611,0.92885,0.91958,0.96574,0.91512,0.92627
Txl,0.67013,0.65733,0.71197,0.71053,0.76797,0.75901
Rab1,1.2047,1.3146,1.2605,1.2824,1.3202,1.2278
,0.86762,0.88136,0.84063,0.8736,0.8281,0.84779
FK506-bp2,1.1308,1.2199,1.1564,1.0264,1.0742,1.0913
,NaN,1.2999,1.6382,1.7176,1.8421,1.7673
EG:25E8.1,0.64542,0.62237,0.61185,0.66004,0.68475,0.62394
Rab18,1.8524,1.1699,0.96869,1.0015,1.4207,1.4168
Vha14-1,1.0573,1.1109,2.089,1.1189,1.0267,2.3291
,0.98389,0.60731,0.85827,0.66581,1.0381,0.85326
ATPsyn-beta,2.0467,1.9534,1.9384,1.7464,2.0841,2.2567
Gdi,0.64232,0.64901,0.66202,0.65668,0.63563,0.61626
14-3-3zeta,1.2603,1.2181,1.3601,1.2974,1.092,1.2566
Cpr49Ah,3.8322,3.2052,3.6508,3.5805,4.0711,3.6628
Ugt,0.58234,0.51358,0.44415,0.51435,0.70319,0.4485
Vha55,0.51757,0.51592,0.49534,0.52504,0.46449,0.49754
VAChT,0.80189,0.86183,0.81757,0.84639,0.84873,0.78554
nrv2,0.98466,0.93444,0.96034,0.85749,0.94546,0.9443
opa1-like,0.83011,0.81557,0.71884,0.84968,0.84028,0.85592
Cpr73D,1.8022,1.9499,1.7275,1.5601,1.7386,NaN
Rpn6,0.53615,0.55981,0.61865,0.67889,0.61824,0.56147
SdhA,0.55442,0.5616,0.56084,0.56713,0.70044,0.69626
Nrx-1,0.53928,NaN,0.37386,0.38561,0.36016,NaN
,0.63324,0.71023,0.75162,0.6721,0.82937,0.96464
sals,0.7197,0.68391,0.98914,1.1073,0.8917,0.92935
sds22,0.80173,0.84425,0.82383,0.88987,0.70683,0.7334
Fim,0.43318,0.36215,0.45677,0.47525,0.49248,0.47117
Frq1,1.9516,1.6572,1.8198,1.9249,1.6511,1.6081
fne,0.61055,0.63408,0.89163,0.46531,0.50596,0.53894
,0.94852,0.61712,0.85018,0.62272,0.69255,NaN
Mp20,0.87547,0.87965,1.0054,0.95273,0.9373,0.9787
CG5044-RB,0.67346,0.68021,0.59335,0.55878,0.60546,0.53108
Prp19,0.82337,0.7167,0.59268,0.54875,0.7217,0.57268
,1.5067,1.529,1.642,1.4552,1.5999,1.5374
EG:152A3.3,1.056,1.2487,1.0251,1.0208,1.2433,1.4719
aay,2.4519,2.2383,1.7007,1.9336,1.9464,1.9791
Dak1,0.73769,0.75783,0.71097,0.69008,0.66701,0.70475
Ssadh,0.46245,0.44032,0.43717,0.44252,0.42616,0.43688
,0.81656,0.61884,0.75477,0.86602,0.65054,NaN
Sh3beta,1.4543,1.125,1.4004,1.3607,1.5393,1.6009
Obp56a,0.71869,0.71674,0.62944,0.53532,0.6743,0.61539
porin,2.0735,2.0026,1.9943,1.8738,2.0532,2.1447
Su(var)205,2.2125,2.252,2.0871,2.1393,1.8477,2.0467
Mtch,0.58208,0.61418,0.57975,0.59546,0.52686,0.57623
His2Av,2.2805,2.2326,2.2435,2.0322,2.1715,2.0989
su(r),0.23706,0.14291,0.28203,0.32302,0.22937,0.30787
cer,1.369,1.5897,1.2717,1.2839,1.2355,1.3319
,1.5572,1.4926,1.5485,1.5619,1.3607,1.4872
flr,0.7213,0.72548,0.73634,0.73723,0.6906,0.70567
GstO3,2.4182,2.0796,2.1254,2.0272,2.0089,2.0681
Tcp-1zeta,0.57333,0.47463,0.67354,0.60932,0.60893,0.70137
Inx2,0.43373,0.48107,0.51006,0.47464,0.40084,0.4376
Arf79F,1.4375,1.3196,1.3032,1.1994,1.368,1.2121
ics,1.9871,NaN,1.9992,1.9702,2.3107,2.0273
,1.0485,0.9749,1.0314,1.2846,1.4039,1.3225
,1.7981,1.7025,1.8958,1.628,1.8927,1.7709
stmA,0.22761,0.20783,0.26558,0.31054,0.34584,0.2941
rhea,0.17475,0.23828,0.11348,0.25853,0.17977,0.26155
PMCA,0.30333,0.28535,0.40586,NaN,0.33217,NaN
Calx,0.72066,0.53844,0.59628,0.47952,0.51149,0.51608
Mov34,1.4151,1.0969,1.2685,1.1667,1.1466,1.1506
didum,0.29848,0.28247,0.17089,0.28742,0.30931,0.22615
snRNP-U1-70K,2.9776,2.4803,2.5839,2.2458,2.5911,2.3318
Acon,0.2969,0.29037,0.30382,0.29986,0.3479,0.38091
Ggamma30A,1.906,2.1564,1.8093,1.8238,1.5824,1.5711
Vha36-1,2.0029,2.0241,1.9002,2.2798,1.9723,2.0074
CG42353-RA,0.93431,0.80419,0.98296,1.2359,1.3203,1.177
,0.87608,0.68893,0.76141,0.64892,0.84074,0.73748
Arp87C,0.63225,0.63382,0.67564,0.57668,0.58289,0.54685
Vha44,0.94493,0.89608,0.98041,0.95465,0.86735,0.87164
CHIP,1.1242,0.7323,1.1506,0.93537,1.3653,0.89241
,1.3733,1.4919,1.9146,1.3783,1.6398,1.5558
,0.75929,0.81394,0.81762,0.76941,0.81553,0.81294
Ddc,0.39327,0.61788,0.30789,0.71238,0.22773,0.63858
,1.2175,1.3055,1.3897,1.2743,1.2982,1.2544
,1.0917,0.82602,1.0613,1.0881,1.0665,0.88327
Tg,0.7745,0.60005,0.60517,0.6334,0.6887,0.72187
Vha26,1.0802,1.137,1.1492,1.0627,0.97715,1.0562
PIP82,0.53835,0.50172,0.35057,0.57721,0.26407,0.436
tutl,1.8443,1.6808,1.5204,3.3273,1.6485,1.5726
Rab5,1.9424,1.6951,1.725,1.6935,1.652,1.8517
CG6455,1.4758,1.4398,1.4534,1.4861,1.5762,1.5237
deltaCOP,1.108,1.0137,0.98931,1.2081,1.1455,1.1538
Tango5,1.0195,1.0728,0.90746,0.90154,0.97713,0.87649
Tim9a,2.6529,2.6073,2.516,2.6315,2.6996,3.0563
Gp93,1.403,1.3291,1.3246,1.24,1.4107,1.4213
CG4042-RA,1.0486,1.0957,NaN,1.0492,NaN,NaN
,0.59949,0.50643,0.49098,0.50139,0.4353,0.41709
,1.1435,1.1084,0.77474,0.99532,1.0025,1.0088
Ald,0.7847,0.75329,0.76589,0.76224,0.87482,0.86439
l(2)35Di,0.78762,0.85269,0.79901,0.8085,0.93861,0.99608
GS,0.30048,0.31841,0.50103,0.33299,0.31408,0.36375
Fib,1.7097,1.6529,1.4803,1.7801,1.2963,1.372
CAH2,1.1872,1.1989,1.0706,1.0662,0.92122,0.86961
l(3)mbn,1.8019,1.7016,1.5958,1.2934,1.5767,1.7366
GstE13,0.82168,0.65975,0.78865,0.56553,0.90045,0.81605
,0.40223,0.36563,0.37857,0.35186,0.34764,0.32817
Apf,0.84907,0.7202,0.70629,0.76314,0.79477,0.75745
,1.2205,1.3163,1.085,1.3899,1.3538,1.1465
,1.8818,1.9468,1.9954,1.8527,1.6633,1.7651
Elongin-C,0.77683,0.84933,0.89478,0.78478,0.81719,0.80369
CdsA,0.80252,0.73099,0.72988,0.73864,0.66483,0.69308
ninaE,0.0076818,0.042993,0.04026,0.024366,0.013325,0.013174
CG4829-RA,1.929,1.5911,1.562,1.5488,1.6234,1.5053
,1.6034,1.5569,1.4387,1.495,1.314,1.574
,1.0761,1.2087,1.5773,1.4428,1.1675,1.2355
Glycogenin,0.729,0.76233,0.8026,0.7328,0.82745,0.85813
,0.35551,0.34051,0.34515,0.37165,0.44064,0.48625
shrb,2.2576,2.1878,2.0352,2.0005,1.9378,2.0127
PebIII,2.1309,2.3467,1.7986,1.5498,2.1069,1.9998
,0.36744,0.50775,0.44914,0.55552,0.43592,0.43573
Hex-A,0.40111,0.33947,0.34947,0.3948,0.43251,0.52974
Vps26,1.1741,1.2341,1.182,1.1646,1.363,1.1147
,0.27461,0.34216,0.27711,0.47778,0.34392,0.35318
sel,1.6794,1.7673,1.3986,1.5011,2.294,1.7019
Gpdh,0.44154,0.44112,0.44524,0.47837,0.51073,0.52096
Hrb27C,0.75708,0.84994,0.77861,0.83838,0.83564,0.74469
Rheb,0.96913,1.0777,1.1126,0.93305,0.82935,0.89704
Cpr65Au,1.8239,2.0111,1.8628,1.6565,1.4532,1.5772
,0.65938,0.66175,0.52373,0.69743,0.64616,0.60021
Nup62,2.1565,2.2144,2.3179,1.8437,2.0024,2.0352
Rpn2,0.41054,0.46626,0.42614,0.41877,0.45089,0.3924
Lam,2.0854,2.1371,1.9865,1.929,2.0629,2.1441
tmod,0.9628,0.99966,0.91788,0.92311,1.02,1.0345
,1.9101,1.7909,1.8107,1.9229,2.4212,2.2909
,1.6896,1.7855,1.6453,1.5708,1.4826,1.4697
Rab7,1.3219,1.1243,1.126,1.335,1.2978,1.4511
CG10126-RB,1.669,1.7342,1.5977,1.5706,1.4808,1.5788
CG3436,1.1976,1.3309,1.2561,1.1805,1.6135,1.8454
Ref1,2.3809,2.4605,2.5255,2.606,2.7639,2.7697
,0.23715,0.21214,0.2088,0.20311,0.20893,0.20837
